sale_id,customer_id,product_id,sale_date,quantity,unit_price,discount_rate,revenue,channel
453,98,19,2024-04-30,1,138.32,0.1,124.49,Partner
454,13,13,2024-11-12,1,145.23,0.0,145.23,Partner
455,44,4,2024-04-01,3,395.65,0.0,1186.95,Partner
456,87,1,2024-07-23,1,202.03,0.05,191.93,Direct
457,96,10,2024-02-04,3,294.85,0.1,796.1,Direct
458,46,14,2024-07-02,1,194.71,0.0,194.71,Partner
459,102,6,2024-07-06,2,133.44,0.0,266.88,Direct
460,46,9,2024-08-14,1,228.5,0.0,228.5,Online
461,11,10,2024-09-18,1,294.85,0.05,280.11,Online
462,120,8,2024-01-21,1,436.52,0.0,436.52,Direct
463,18,18,2024-11-21,1,286.03,0.0,286.03,Direct
464,23,8,2024-02-12,5,436.52,0.0,2182.6,Online
465,45,2,2024-06-09,1,158.31,0.1,142.48,Online
466,42,13,2024-09-18,2,145.23,0.0,290.46,Direct
467,72,15,2024-01-28,2,381.95,0.0,763.9,Online
468,72,2,2024-07-12,1,158.31,0.0,158.31,Online
469,116,6,2024-03-10,1,133.44,0.0,133.44,Direct
470,113,12,2024-02-03,1,361.12,0.05,343.06,Online
471,28,13,2024-12-20,1,145.23,0.05,137.97,Direct
472,5,5,2024-04-09,1,206.77,0.0,206.77,Direct
473,12,19,2024-09-08,5,138.32,0.0,691.6,Partner
474,33,11,2024-03-25,1,251.67,0.0,251.67,Online
475,45,13,2024-04-23,3,145.23,0.0,435.69,Direct
476,79,21,2024-06-28,2,278.4,0.1,501.12,Online
477,78,4,2024-05-09,3,395.65,0.0,1186.95,Direct
478,115,1,2024-06-14,2,202.03,0.0,404.06,Online
479,52,11,2024-05-20,3,251.67,0.0,755.01,Partner
480,62,17,2024-03-14,1,362.21,0.05,344.1,Partner
481,22,24,2024-09-14,2,395.55,0.05,751.54,Partner
482,93,25,2024-04-16,2,225.87,0.0,451.74,Online
483,10,25,2024-05-14,1,225.87,0.05,214.58,Online
484,64,16,2024-09-16,2,131.16,0.0,262.32,Direct
485,108,10,2024-06-12,2,294.85,0.05,560.22,Partner
486,72,11,2024-01-19,1,251.67,0.0,251.67,Direct
487,38,1,2024-04-03,5,202.03,0.0,1010.15,Partner
488,14,12,2024-03-23,1,361.12,0.0,361.12,Online
489,49,21,2024-05-22,1,278.4,0.0,278.4,Online
490,7,22,2024-06-16,1,359.07,0.0,359.07,Partner
491,48,21,2024-03-27,1,278.4,0.1,250.56,Partner
492,37,23,2024-02-28,1,307.04,0.0,307.04,Online
493,18,14,2024-01-25,1,194.71,0.0,194.71,Online
494,99,11,2024-07-03,1,251.67,0.0,251.67,Partner
495,83,18,2024-10-11,1,286.03,0.0,286.03,Online
496,65,5,2024-10-23,1,206.77,0.0,206.77,Online
497,6,16,2024-02-23,1,131.16,0.05,124.6,Partner
498,60,9,2024-10-01,1,228.5,0.0,228.5,Online
499,39,5,2024-07-20,1,206.77,0.1,186.09,Online
500,42,4,2024-07-09,2,395.65,0.0,791.3,Partner
501,35,7,2024-07-11,5,459.69,0.0,2298.45,Partner
502,23,12,2024-10-22,1,361.12,0.1,325.01,Direct
503,24,10,2024-07-03,3,294.85,0.0,884.55,Partner
504,33,20,2024-02-11,2,341.71,0.0,683.42,Partner
505,118,9,2024-04-27,5,228.5,0.1,1028.25,Direct
506,84,19,2024-11-11,2,138.32,0.1,248.98,Online
507,90,7,2024-01-25,1,459.69,0.0,459.69,Partner
508,90,1,2024-09-21,1,202.03,0.05,191.93,Partner
509,20,22,2024-06-07,1,359.07,0.0,359.07,Online
510,86,20,2024-10-26,1,341.71,0.0,341.71,Online
511,98,13,2024-06-09,1,145.23,0.0,145.23,Online
512,95,1,2024-01-01,2,202.03,0.0,404.06,Online
513,119,2,2024-01-18,3,158.31,0.0,474.93,Direct
514,50,1,2024-03-17,3,202.03,0.0,606.09,Partner
515,67,23,2024-11-11,1,307.04,0.0,307.04,Online
516,50,23,2024-08-09,1,307.04,0.0,307.04,Partner
517,17,16,2024-09-19,2,131.16,0.0,262.32,Partner
518,49,11,2024-01-25,1,251.67,0.0,251.67,Direct
519,84,25,2024-09-07,3,225.87,0.05,643.73,Direct
520,6,7,2024-11-09,1,459.69,0.0,459.69,Online
521,4,13,2024-01-24,3,145.23,0.0,435.69,Direct
522,49,12,2024-01-28,3,361.12,0.0,1083.36,Direct
523,90,18,2024-10-17,5,286.03,0.0,1430.15,Partner
524,106,11,2024-06-04,3,251.67,0.1,679.51,Direct
525,52,5,2024-09-24,1,206.77,0.0,206.77,Partner
526,8,22,2024-09-30,2,359.07,0.0,718.14,Direct
527,52,11,2024-07-30,2,251.67,0.0,503.34,Online
528,105,22,2024-06-03,2,359.07,0.0,718.14,Online
529,26,19,2024-03-09,1,138.32,0.0,138.32,Direct
530,107,16,2024-07-06,1,131.16,0.1,118.04,Online
531,27,23,2024-08-31,1,307.04,0.0,307.04,Direct
532,117,11,2024-03-09,2,251.67,0.0,503.34,Direct
533,83,22,2024-05-04,1,359.07,0.0,359.07,Online
534,72,1,2024-03-17,3,202.03,0.0,606.09,Partner
535,80,16,2024-02-19,1,131.16,0.0,131.16,Direct
536,90,7,2024-11-22,1,459.69,0.0,459.69,Direct
537,22,9,2024-12-06,1,228.5,0.0,228.5,Partner
538,46,23,2024-07-24,2,307.04,0.05,583.38,Partner
539,61,23,2024-01-06,1,307.04,0.0,307.04,Direct
540,40,13,2024-11-26,3,145.23,0.0,435.69,Online
541,11,16,2024-06-28,5,131.16,0.1,590.22,Online
542,14,6,2024-11-26,1,133.44,0.0,133.44,Online
543,12,20,2024-08-15,1,341.71,0.0,341.71,Online
544,21,3,2024-09-22,1,97.31,0.0,97.31,Online
545,64,24,2024-09-09,1,395.55,0.0,395.55,Direct
546,15,9,2024-03-25,2,228.5,0.0,457.0,Direct
547,8,19,2024-01-23,1,138.32,0.05,131.4,Direct
548,53,18,2024-09-29,1,286.03,0.0,286.03,Direct
549,73,6,2024-07-26,1,133.44,0.0,133.44,Direct
550,51,13,2024-05-01,1,145.23,0.0,145.23,Direct
551,116,24,2024-01-30,3,395.55,0.0,1186.65,Direct
552,65,22,2024-01-07,1,359.07,0.0,359.07,Online
553,21,19,2024-10-09,1,138.32,0.0,138.32,Online
554,8,22,2024-04-10,3,359.07,0.0,1077.21,Direct
555,46,20,2024-07-30,1,341.71,0.0,341.71,Direct
556,77,17,2024-09-22,3,362.21,0.0,1086.63,Online
557,8,21,2024-11-25,1,278.4,0.0,278.4,Online
558,6,7,2024-11-27,3,459.69,0.0,1379.07,Online
559,10,14,2024-07-31,1,194.71,0.0,194.71,Online
560,6,5,2024-03-30,1,206.77,0.15,175.75,Online
561,79,6,2024-06-07,3,133.44,0.05,380.3,Direct
562,108,2,2024-06-02,1,158.31,0.1,142.48,Online
563,5,5,2024-01-25,1,206.77,0.0,206.77,Online
564,51,1,2024-09-01,1,202.03,0.0,202.03,Online
565,2,3,2024-10-02,1,97.31,0.0,97.31,Direct
566,91,18,2024-07-11,1,286.03,0.0,286.03,Partner
567,11,17,2024-08-26,1,362.21,0.0,362.21,Direct
568,88,1,2024-12-01,1,202.03,0.0,202.03,Partner
569,101,25,2024-03-30,1,225.87,0.0,225.87,Direct
570,88,8,2024-02-23,1,436.52,0.1,392.87,Partner
571,114,4,2024-04-28,2,395.65,0.0,791.3,Online
572,72,17,2024-01-20,1,362.21,0.0,362.21,Direct
573,40,6,2024-06-20,1,133.44,0.0,133.44,Online
574,23,9,2024-12-21,2,228.5,0.0,457.0,Partner
575,95,6,2024-12-30,2,133.44,0.05,253.54,Direct
576,30,14,2024-05-16,1,194.71,0.1,175.24,Online
577,100,21,2024-10-10,1,278.4,0.1,250.56,Online
578,77,11,2024-08-11,2,251.67,0.15,427.84,Online
579,63,3,2024-09-24,5,97.31,0.0,486.55,Partner
580,39,14,2024-05-31,1,194.71,0.0,194.71,Online
581,74,10,2024-04-21,1,294.85,0.0,294.85,Direct
582,24,23,2024-09-16,1,307.04,0.1,276.34,Direct
583,74,8,2024-03-27,1,436.52,0.0,436.52,Partner
584,22,4,2024-04-30,2,395.65,0.0,791.3,Online
585,74,4,2024-04-13,3,395.65,0.05,1127.6,Direct
586,101,23,2024-06-16,1,307.04,0.0,307.04,Direct
587,23,24,2024-07-18,1,395.55,0.0,395.55,Partner
588,61,22,2024-11-03,1,359.07,0.0,359.07,Direct
589,100,11,2024-07-13,1,251.67,0.0,251.67,Online
590,101,22,2024-12-20,1,359.07,0.0,359.07,Online
591,100,3,2024-10-01,2,97.31,0.0,194.62,Partner
592,109,23,2024-08-29,3,307.04,0.0,921.12,Online
593,95,16,2024-12-23,3,131.16,0.0,393.48,Direct
594,43,4,2024-01-14,2,395.65,0.0,791.3,Partner
595,15,17,2024-04-29,1,362.21,0.0,362.21,Online
596,107,13,2024-06-06,1,145.23,0.0,145.23,Direct
597,80,24,2024-07-19,1,395.55,0.0,395.55,Online
598,104,23,2024-10-26,2,307.04,0.1,552.67,Direct
599,52,12,2024-10-16,1,361.12,0.0,361.12,Direct
600,86,15,2024-03-15,1,381.95,0.0,381.95,Direct
601,86,21,2024-01-14,1,278.4,0.0,278.4,Direct
602,80,24,2024-02-24,1,395.55,0.0,395.55,Online
603,3,25,2024-03-23,1,225.87,0.0,225.87,Partner
604,14,7,2024-03-13,2,459.69,0.1,827.44,Online
605,111,17,2024-01-15,5,362.21,0.05,1720.5,Direct
606,25,19,2024-01-22,1,138.32,0.0,138.32,Direct
607,20,2,2024-12-20,1,158.31,0.05,150.39,Online
608,66,3,2024-11-20,2,97.31,0.0,194.62,Direct
609,84,7,2024-12-22,1,459.69,0.0,459.69,Direct
610,45,9,2024-01-24,1,228.5,0.0,228.5,Direct
611,7,2,2024-10-29,1,158.31,0.05,150.39,Partner
612,44,11,2024-04-12,1,251.67,0.0,251.67,Online
613,72,11,2024-12-06,1,251.67,0.1,226.5,Direct
614,37,18,2024-12-30,3,286.03,0.1,772.28,Partner
615,98,9,2024-02-24,2,228.5,0.1,411.3,Direct
616,117,11,2024-04-15,2,251.67,0.0,503.34,Direct
617,112,6,2024-02-27,2,133.44,0.0,266.88,Direct
618,47,7,2024-01-18,1,459.69,0.1,413.72,Online
619,12,5,2024-02-14,1,206.77,0.05,196.43,Online
620,18,17,2024-11-19,2,362.21,0.0,724.42,Partner
621,32,7,2024-09-01,1,459.69,0.0,459.69,Direct
622,120,5,2024-03-08,1,206.77,0.05,196.43,Direct
623,77,20,2024-11-26,1,341.71,0.0,341.71,Direct
624,64,17,2024-05-30,1,362.21,0.1,325.99,Partner
625,48,1,2024-06-21,1,202.03,0.1,181.83,Partner
626,103,9,2024-05-13,5,228.5,0.0,1142.5,Direct
627,119,8,2024-06-28,1,436.52,0.05,414.69,Partner
628,64,22,2024-05-24,1,359.07,0.0,359.07,Direct
629,108,10,2024-07-07,1,294.85,0.1,265.37,Partner
630,64,14,2024-11-04,1,194.71,0.0,194.71,Online
631,82,12,2024-08-31,5,361.12,0.05,1715.32,Partner
632,62,13,2024-11-12,1,145.23,0.0,145.23,Online
633,24,8,2024-01-16,1,436.52,0.0,436.52,Partner
634,72,18,2024-01-16,2,286.03,0.0,572.06,Partner
635,8,6,2024-09-22,1,133.44,0.0,133.44,Direct
636,110,17,2024-06-26,2,362.21,0.1,651.98,Partner
637,120,24,2024-12-26,2,395.55,0.0,791.1,Direct
638,57,7,2024-10-02,2,459.69,0.0,919.38,Online
639,51,6,2024-04-20,1,133.44,0.0,133.44,Online
640,101,1,2024-02-16,2,202.03,0.0,404.06,Online
641,86,9,2024-05-27,1,228.5,0.05,217.07,Direct
642,49,25,2024-08-11,5,225.87,0.0,1129.35,Direct
643,60,14,2024-09-25,3,194.71,0.0,584.13,Direct
644,10,20,2024-05-27,1,341.71,0.0,341.71,Direct
645,72,1,2024-01-03,5,202.03,0.0,1010.15,Partner
646,76,19,2024-09-08,1,138.32,0.1,124.49,Direct
647,99,15,2024-09-08,1,381.95,0.0,381.95,Online
648,76,4,2024-04-04,2,395.65,0.0,791.3,Partner
649,99,20,2024-10-30,2,341.71,0.15,580.91,Partner
650,108,24,2024-09-20,1,395.55,0.0,395.55,Partner
651,45,8,2024-10-22,2,436.52,0.0,873.04,Direct
652,113,11,2024-05-25,2,251.67,0.0,503.34,Direct
653,105,20,2024-12-24,1,341.71,0.0,341.71,Direct
654,101,25,2024-09-12,1,225.87,0.1,203.28,Direct
655,15,2,2024-02-26,2,158.31,0.0,316.62,Online
656,91,16,2024-02-11,1,131.16,0.0,131.16,Partner
657,113,19,2024-12-22,1,138.32,0.0,138.32,Online
658,33,3,2024-02-23,2,97.31,0.0,194.62,Online
659,7,15,2024-06-16,1,381.95,0.0,381.95,Partner
660,118,17,2024-02-18,1,362.21,0.0,362.21,Partner
661,103,22,2024-07-21,1,359.07,0.15,305.21,Online
662,73,20,2024-02-14,1,341.71,0.0,341.71,Partner
663,42,16,2024-11-26,1,131.16,0.05,124.6,Direct
664,51,21,2024-07-09,1,278.4,0.0,278.4,Direct
665,107,18,2024-06-04,1,286.03,0.0,286.03,Partner
666,75,1,2024-08-07,3,202.03,0.0,606.09,Online
667,40,11,2024-09-13,1,251.67,0.05,239.09,Direct
668,67,6,2024-07-13,5,133.44,0.0,667.2,Online
669,80,11,2024-04-29,2,251.67,0.0,503.34,Partner
670,30,16,2024-03-05,2,131.16,0.05,249.2,Online
671,38,18,2024-10-31,1,286.03,0.0,286.03,Online
672,77,17,2024-11-05,1,362.21,0.0,362.21,Online
673,2,21,2024-01-18,1,278.4,0.0,278.4,Partner
674,95,1,2024-10-24,1,202.03,0.0,202.03,Partner
675,97,4,2024-09-24,2,395.65,0.0,791.3,Direct
676,59,18,2024-08-18,1,286.03,0.15,243.13,Online
677,66,16,2024-10-10,2,131.16,0.0,262.32,Online
678,36,14,2024-06-14,3,194.71,0.0,584.13,Direct
679,4,2,2024-08-25,1,158.31,0.05,150.39,Partner
680,107,5,2024-12-18,3,206.77,0.05,589.29,Partner
681,68,17,2024-10-23,2,362.21,0.0,724.42,Direct
682,21,10,2024-03-05,2,294.85,0.0,589.7,Partner
683,8,15,2024-08-24,5,381.95,0.0,1909.75,Online
684,29,8,2024-12-22,1,436.52,0.0,436.52,Direct
685,80,5,2024-09-16,1,206.77,0.0,206.77,Direct
686,11,2,2024-05-16,1,158.31,0.0,158.31,Partner
687,87,16,2024-12-26,3,131.16,0.0,393.48,Online
688,79,21,2024-03-20,2,278.4,0.0,556.8,Online
689,101,7,2024-03-20,1,459.69,0.1,413.72,Direct
690,68,23,2024-06-16,2,307.04,0.0,614.08,Online
691,46,24,2024-09-24,1,395.55,0.0,395.55,Partner
692,70,12,2024-03-23,2,361.12,0.0,722.24,Direct
693,79,25,2024-06-16,1,225.87,0.0,225.87,Direct
694,44,11,2024-05-12,1,251.67,0.05,239.09,Online
695,117,22,2024-02-22,3,359.07,0.0,1077.21,Direct
696,43,15,2024-12-02,1,381.95,0.0,381.95,Direct
697,27,23,2024-04-10,1,307.04,0.0,307.04,Partner
698,13,1,2024-03-18,2,202.03,0.0,404.06,Direct
699,14,10,2024-06-03,5,294.85,0.0,1474.25,Online
700,55,8,2024-06-01,1,436.52,0.0,436.52,Partner
701,116,21,2024-05-20,2,278.4,0.05,528.96,Direct
702,38,19,2024-02-25,2,138.32,0.05,262.81,Online
703,45,20,2024-02-24,1,341.71,0.0,341.71,Partner
704,17,21,2024-04-15,1,278.4,0.0,278.4,Partner
705,9,7,2024-08-25,1,459.69,0.0,459.69,Direct
706,6,2,2024-01-07,2,158.31,0.0,316.62,Partner
707,64,24,2024-08-11,2,395.55,0.0,791.1,Online
708,87,22,2024-04-23,1,359.07,0.0,359.07,Online
709,24,19,2024-11-19,1,138.32,0.0,138.32,Partner
710,63,15,2024-08-25,2,381.95,0.0,763.9,Direct
711,31,10,2024-03-13,2,294.85,0.0,589.7,Partner
712,17,19,2024-11-05,1,138.32,0.0,138.32,Online
713,3,19,2024-07-26,1,138.32,0.0,138.32,Direct
714,27,20,2024-05-04,1,341.71,0.0,341.71,Partner
715,24,10,2024-12-24,2,294.85,0.1,530.73,Online
716,98,8,2024-10-27,1,436.52,0.0,436.52,Online
717,66,16,2024-11-27,2,131.16,0.0,262.32,Partner
718,117,16,2024-04-27,2,131.16,0.0,262.32,Online
719,119,22,2024-11-30,1,359.07,0.05,341.12,Online
720,104,11,2024-12-24,2,251.67,0.05,478.17,Online
721,73,18,2024-04-27,3,286.03,0.0,858.09,Online
722,3,11,2024-04-02,1,251.67,0.0,251.67,Online
723,19,2,2024-03-04,2,158.31,0.05,300.79,Partner
724,81,25,2024-08-09,1,225.87,0.1,203.28,Partner
725,54,19,2024-05-13,1,138.32,0.0,138.32,Online
726,94,10,2024-12-24,1,294.85,0.0,294.85,Direct
727,1,21,2024-08-02,1,278.4,0.0,278.4,Direct
728,36,13,2024-07-23,1,145.23,0.05,137.97,Online
729,57,4,2024-12-30,5,395.65,0.05,1879.34,Online
730,71,9,2024-03-21,5,228.5,0.0,1142.5,Partner
731,37,14,2024-08-04,1,194.71,0.1,175.24,Partner
732,106,11,2024-08-21,1,251.67,0.1,226.5,Direct
733,94,11,2024-11-14,1,251.67,0.0,251.67,Partner
734,56,14,2024-09-22,1,194.71,0.0,194.71,Online
735,78,23,2024-12-04,1,307.04,0.0,307.04,Direct
736,37,3,2024-12-01,2,97.31,0.0,194.62,Partner
737,99,7,2024-01-06,1,459.69,0.0,459.69,Partner
738,18,6,2024-09-07,2,133.44,0.0,266.88,Direct
739,110,18,2024-01-20,1,286.03,0.0,286.03,Partner
740,106,20,2024-10-05,1,341.71,0.0,341.71,Direct
741,28,15,2024-03-23,1,381.95,0.1,343.75,Online
742,16,12,2024-04-12,3,361.12,0.0,1083.36,Online
743,74,19,2024-06-27,1,138.32,0.0,138.32,Direct
744,96,10,2024-10-21,1,294.85,0.0,294.85,Partner
745,93,9,2024-10-04,1,228.5,0.1,205.65,Direct
746,120,23,2024-08-31,1,307.04,0.05,291.69,Online
747,4,23,2024-01-09,2,307.04,0.0,614.08,Online
748,94,18,2024-07-08,5,286.03,0.0,1430.15,Online
749,115,12,2024-06-24,1,361.12,0.0,361.12,Partner
750,100,6,2024-08-21,1,133.44,0.0,133.44,Direct
751,12,7,2024-12-16,1,459.69,0.0,459.69,Direct
752,28,17,2024-07-19,2,362.21,0.0,724.42,Online
753,75,24,2024-03-03,1,395.55,0.0,395.55,Online
754,10,3,2024-11-10,1,97.31,0.0,97.31,Partner
755,25,1,2024-11-22,5,202.03,0.05,959.64,Direct
756,70,18,2024-05-09,1,286.03,0.0,286.03,Partner
757,69,14,2024-07-14,1,194.71,0.0,194.71,Partner
758,55,12,2024-02-01,1,361.12,0.0,361.12,Direct
759,35,25,2024-02-08,5,225.87,0.0,1129.35,Partner
760,65,14,2024-08-03,5,194.71,0.0,973.55,Online
761,38,7,2024-12-23,5,459.69,0.05,2183.53,Online
762,31,3,2024-06-29,1,97.31,0.0,97.31,Online
763,102,11,2024-05-15,1,251.67,0.0,251.67,Direct
764,68,21,2024-04-24,1,278.4,0.0,278.4,Partner
765,49,14,2024-07-24,1,194.71,0.0,194.71,Online
766,90,19,2024-04-22,1,138.32,0.0,138.32,Partner
767,59,23,2024-08-24,1,307.04,0.0,307.04,Direct
768,96,20,2024-03-25,1,341.71,0.0,341.71,Direct
769,53,21,2024-02-05,1,278.4,0.1,250.56,Online
770,71,2,2024-04-08,2,158.31,0.0,316.62,Partner
771,34,4,2024-11-24,5,395.65,0.0,1978.25,Online
772,75,5,2024-04-25,3,206.77,0.0,620.31,Direct
773,112,8,2024-06-29,2,436.52,0.0,873.04,Online
774,47,4,2024-11-23,1,395.65,0.0,395.65,Partner
775,57,22,2024-08-27,1,359.07,0.0,359.07,Partner
776,65,21,2024-10-07,1,278.4,0.0,278.4,Online
777,5,25,2024-03-05,1,225.87,0.0,225.87,Partner
778,68,7,2024-06-30,3,459.69,0.0,1379.07,Direct
779,14,25,2024-05-16,1,225.87,0.0,225.87,Online
780,99,3,2024-07-11,3,97.31,0.05,277.33,Online
781,67,14,2024-05-09,2,194.71,0.05,369.95,Partner
782,92,20,2024-12-13,3,341.71,0.0,1025.13,Direct
783,96,1,2024-09-03,3,202.03,0.0,606.09,Direct
784,21,21,2024-05-23,1,278.4,0.1,250.56,Partner
785,111,9,2024-05-05,1,228.5,0.0,228.5,Online
786,53,14,2024-06-03,1,194.71,0.05,184.97,Partner
787,43,3,2024-09-02,2,97.31,0.0,194.62,Partner
788,26,9,2024-08-07,2,228.5,0.0,457.0,Online
789,39,11,2024-11-22,5,251.67,0.0,1258.35,Direct
790,113,2,2024-12-03,1,158.31,0.0,158.31,Partner
791,31,23,2024-03-19,1,307.04,0.0,307.04,Partner
792,118,2,2024-07-16,2,158.31,0.05,300.79,Direct
793,39,11,2024-02-13,5,251.67,0.0,1258.35,Online
794,107,14,2024-06-15,1,194.71,0.0,194.71,Direct
795,61,4,2024-09-28,1,395.65,0.0,395.65,Partner
796,46,21,2024-11-20,2,278.4,0.0,556.8,Online
797,91,11,2024-01-08,1,251.67,0.0,251.67,Online
798,52,18,2024-01-06,1,286.03,0.0,286.03,Direct
799,4,20,2024-02-06,1,341.71,0.05,324.62,Online
800,74,23,2024-05-30,1,307.04,0.0,307.04,Partner
801,79,16,2024-11-07,1,131.16,0.05,124.6,Direct
802,98,5,2024-10-23,1,206.77,0.1,186.09,Direct
803,50,9,2024-04-29,2,228.5,0.0,457.0,Direct
804,97,14,2024-08-19,1,194.71,0.05,184.97,Partner
805,44,16,2024-03-19,1,131.16,0.0,131.16,Direct
806,15,3,2024-07-25,2,97.31,0.05,184.89,Online
807,112,14,2024-03-26,1,194.71,0.05,184.97,Online
808,13,13,2024-12-18,1,145.23,0.0,145.23,Online
809,44,19,2024-02-16,2,138.32,0.05,262.81,Online
810,68,9,2024-10-07,1,228.5,0.0,228.5,Online
811,17,2,2024-06-01,3,158.31,0.0,474.93,Direct
812,30,20,2024-09-10,1,341.71,0.05,324.62,Online
813,98,21,2024-04-19,1,278.4,0.1,250.56,Online
814,1,1,2024-02-10,2,202.03,0.0,404.06,Online
815,31,25,2024-08-12,1,225.87,0.0,225.87,Online
816,91,10,2024-02-29,1,294.85,0.1,265.37,Online
817,1,12,2024-03-01,2,361.12,0.0,722.24,Partner
818,40,8,2024-08-02,2,436.52,0.15,742.08,Direct
819,111,7,2024-03-12,1,459.69,0.15,390.74,Partner
820,26,25,2024-09-09,1,225.87,0.1,203.28,Online
821,80,6,2024-01-30,1,133.44,0.0,133.44,Partner
822,35,4,2024-08-27,1,395.65,0.0,395.65,Direct
823,98,3,2024-12-24,1,97.31,0.0,97.31,Partner
824,22,12,2024-05-06,2,361.12,0.1,650.02,Partner
825,96,12,2024-03-25,1,361.12,0.0,361.12,Online
826,8,24,2024-11-02,1,395.55,0.0,395.55,Online
827,69,3,2024-01-04,2,97.31,0.0,194.62,Direct
828,108,20,2024-06-13,1,341.71,0.0,341.71,Partner
829,13,21,2024-12-22,3,278.4,0.1,751.68,Online
830,15,19,2024-09-11,3,138.32,0.0,414.96,Online
831,77,5,2024-05-31,1,206.77,0.0,206.77,Partner
832,59,5,2024-07-10,2,206.77,0.0,413.54,Partner
833,113,2,2024-08-02,2,158.31,0.05,300.79,Online
834,85,22,2024-02-08,1,359.07,0.0,359.07,Direct
835,23,9,2024-11-22,1,228.5,0.0,228.5,Partner
836,103,8,2024-11-21,1,436.52,0.1,392.87,Online
837,85,25,2024-01-15,1,225.87,0.05,214.58,Direct
838,102,24,2024-11-08,2,395.55,0.0,791.1,Direct
839,107,12,2024-12-15,3,361.12,0.1,975.02,Online
840,88,7,2024-06-18,3,459.69,0.0,1379.07,Direct
841,102,22,2024-09-18,1,359.07,0.0,359.07,Partner
842,99,18,2024-09-05,1,286.03,0.05,271.73,Direct
843,87,4,2024-01-18,2,395.65,0.0,791.3,Direct
844,40,12,2024-07-31,1,361.12,0.0,361.12,Online
845,98,9,2024-03-05,1,228.5,0.0,228.5,Partner
846,20,15,2024-02-18,5,381.95,0.1,1718.78,Online
847,53,8,2024-07-06,2,436.52,0.05,829.39,Partner
848,3,24,2024-08-30,1,395.55,0.0,395.55,Online
849,56,25,2024-10-10,3,225.87,0.0,677.61,Direct
850,78,18,2024-05-25,1,286.03,0.05,271.73,Partner
851,79,24,2024-06-24,1,395.55,0.0,395.55,Partner
852,64,9,2024-05-08,1,228.5,0.0,228.5,Online
853,3,9,2024-01-27,1,228.5,0.0,228.5,Partner
854,85,21,2024-05-29,1,278.4,0.0,278.4,Partner
855,84,21,2024-09-09,1,278.4,0.0,278.4,Partner
856,40,18,2024-06-19,1,286.03,0.0,286.03,Online
857,60,14,2024-05-19,2,194.71,0.0,389.42,Online
858,16,1,2024-06-25,2,202.03,0.1,363.65,Direct
859,31,24,2024-12-01,2,395.55,0.0,791.1,Partner
860,18,4,2024-03-01,1,395.65,0.0,395.65,Partner
861,3,6,2024-04-08,2,133.44,0.0,266.88,Partner
862,29,2,2024-12-31,2,158.31,0.0,316.62,Partner
863,63,19,2024-03-06,1,138.32,0.0,138.32,Online
864,99,11,2024-11-21,1,251.67,0.1,226.5,Direct
865,13,3,2024-01-21,2,97.31,0.0,194.62,Partner
866,95,2,2024-10-10,1,158.31,0.0,158.31,Partner
867,117,2,2024-10-06,1,158.31,0.0,158.31,Online
868,114,24,2024-01-26,1,395.55,0.0,395.55,Partner
869,85,20,2024-06-02,1,341.71,0.0,341.71,Direct
870,46,20,2024-01-04,3,341.71,0.05,973.87,Direct
871,120,24,2024-04-07,1,395.55,0.0,395.55,Partner
872,7,18,2024-11-07,5,286.03,0.0,1430.15,Online
873,38,12,2024-01-31,3,361.12,0.0,1083.36,Online
874,19,24,2024-10-05,1,395.55,0.0,395.55,Online
875,78,11,2024-07-11,2,251.67,0.0,503.34,Online
876,16,7,2024-03-16,2,459.69,0.0,919.38,Online
877,59,3,2024-12-10,2,97.31,0.0,194.62,Online
878,23,4,2024-12-18,1,395.65,0.05,375.87,Online
879,59,16,2024-12-14,1,131.16,0.05,124.6,Direct
880,111,5,2024-04-18,1,206.77,0.0,206.77,Direct
881,51,17,2024-12-07,1,362.21,0.0,362.21,Online
882,118,21,2024-08-22,3,278.4,0.0,835.2,Online
883,71,5,2024-03-30,2,206.77,0.0,413.54,Direct
884,32,16,2024-12-05,1,131.16,0.0,131.16,Direct
885,23,21,2024-01-19,1,278.4,0.0,278.4,Partner
886,105,19,2024-02-21,1,138.32,0.05,131.4,Online
887,65,21,2024-01-07,1,278.4,0.0,278.4,Partner
888,63,7,2024-03-12,1,459.69,0.05,436.71,Partner
889,47,4,2024-10-14,1,395.65,0.0,395.65,Online
890,53,21,2024-05-12,1,278.4,0.0,278.4,Partner
891,58,24,2024-04-04,1,395.55,0.0,395.55,Partner
892,5,6,2024-01-18,3,133.44,0.0,400.32,Partner
893,30,2,2024-01-11,1,158.31,0.0,158.31,Partner
894,81,22,2024-10-16,3,359.07,0.0,1077.21,Online
895,78,21,2024-10-23,1,278.4,0.0,278.4,Direct
896,97,4,2024-09-11,1,395.65,0.1,356.08,Online
897,44,9,2024-09-24,1,228.5,0.0,228.5,Direct
898,77,11,2024-03-01,2,251.67,0.0,503.34,Partner
899,106,1,2024-10-21,1,202.03,0.0,202.03,Online
900,25,23,2024-07-26,1,307.04,0.0,307.04,Partner
901,77,8,2024-02-04,1,436.52,0.0,436.52,Direct
902,49,24,2024-12-14,3,395.55,0.0,1186.65,Partner
903,9,3,2024-10-31,1,97.31,0.0,97.31,Online
904,88,6,2024-12-03,1,133.44,0.0,133.44,Direct
905,112,11,2024-08-31,2,251.67,0.0,503.34,Partner
906,119,1,2024-10-07,5,202.03,0.0,1010.15,Direct
