session_id,user_id,session_start_ts,channel,campaign_id,landing_page,device,session_month
1750,u001559,2024-03-03 06:37:20,Organic,,/pricing,desktop,2024-03
1751,u001343,2024-02-25 20:06:43,Organic,,/case-studies,mobile,2024-02
1752,u001768,2024-03-08 13:21:51,Video,5.0,/,desktop,2024-03
1753,u000531,2024-06-16 14:59:56,Organic,,/product,tablet,2024-06
1754,u000194,2024-02-24 12:12:40,Organic,,/case-studies,desktop,2024-02
1755,u001397,2024-02-18 07:24:28,Search,1.0,/pricing,tablet,2024-02
1756,u000089,2024-07-31 08:59:38,Paid Social,4.0,/blog,desktop,2024-07
1757,u000668,2024-10-02 14:19:53,Organic,,/product,mobile,2024-10
1758,u001442,2024-03-28 14:10:21,Organic,,/demo,tablet,2024-03
1759,u000087,2024-06-29 00:54:32,Organic,,/case-studies,mobile,2024-06
1760,u000179,2024-11-06 22:39:10,Search,2.0,/,desktop,2024-11
1761,u000150,2024-10-12 02:00:10,Search,2.0,/blog,mobile,2024-10
1762,u001161,2024-06-27 17:47:40,Organic,,/,desktop,2024-06
1763,u000818,2024-06-01 13:12:55,Organic,,/case-studies,desktop,2024-06
1764,u001333,2024-01-22 02:09:53,Search,2.0,/,desktop,2024-01
1765,u000699,2024-09-02 05:06:14,Paid Social,4.0,/demo,mobile,2024-09
1766,u000559,2024-08-14 00:53:13,Affiliate,6.0,/product,mobile,2024-08
1767,u000066,2024-05-04 14:39:16,Direct,,/case-studies,tablet,2024-05
1768,u000033,2024-02-16 01:27:23,Search,2.0,/demo,mobile,2024-02
1769,u000031,2024-09-16 22:32:03,Search,1.0,/,mobile,2024-09
1770,u001207,2024-11-07 10:03:18,Search,2.0,/demo,desktop,2024-11
1771,u000213,2024-07-13 07:08:44,Search,1.0,/case-studies,desktop,2024-07
1772,u001712,2024-03-22 11:55:48,Organic,,/,tablet,2024-03
1773,u001318,2024-07-13 20:07:04,Organic,,/case-studies,mobile,2024-07
1774,u001637,2024-12-17 06:13:55,Direct,,/case-studies,desktop,2024-12
1775,u001366,2024-10-18 14:27:33,Organic,,/blog,mobile,2024-10
1776,u000209,2024-11-24 17:21:21,Search,1.0,/case-studies,mobile,2024-11
1777,u000089,2024-12-14 07:43:25,Paid Social,3.0,/case-studies,tablet,2024-12
1778,u000462,2024-07-23 09:43:02,Search,1.0,/,desktop,2024-07
1779,u000545,2024-05-02 13:05:52,Paid Social,3.0,/case-studies,tablet,2024-05
1780,u001267,2024-06-25 10:30:43,Search,2.0,/blog,mobile,2024-06
1781,u001441,2024-12-21 21:49:19,Direct,,/pricing,mobile,2024-12
1782,u000803,2024-03-20 16:56:08,Organic,,/pricing,mobile,2024-03
1783,u000426,2024-07-19 15:08:55,Organic,,/,tablet,2024-07
1784,u000443,2024-12-06 10:59:58,Organic,,/case-studies,tablet,2024-12
1785,u000136,2024-07-29 02:54:01,Video,5.0,/blog,tablet,2024-07
1786,u001314,2024-07-24 03:10:50,Video,5.0,/pricing,desktop,2024-07
1787,u000485,2024-04-06 22:37:22,Direct,,/demo,tablet,2024-04
1788,u000474,2024-04-09 13:27:57,Organic,,/product,tablet,2024-04
1789,u001595,2024-07-27 08:10:22,Paid Social,3.0,/,mobile,2024-07
1790,u000951,2024-09-17 22:42:24,Video,5.0,/product,desktop,2024-09
1791,u000986,2024-06-05 10:41:17,Organic,,/pricing,tablet,2024-06
1792,u000956,2024-07-29 19:57:03,Video,5.0,/demo,desktop,2024-07
1793,u000832,2024-02-08 14:00:51,Direct,,/blog,mobile,2024-02
1794,u000956,2024-10-05 17:12:45,Affiliate,6.0,/,mobile,2024-10
1795,u001135,2024-10-01 01:27:44,Video,5.0,/pricing,desktop,2024-10
1796,u000919,2024-03-25 02:12:59,Direct,,/demo,desktop,2024-03
1797,u000423,2024-12-16 18:36:44,Search,1.0,/pricing,mobile,2024-12
1798,u001509,2024-08-26 21:51:49,Organic,,/case-studies,tablet,2024-08
1799,u000782,2024-11-15 13:22:15,Affiliate,6.0,/product,desktop,2024-11
1800,u001147,2024-12-30 19:06:53,Organic,,/product,mobile,2024-12
1801,u001776,2024-07-30 14:53:34,Organic,,/product,desktop,2024-07
1802,u000398,2024-04-01 18:36:00,Video,5.0,/,mobile,2024-04
1803,u000738,2024-08-16 20:29:27,Organic,,/,desktop,2024-08
1804,u000722,2024-07-20 17:34:28,Direct,,/product,desktop,2024-07
1805,u001138,2024-03-10 21:10:48,Direct,,/case-studies,tablet,2024-03
1806,u000801,2024-03-21 08:08:57,Paid Social,3.0,/product,mobile,2024-03
1807,u001462,2024-04-09 04:35:58,Direct,,/case-studies,tablet,2024-04
1808,u000604,2024-02-02 22:38:28,Organic,,/demo,tablet,2024-02
1809,u000227,2024-08-01 14:16:59,Video,5.0,/product,mobile,2024-08
1810,u001673,2024-07-23 03:56:55,Affiliate,6.0,/case-studies,tablet,2024-07
1811,u000659,2024-05-17 11:49:16,Direct,,/pricing,desktop,2024-05
1812,u000557,2024-04-20 10:40:34,Direct,,/demo,desktop,2024-04
1813,u000597,2024-03-22 18:15:22,Paid Social,4.0,/,mobile,2024-03
1814,u000321,2024-07-22 01:29:19,Search,2.0,/blog,mobile,2024-07
1815,u000770,2024-08-25 05:05:26,Direct,,/blog,desktop,2024-08
1816,u000801,2024-09-10 19:16:32,Organic,,/product,tablet,2024-09
1817,u001139,2024-02-18 20:48:28,Paid Social,4.0,/blog,desktop,2024-02
1818,u000119,2024-01-16 07:01:11,Search,2.0,/product,tablet,2024-01
1819,u001750,2024-03-26 16:13:18,Organic,,/pricing,mobile,2024-03
1820,u001093,2024-02-16 07:01:02,Direct,,/blog,tablet,2024-02
1821,u000749,2024-03-14 17:51:18,Organic,,/pricing,mobile,2024-03
1822,u000935,2024-09-19 23:04:51,Search,1.0,/blog,desktop,2024-09
1823,u000727,2024-07-31 00:42:47,Search,1.0,/case-studies,mobile,2024-07
1824,u001775,2024-10-01 19:51:58,Search,1.0,/pricing,mobile,2024-10
1825,u000171,2024-06-13 23:18:47,Organic,,/case-studies,tablet,2024-06
1826,u001432,2024-10-19 16:35:24,Affiliate,6.0,/pricing,mobile,2024-10
1827,u001733,2024-08-08 17:47:44,Direct,,/demo,desktop,2024-08
1828,u001052,2024-08-08 09:35:08,Organic,,/blog,mobile,2024-08
1829,u001142,2024-08-21 18:47:03,Search,2.0,/,desktop,2024-08
1830,u000932,2024-02-29 23:28:17,Search,2.0,/case-studies,desktop,2024-02
1831,u001220,2024-03-09 01:53:31,Direct,,/blog,mobile,2024-03
1832,u001618,2024-12-26 22:06:13,Direct,,/pricing,tablet,2024-12
1833,u000216,2024-10-16 07:08:21,Direct,,/blog,mobile,2024-10
1834,u000138,2024-08-03 09:42:12,Organic,,/product,desktop,2024-08
1835,u000212,2024-08-24 07:07:25,Search,2.0,/blog,tablet,2024-08
1836,u001208,2024-01-23 17:51:45,Organic,,/demo,desktop,2024-01
1837,u000579,2024-02-13 23:04:37,Search,1.0,/,tablet,2024-02
1838,u001026,2024-01-18 18:50:12,Direct,,/case-studies,desktop,2024-01
1839,u001746,2024-09-15 03:42:39,Organic,,/blog,mobile,2024-09
1840,u000931,2024-03-14 23:36:08,Direct,,/pricing,mobile,2024-03
1841,u000723,2024-11-03 06:17:41,Paid Social,4.0,/product,tablet,2024-11
1842,u001294,2024-09-27 16:45:24,Search,2.0,/case-studies,desktop,2024-09
1843,u000634,2024-12-26 12:04:44,Organic,,/blog,desktop,2024-12
1844,u000627,2024-10-25 21:03:55,Organic,,/demo,mobile,2024-10
1845,u001405,2024-11-06 22:11:30,Search,1.0,/,desktop,2024-11
1846,u001174,2024-08-19 02:59:24,Paid Social,3.0,/demo,tablet,2024-08
1847,u001797,2024-09-18 04:13:52,Organic,,/demo,tablet,2024-09
1848,u000493,2024-07-10 18:18:22,Search,2.0,/pricing,desktop,2024-07
1849,u000468,2024-03-15 07:22:13,Search,1.0,/demo,mobile,2024-03
1850,u001694,2024-04-03 14:26:04,Direct,,/pricing,tablet,2024-04
1851,u000154,2024-06-29 12:08:48,Organic,,/blog,desktop,2024-06
1852,u000923,2024-01-12 17:08:01,Paid Social,3.0,/,desktop,2024-01
1853,u000675,2024-04-05 15:31:52,Search,1.0,/blog,mobile,2024-04
1854,u000488,2024-09-20 00:00:36,Organic,,/,mobile,2024-09
1855,u000829,2024-05-21 19:53:40,Direct,,/demo,mobile,2024-05
1856,u001439,2024-04-13 11:55:16,Direct,,/blog,tablet,2024-04
1857,u001544,2024-05-03 22:10:09,Organic,,/pricing,mobile,2024-05
1858,u000311,2024-12-24 07:32:06,Organic,,/blog,tablet,2024-12
1859,u001235,2024-06-03 06:22:00,Organic,,/,tablet,2024-06
1860,u001084,2024-08-07 15:57:32,Organic,,/,desktop,2024-08
1861,u000142,2024-04-03 21:19:22,Organic,,/blog,tablet,2024-04
1862,u001185,2024-03-28 00:28:25,Video,5.0,/blog,mobile,2024-03
1863,u000217,2024-08-31 11:15:22,Direct,,/case-studies,tablet,2024-08
1864,u000619,2024-08-10 06:03:03,Paid Social,3.0,/product,tablet,2024-08
1865,u001116,2024-04-29 00:18:34,Search,1.0,/product,desktop,2024-04
1866,u001031,2024-06-17 07:12:27,Direct,,/blog,tablet,2024-06
1867,u001037,2024-02-25 02:55:49,Direct,,/case-studies,tablet,2024-02
1868,u001761,2024-03-26 01:41:57,Search,1.0,/product,tablet,2024-03
1869,u001149,2024-04-18 18:48:55,Organic,,/product,tablet,2024-04
1870,u000254,2024-05-02 01:49:27,Direct,,/demo,desktop,2024-05
1871,u001236,2024-03-08 20:26:31,Search,1.0,/pricing,desktop,2024-03
1872,u001098,2024-03-29 19:41:14,Search,2.0,/pricing,desktop,2024-03
1873,u000711,2024-03-04 13:30:57,Direct,,/blog,mobile,2024-03
1874,u000221,2024-08-19 07:13:25,Paid Social,4.0,/case-studies,desktop,2024-08
1875,u000513,2024-12-14 03:08:57,Paid Social,4.0,/demo,mobile,2024-12
1876,u000308,2024-01-30 15:40:11,Organic,,/demo,mobile,2024-01
1877,u001695,2024-10-05 16:08:38,Paid Social,4.0,/,tablet,2024-10
1878,u000860,2024-03-27 05:07:28,Search,1.0,/demo,desktop,2024-03
1879,u000650,2024-07-21 16:59:12,Direct,,/demo,tablet,2024-07
1880,u000359,2024-10-18 00:29:21,Direct,,/pricing,mobile,2024-10
1881,u000918,2024-11-01 17:54:02,Organic,,/product,desktop,2024-11
1882,u001734,2024-01-23 00:52:18,Direct,,/pricing,desktop,2024-01
1883,u000230,2024-10-18 20:37:56,Video,5.0,/product,mobile,2024-10
1884,u000901,2024-06-16 09:36:00,Paid Social,3.0,/product,desktop,2024-06
1885,u000906,2024-01-28 19:07:53,Organic,,/,mobile,2024-01
1886,u000049,2024-03-25 13:14:06,Search,1.0,/pricing,desktop,2024-03
1887,u000337,2024-05-17 16:25:58,Organic,,/product,desktop,2024-05
1888,u000723,2024-07-28 06:56:36,Organic,,/blog,mobile,2024-07
1889,u000357,2024-12-24 14:10:24,Paid Social,3.0,/demo,tablet,2024-12
1890,u001671,2024-03-28 00:16:32,Organic,,/pricing,desktop,2024-03
1891,u001544,2024-12-28 05:23:53,Organic,,/product,tablet,2024-12
1892,u001795,2024-12-28 02:48:10,Video,5.0,/pricing,tablet,2024-12
1893,u000707,2024-04-30 21:31:17,Search,2.0,/case-studies,desktop,2024-04
1894,u000066,2024-07-11 18:23:35,Video,5.0,/,tablet,2024-07
1895,u001597,2024-04-17 06:15:17,Affiliate,6.0,/demo,mobile,2024-04
1896,u000921,2024-04-16 01:34:17,Organic,,/blog,mobile,2024-04
1897,u000847,2024-02-13 18:37:30,Direct,,/demo,desktop,2024-02
1898,u000220,2024-02-23 21:17:02,Organic,,/product,mobile,2024-02
1899,u001049,2024-03-04 00:51:37,Direct,,/case-studies,tablet,2024-03
1900,u001477,2024-07-28 03:51:41,Search,1.0,/,tablet,2024-07
1901,u000104,2024-05-20 17:04:41,Direct,,/blog,mobile,2024-05
1902,u001332,2024-06-23 22:22:14,Search,2.0,/product,tablet,2024-06
1903,u001136,2024-04-24 03:39:01,Search,1.0,/blog,tablet,2024-04
1904,u001677,2024-12-17 08:11:40,Search,2.0,/,mobile,2024-12
1905,u000739,2024-11-18 10:09:35,Organic,,/product,mobile,2024-11
1906,u001481,2024-03-04 00:11:12,Affiliate,6.0,/,desktop,2024-03
1907,u000002,2024-02-14 10:08:08,Search,1.0,/product,desktop,2024-02
1908,u000054,2024-11-06 05:55:24,Search,2.0,/pricing,mobile,2024-11
1909,u000092,2024-01-17 00:33:53,Paid Social,3.0,/product,tablet,2024-01
1910,u000233,2024-01-18 02:50:58,Direct,,/pricing,tablet,2024-01
1911,u001288,2024-04-29 14:16:29,Organic,,/product,desktop,2024-04
1912,u000297,2024-11-10 18:51:40,Video,5.0,/pricing,mobile,2024-11
1913,u001645,2024-07-14 08:20:52,Direct,,/case-studies,desktop,2024-07
1914,u001344,2024-11-28 17:39:09,Search,1.0,/,mobile,2024-11
1915,u001018,2024-11-18 19:47:29,Organic,,/,tablet,2024-11
1916,u001301,2024-04-05 07:33:02,Paid Social,4.0,/demo,tablet,2024-04
1917,u000975,2024-12-27 01:57:55,Search,1.0,/case-studies,desktop,2024-12
1918,u000817,2024-05-27 00:10:40,Organic,,/pricing,tablet,2024-05
1919,u000535,2024-03-25 16:27:05,Organic,,/product,tablet,2024-03
1920,u000570,2024-02-22 18:21:24,Direct,,/,tablet,2024-02
1921,u001239,2024-12-12 11:05:49,Search,1.0,/product,desktop,2024-12
1922,u000611,2024-03-25 14:16:36,Search,1.0,/blog,desktop,2024-03
1923,u001288,2024-04-15 18:49:13,Direct,,/pricing,tablet,2024-04
1924,u000720,2024-10-20 06:14:25,Direct,,/case-studies,tablet,2024-10
1925,u000882,2024-09-01 22:30:59,Direct,,/pricing,mobile,2024-09
1926,u001784,2024-10-03 16:04:42,Search,1.0,/pricing,mobile,2024-10
1927,u000034,2024-10-23 04:01:02,Organic,,/blog,tablet,2024-10
1928,u000603,2024-06-10 01:59:50,Direct,,/demo,desktop,2024-06
1929,u000436,2024-01-01 07:58:42,Direct,,/product,mobile,2024-01
1930,u001125,2024-11-14 17:37:10,Direct,,/case-studies,mobile,2024-11
1931,u000245,2024-12-07 05:27:33,Search,2.0,/pricing,tablet,2024-12
1932,u001256,2024-09-15 23:03:07,Direct,,/demo,mobile,2024-09
1933,u001199,2024-11-26 02:21:32,Direct,,/demo,mobile,2024-11
1934,u001013,2024-07-12 23:12:07,Affiliate,6.0,/demo,mobile,2024-07
1935,u000026,2024-07-10 02:59:59,Organic,,/product,desktop,2024-07
1936,u000772,2024-03-08 06:34:28,Organic,,/case-studies,tablet,2024-03
1937,u001018,2024-07-05 04:28:43,Direct,,/case-studies,tablet,2024-07
1938,u001092,2024-03-07 18:00:04,Video,5.0,/,desktop,2024-03
1939,u000458,2024-04-02 22:33:39,Organic,,/case-studies,tablet,2024-04
1940,u001337,2024-11-26 00:00:27,Paid Social,4.0,/,tablet,2024-11
1941,u000202,2024-10-15 10:54:45,Organic,,/case-studies,desktop,2024-10
1942,u000863,2024-03-13 02:03:02,Search,1.0,/case-studies,tablet,2024-03
1943,u000308,2024-01-14 00:23:36,Search,2.0,/product,mobile,2024-01
1944,u000734,2024-01-20 05:34:53,Direct,,/blog,mobile,2024-01
1945,u001310,2024-06-17 12:35:30,Affiliate,6.0,/,desktop,2024-06
1946,u001791,2024-02-27 09:44:18,Affiliate,6.0,/product,tablet,2024-02
1947,u000782,2024-06-28 22:04:10,Direct,,/pricing,tablet,2024-06
1948,u000112,2024-11-22 21:46:37,Video,5.0,/case-studies,desktop,2024-11
1949,u000956,2024-06-18 23:28:45,Organic,,/pricing,desktop,2024-06
1950,u000764,2024-12-24 11:12:18,Direct,,/blog,tablet,2024-12
1951,u001672,2024-10-25 13:40:18,Direct,,/demo,desktop,2024-10
1952,u000625,2024-02-28 01:00:22,Direct,,/demo,mobile,2024-02
1953,u001785,2024-07-31 12:14:41,Organic,,/case-studies,tablet,2024-07
1954,u001095,2024-03-18 23:40:27,Direct,,/blog,desktop,2024-03
1955,u001620,2024-10-12 07:31:50,Organic,,/demo,mobile,2024-10
1956,u001181,2024-11-12 15:32:20,Search,1.0,/blog,tablet,2024-11
1957,u000067,2024-07-11 22:21:26,Organic,,/case-studies,desktop,2024-07
1958,u000138,2024-03-26 06:41:09,Organic,,/blog,tablet,2024-03
1959,u000044,2024-12-14 02:10:49,Search,1.0,/case-studies,mobile,2024-12
1960,u001140,2024-03-09 10:07:20,Search,1.0,/pricing,mobile,2024-03
1961,u001447,2024-02-28 12:56:32,Organic,,/,desktop,2024-02
1962,u001456,2024-04-10 23:34:25,Video,5.0,/,desktop,2024-04
1963,u000585,2024-02-09 10:57:02,Search,1.0,/,desktop,2024-02
1964,u000963,2024-02-21 02:18:40,Search,2.0,/demo,mobile,2024-02
1965,u000977,2024-10-19 18:08:59,Direct,,/case-studies,mobile,2024-10
1966,u001236,2024-02-29 13:37:17,Organic,,/blog,mobile,2024-02
1967,u000619,2024-01-02 14:37:10,Organic,,/demo,tablet,2024-01
1968,u000035,2024-11-14 22:57:43,Paid Social,4.0,/product,desktop,2024-11
1969,u000058,2024-08-20 09:50:47,Organic,,/demo,tablet,2024-08
1970,u000272,2024-10-19 02:40:24,Search,2.0,/demo,mobile,2024-10
1971,u001474,2024-06-27 18:23:57,Direct,,/demo,desktop,2024-06
1972,u001766,2024-03-21 05:01:13,Video,5.0,/product,desktop,2024-03
1973,u001603,2024-01-19 11:22:10,Direct,,/blog,mobile,2024-01
1974,u001276,2024-04-13 13:31:06,Direct,,/product,tablet,2024-04
1975,u000971,2024-11-26 08:56:33,Paid Social,4.0,/,tablet,2024-11
1976,u000605,2024-02-15 01:27:06,Organic,,/pricing,mobile,2024-02
1977,u000651,2024-09-11 13:29:50,Search,1.0,/blog,tablet,2024-09
1978,u000150,2024-06-14 04:10:48,Search,1.0,/product,mobile,2024-06
1979,u000308,2024-05-07 00:32:29,Affiliate,6.0,/,desktop,2024-05
1980,u000706,2024-08-26 12:46:13,Paid Social,4.0,/,desktop,2024-08
1981,u000923,2024-08-25 05:05:19,Direct,,/product,desktop,2024-08
1982,u001223,2024-12-07 12:43:06,Search,2.0,/case-studies,tablet,2024-12
1983,u001542,2024-08-24 23:39:36,Direct,,/pricing,mobile,2024-08
1984,u001708,2024-08-14 08:19:29,Paid Social,3.0,/case-studies,mobile,2024-08
1985,u001672,2024-09-03 13:28:12,Search,1.0,/demo,desktop,2024-09
1986,u001368,2024-01-17 17:02:39,Organic,,/product,desktop,2024-01
1987,u001416,2024-12-19 04:35:27,Affiliate,6.0,/,desktop,2024-12
1988,u001600,2024-08-26 06:37:14,Organic,,/product,desktop,2024-08
1989,u000641,2024-08-29 06:49:37,Search,2.0,/blog,desktop,2024-08
1990,u000775,2024-07-21 22:06:04,Direct,,/product,mobile,2024-07
1991,u001596,2024-04-17 05:47:40,Video,5.0,/product,mobile,2024-04
1992,u000357,2024-05-19 05:56:47,Direct,,/pricing,mobile,2024-05
1993,u001423,2024-12-23 23:07:24,Affiliate,6.0,/demo,desktop,2024-12
1994,u000880,2024-03-23 01:58:51,Direct,,/,desktop,2024-03
1995,u000952,2024-11-15 13:29:41,Direct,,/pricing,mobile,2024-11
1996,u000106,2024-09-23 04:18:58,Organic,,/pricing,mobile,2024-09
1997,u001168,2024-05-26 04:47:40,Organic,,/product,mobile,2024-05
1998,u001767,2024-09-28 17:35:25,Search,2.0,/,tablet,2024-09
1999,u000281,2024-09-20 14:26:22,Search,1.0,/case-studies,desktop,2024-09
2000,u001784,2024-12-16 17:43:19,Paid Social,3.0,/product,desktop,2024-12
2001,u001033,2024-10-14 13:13:48,Organic,,/case-studies,desktop,2024-10
2002,u000770,2024-03-25 16:01:22,Organic,,/product,mobile,2024-03
2003,u000081,2024-07-04 01:07:50,Organic,,/case-studies,tablet,2024-07
2004,u000989,2024-11-10 09:05:11,Video,5.0,/,tablet,2024-11
2005,u001179,2024-05-30 15:33:46,Organic,,/demo,desktop,2024-05
2006,u000778,2024-12-22 21:08:59,Search,1.0,/blog,desktop,2024-12
2007,u000600,2024-08-04 05:24:33,Direct,,/,desktop,2024-08
2008,u001581,2024-11-03 13:02:45,Direct,,/pricing,desktop,2024-11
2009,u001766,2024-12-20 01:01:05,Affiliate,6.0,/,tablet,2024-12
2010,u000542,2024-05-10 20:14:11,Organic,,/case-studies,tablet,2024-05
2011,u000827,2024-06-14 08:32:10,Search,1.0,/blog,desktop,2024-06
2012,u000578,2024-06-06 03:07:56,Affiliate,6.0,/,tablet,2024-06
2013,u001634,2024-06-24 15:13:10,Direct,,/product,desktop,2024-06
2014,u000350,2024-07-02 18:36:12,Video,5.0,/blog,tablet,2024-07
2015,u001204,2024-11-01 12:26:19,Direct,,/blog,mobile,2024-11
2016,u000325,2024-01-28 14:56:52,Direct,,/,desktop,2024-01
2017,u000138,2024-08-07 12:39:33,Organic,,/pricing,tablet,2024-08
2018,u000859,2024-09-26 03:13:09,Paid Social,3.0,/,desktop,2024-09
2019,u001364,2024-10-02 16:18:58,Direct,,/blog,tablet,2024-10
2020,u000394,2024-04-08 18:46:57,Organic,,/product,desktop,2024-04
2021,u000459,2024-03-24 22:19:12,Affiliate,6.0,/,mobile,2024-03
2022,u000543,2024-05-31 10:03:07,Paid Social,3.0,/pricing,desktop,2024-05
2023,u000973,2024-05-05 22:17:44,Paid Social,4.0,/case-studies,desktop,2024-05
2024,u001741,2024-05-18 15:58:16,Organic,,/product,tablet,2024-05
2025,u000621,2024-07-29 02:08:17,Search,1.0,/,desktop,2024-07
2026,u000903,2024-06-23 01:05:32,Video,5.0,/product,desktop,2024-06
2027,u000964,2024-09-13 10:57:51,Affiliate,6.0,/pricing,desktop,2024-09
2028,u000114,2024-03-08 14:12:23,Organic,,/,tablet,2024-03
2029,u000721,2024-06-20 04:37:06,Direct,,/pricing,mobile,2024-06
2030,u000879,2024-02-05 11:28:33,Organic,,/blog,tablet,2024-02
2031,u000613,2024-11-13 20:01:59,Organic,,/,desktop,2024-11
2032,u001097,2024-02-23 01:49:49,Organic,,/,mobile,2024-02
2033,u000263,2024-03-11 16:48:16,Search,2.0,/blog,tablet,2024-03
2034,u000076,2024-04-11 16:29:01,Direct,,/case-studies,mobile,2024-04
2035,u000259,2024-07-09 10:37:10,Organic,,/demo,desktop,2024-07
2036,u001709,2024-06-21 22:48:37,Paid Social,4.0,/case-studies,mobile,2024-06
2037,u001398,2024-10-21 07:31:42,Paid Social,4.0,/,desktop,2024-10
2038,u000914,2024-12-21 10:47:28,Direct,,/pricing,mobile,2024-12
2039,u001413,2024-03-15 17:56:31,Organic,,/demo,mobile,2024-03
2040,u001678,2024-09-14 00:27:31,Organic,,/product,tablet,2024-09
2041,u000299,2024-03-16 16:10:34,Direct,,/,mobile,2024-03
2042,u000796,2024-08-12 02:55:50,Paid Social,4.0,/,desktop,2024-08
2043,u000337,2024-10-04 03:55:05,Paid Social,3.0,/,desktop,2024-10
2044,u000844,2024-03-26 18:17:42,Organic,,/case-studies,tablet,2024-03
2045,u001626,2024-08-20 02:06:46,Affiliate,6.0,/pricing,desktop,2024-08
2046,u001175,2024-03-22 03:59:35,Video,5.0,/case-studies,mobile,2024-03
2047,u001282,2024-05-03 19:00:46,Organic,,/product,mobile,2024-05
2048,u000545,2024-11-24 02:02:52,Paid Social,4.0,/demo,desktop,2024-11
2049,u001254,2024-04-08 19:43:35,Organic,,/demo,mobile,2024-04
2050,u000734,2024-05-10 10:57:35,Paid Social,4.0,/pricing,tablet,2024-05
2051,u001424,2024-09-27 01:51:09,Paid Social,4.0,/,tablet,2024-09
2052,u000640,2024-06-26 17:08:44,Search,2.0,/demo,mobile,2024-06
2053,u000534,2024-01-07 01:23:03,Paid Social,4.0,/blog,tablet,2024-01
2054,u000023,2024-07-27 11:36:32,Search,2.0,/product,tablet,2024-07
2055,u001641,2024-03-12 14:23:36,Search,2.0,/,tablet,2024-03
2056,u000122,2024-03-30 13:25:42,Organic,,/pricing,desktop,2024-03
2057,u001686,2024-10-14 22:29:21,Paid Social,3.0,/demo,tablet,2024-10
2058,u001796,2024-10-15 21:18:02,Paid Social,4.0,/pricing,mobile,2024-10
2059,u000689,2024-08-19 15:57:37,Organic,,/blog,mobile,2024-08
2060,u001247,2024-12-13 20:43:08,Direct,,/pricing,desktop,2024-12
2061,u000329,2024-06-14 06:08:33,Direct,,/case-studies,tablet,2024-06
2062,u001438,2024-10-31 13:08:03,Affiliate,6.0,/blog,desktop,2024-10
2063,u000673,2024-03-17 13:56:05,Direct,,/case-studies,tablet,2024-03
2064,u000302,2024-08-10 15:09:03,Organic,,/pricing,mobile,2024-08
2065,u001694,2024-09-08 18:35:25,Search,1.0,/demo,desktop,2024-09
2066,u000592,2024-05-31 03:05:07,Direct,,/demo,mobile,2024-05
2067,u001649,2024-02-13 20:16:08,Organic,,/product,tablet,2024-02
2068,u000627,2024-02-16 15:11:42,Search,2.0,/product,desktop,2024-02
2069,u001214,2024-06-07 08:30:21,Affiliate,6.0,/,desktop,2024-06
2070,u000073,2024-01-17 06:23:46,Search,1.0,/blog,desktop,2024-01
2071,u001394,2024-12-26 20:00:32,Search,1.0,/pricing,mobile,2024-12
2072,u001335,2024-04-30 03:08:21,Organic,,/pricing,tablet,2024-04
2073,u001677,2024-11-08 14:45:09,Affiliate,6.0,/,mobile,2024-11
2074,u000741,2024-10-27 14:28:55,Video,5.0,/,mobile,2024-10
2075,u001673,2024-01-05 20:52:53,Organic,,/,tablet,2024-01
2076,u000272,2024-11-14 06:54:38,Organic,,/product,mobile,2024-11
2077,u001754,2024-02-19 14:25:50,Organic,,/demo,tablet,2024-02
2078,u001224,2024-02-06 18:38:06,Organic,,/product,mobile,2024-02
2079,u000616,2024-09-01 23:28:06,Search,2.0,/,desktop,2024-09
2080,u000589,2024-01-14 11:52:57,Direct,,/blog,desktop,2024-01
2081,u000325,2024-03-31 20:41:56,Paid Social,4.0,/,mobile,2024-03
2082,u001274,2024-08-23 12:05:15,Direct,,/pricing,mobile,2024-08
2083,u000035,2024-12-17 11:59:48,Direct,,/product,tablet,2024-12
2084,u001274,2024-07-09 01:09:01,Affiliate,6.0,/,mobile,2024-07
2085,u001739,2024-07-01 16:06:51,Search,1.0,/,tablet,2024-07
2086,u000700,2024-09-13 18:52:18,Paid Social,3.0,/pricing,desktop,2024-09
2087,u001614,2024-05-02 02:25:50,Search,1.0,/blog,desktop,2024-05
2088,u001059,2024-04-06 21:41:08,Search,2.0,/pricing,mobile,2024-04
2089,u000183,2024-05-02 18:26:47,Affiliate,6.0,/demo,mobile,2024-05
2090,u001444,2024-01-22 21:35:28,Direct,,/case-studies,desktop,2024-01
2091,u001217,2024-10-22 07:40:02,Organic,,/case-studies,desktop,2024-10
2092,u001675,2024-02-28 04:07:36,Affiliate,6.0,/case-studies,mobile,2024-02
2093,u000575,2024-12-01 23:37:44,Organic,,/blog,desktop,2024-12
2094,u001267,2024-10-24 15:30:51,Organic,,/blog,tablet,2024-10
2095,u000638,2024-08-18 17:45:22,Paid Social,3.0,/demo,mobile,2024-08
2096,u001754,2024-02-19 21:05:28,Direct,,/pricing,tablet,2024-02
2097,u000161,2024-11-05 12:25:55,Organic,,/product,tablet,2024-11
2098,u001241,2024-07-30 06:56:11,Paid Social,4.0,/blog,tablet,2024-07
2099,u000132,2024-08-05 23:48:18,Direct,,/,mobile,2024-08
2100,u000416,2024-06-11 08:25:42,Search,1.0,/case-studies,tablet,2024-06
2101,u000971,2024-11-03 22:06:46,Organic,,/,tablet,2024-11
2102,u001449,2024-07-03 03:21:29,Search,1.0,/demo,tablet,2024-07
2103,u001579,2024-04-26 19:27:23,Direct,,/demo,tablet,2024-04
