conversion_id,user_id,conversion_ts,revenue,attributed_channel,attributed_campaign_id,model
936,u000385,2024-09-17 19:00:00,63.66,Unattributed,,last_touch_30d
7,u000386,2024-04-18 01:00:00,78.14,Direct,,last_touch_30d
239,u000387,2024-04-24 23:00:00,58.95,Video,5.0,last_touch_30d
238,u000387,2024-04-29 08:00:00,102.82,Video,5.0,last_touch_30d
915,u000389,2024-02-06 21:00:00,117.79,Unattributed,,last_touch_30d
914,u000389,2024-10-23 11:00:00,59.9,Unattributed,,last_touch_30d
855,u000391,2024-05-07 13:00:00,178.53,Unattributed,,last_touch_30d
1651,u000394,2024-07-15 05:00:00,82.62,Unattributed,,last_touch_30d
621,u000395,2024-05-02 19:00:00,103.41,Unattributed,,last_touch_30d
895,u000396,2024-08-07 16:00:00,51.59,Unattributed,,last_touch_30d
999,u000397,2024-07-20 07:00:00,50.53,Search,1.0,last_touch_30d
1282,u000398,2024-05-30 14:00:00,51.61,Unattributed,,last_touch_30d
1213,u000399,2024-04-21 00:00:00,54.3,Unattributed,,last_touch_30d
1212,u000399,2024-08-23 11:00:00,92.56,Organic,,last_touch_30d
1166,u000400,2024-03-04 20:00:00,71.49,Unattributed,,last_touch_30d
842,u000401,2024-09-20 18:00:00,85.0,Direct,,last_touch_30d
1398,u000402,2024-03-09 10:00:00,55.03,Unattributed,,last_touch_30d
1401,u000403,2024-01-17 19:00:00,224.37,Direct,,last_touch_30d
791,u000404,2024-01-15 02:00:00,105.82,Search,2.0,last_touch_30d
1445,u000405,2024-06-11 19:00:00,124.76,Unattributed,,last_touch_30d
1239,u000409,2024-04-29 22:00:00,54.78,Unattributed,,last_touch_30d
1238,u000409,2024-07-17 21:00:00,77.09,Unattributed,,last_touch_30d
60,u000410,2024-02-10 13:00:00,63.79,Unattributed,,last_touch_30d
1641,u000411,2024-04-30 10:00:00,49.99,Unattributed,,last_touch_30d
723,u000412,2024-09-30 11:00:00,53.48,Organic,,last_touch_30d
1392,u000413,2024-07-29 18:00:00,69.59,Unattributed,,last_touch_30d
1521,u000415,2024-10-21 17:00:00,83.51,Unattributed,,last_touch_30d
1399,u000416,2024-04-11 04:00:00,43.82,Unattributed,,last_touch_30d
1400,u000416,2024-06-01 03:00:00,39.61,Organic,,last_touch_30d
235,u000418,2024-09-15 20:00:00,124.17,Search,1.0,last_touch_30d
234,u000418,2024-10-04 21:00:00,76.03,Unattributed,,last_touch_30d
763,u000419,2024-08-10 13:00:00,103.16,Direct,,last_touch_30d
764,u000419,2024-11-07 09:00:00,53.94,Direct,,last_touch_30d
1175,u000420,2024-03-06 08:00:00,71.28,Direct,,last_touch_30d
514,u000422,2024-06-16 11:00:00,89.59,Organic,,last_touch_30d
515,u000422,2024-07-09 19:00:00,89.14,Direct,,last_touch_30d
677,u000423,2024-04-17 21:00:00,49.69,Unattributed,,last_touch_30d
1308,u000424,2024-01-19 12:00:00,40.11,Search,1.0,last_touch_30d
1307,u000424,2024-01-22 02:00:00,43.8,Search,1.0,last_touch_30d
1073,u000425,2024-02-20 09:00:00,65.24,Unattributed,,last_touch_30d
664,u000426,2024-09-17 21:00:00,70.87,Unattributed,,last_touch_30d
896,u000427,2024-02-05 06:00:00,40.48,Unattributed,,last_touch_30d
433,u000428,2024-02-13 02:00:00,82.72,Unattributed,,last_touch_30d
944,u000429,2024-07-15 16:00:00,34.96,Organic,,last_touch_30d
1336,u000430,2024-04-12 21:00:00,122.5,Unattributed,,last_touch_30d
1337,u000430,2024-06-06 13:00:00,77.08,Unattributed,,last_touch_30d
703,u000431,2024-11-29 17:00:00,99.27,Organic,,last_touch_30d
1476,u000434,2024-06-09 08:00:00,75.68,Unattributed,,last_touch_30d
288,u000436,2024-03-27 03:00:00,69.72,Video,5.0,last_touch_30d
287,u000436,2024-08-30 20:00:00,69.63,Unattributed,,last_touch_30d
354,u000437,2024-08-16 12:00:00,42.24,Unattributed,,last_touch_30d
1658,u000438,2024-03-16 16:00:00,90.59,Video,5.0,last_touch_30d
16,u000439,2024-02-04 05:00:00,60.95,Search,1.0,last_touch_30d
17,u000439,2024-02-17 05:00:00,27.04,Affiliate,6.0,last_touch_30d
1117,u000440,2024-07-07 00:00:00,107.7,Search,1.0,last_touch_30d
413,u000444,2024-04-30 12:00:00,76.68,Organic,,last_touch_30d
412,u000444,2024-06-30 12:00:00,45.92,Direct,,last_touch_30d
24,u000445,2024-03-11 08:00:00,38.7,Organic,,last_touch_30d
397,u000446,2024-02-16 22:00:00,42.75,Unattributed,,last_touch_30d
396,u000446,2024-07-14 07:00:00,41.81,Organic,,last_touch_30d
625,u000447,2024-09-22 02:00:00,53.61,Unattributed,,last_touch_30d
477,u000448,2024-11-29 08:00:00,37.54,Unattributed,,last_touch_30d
575,u000449,2024-03-14 08:00:00,76.84,Direct,,last_touch_30d
686,u000450,2024-11-07 01:00:00,39.56,Unattributed,,last_touch_30d
1034,u000452,2024-03-16 17:00:00,94.36,Unattributed,,last_touch_30d
1033,u000452,2024-07-26 07:00:00,46.47,Organic,,last_touch_30d
983,u000454,2024-08-04 14:00:00,86.37,Unattributed,,last_touch_30d
984,u000454,2024-09-10 10:00:00,55.4,Paid Social,3.0,last_touch_30d
937,u000455,2024-04-11 00:00:00,39.81,Unattributed,,last_touch_30d
1434,u000456,2024-06-14 23:00:00,60.25,Search,2.0,last_touch_30d
1267,u000457,2024-08-02 11:00:00,101.16,Unattributed,,last_touch_30d
1076,u000458,2024-02-27 03:00:00,71.04,Unattributed,,last_touch_30d
1077,u000458,2024-03-22 07:00:00,66.28,Unattributed,,last_touch_30d
597,u000460,2024-07-06 13:00:00,62.3,Unattributed,,last_touch_30d
123,u000461,2024-10-12 12:00:00,88.36,Search,1.0,last_touch_30d
210,u000462,2024-10-31 23:00:00,52.45,Unattributed,,last_touch_30d
964,u000463,2024-03-05 07:00:00,74.15,Unattributed,,last_touch_30d
505,u000465,2024-10-08 02:00:00,70.13,Paid Social,3.0,last_touch_30d
327,u000466,2024-11-21 02:00:00,72.89,Unattributed,,last_touch_30d
900,u000468,2024-01-20 07:00:00,58.79,Unattributed,,last_touch_30d
1230,u000471,2024-09-10 06:00:00,77.01,Unattributed,,last_touch_30d
959,u000472,2024-01-28 17:00:00,88.36,Unattributed,,last_touch_30d
1435,u000473,2024-02-04 05:00:00,114.23,Unattributed,,last_touch_30d
399,u000474,2024-06-08 02:00:00,100.65,Organic,,last_touch_30d
951,u000475,2024-12-02 22:00:00,65.83,Unattributed,,last_touch_30d
536,u000476,2024-02-17 13:00:00,81.84,Organic,,last_touch_30d
251,u000477,2024-07-20 00:00:00,44.72,Paid Social,3.0,last_touch_30d
252,u000477,2024-10-13 13:00:00,65.56,Direct,,last_touch_30d
1018,u000478,2024-08-25 13:00:00,88.2,Unattributed,,last_touch_30d
23,u000479,2024-02-14 10:00:00,46.98,Unattributed,,last_touch_30d
1602,u000480,2024-11-25 05:00:00,72.47,Unattributed,,last_touch_30d
1107,u000481,2024-11-26 07:00:00,41.88,Unattributed,,last_touch_30d
415,u000482,2024-06-05 09:00:00,79.87,Unattributed,,last_touch_30d
1459,u000483,2024-09-13 18:00:00,48.74,Search,1.0,last_touch_30d
360,u000484,2024-05-27 12:00:00,59.28,Unattributed,,last_touch_30d
359,u000484,2024-08-19 12:00:00,61.65,Video,5.0,last_touch_30d
365,u000485,2024-06-09 13:00:00,56.59,Unattributed,,last_touch_30d
1128,u000487,2024-02-11 01:00:00,75.86,Unattributed,,last_touch_30d
220,u000488,2024-02-18 06:00:00,49.85,Unattributed,,last_touch_30d
1101,u000489,2024-02-18 05:00:00,97.0,Organic,,last_touch_30d
511,u000491,2024-11-04 22:00:00,38.9,Video,5.0,last_touch_30d
510,u000491,2024-11-10 00:00:00,82.89,Video,5.0,last_touch_30d
516,u000492,2024-02-07 19:00:00,51.13,Affiliate,6.0,last_touch_30d
517,u000492,2024-02-17 08:00:00,88.12,Direct,,last_touch_30d
1716,u000493,2024-10-04 01:00:00,69.98,Unattributed,,last_touch_30d
368,u000494,2024-11-15 08:00:00,104.4,Organic,,last_touch_30d
665,u000495,2024-05-14 14:00:00,79.55,Unattributed,,last_touch_30d
1455,u000497,2024-10-05 05:00:00,65.22,Unattributed,,last_touch_30d
63,u000498,2024-05-02 19:00:00,44.9,Unattributed,,last_touch_30d
62,u000498,2024-10-08 22:00:00,140.51,Unattributed,,last_touch_30d
697,u000499,2024-05-02 06:00:00,53.94,Organic,,last_touch_30d
228,u000500,2024-08-19 22:00:00,85.78,Unattributed,,last_touch_30d
1386,u000501,2024-01-05 00:00:00,81.56,Unattributed,,last_touch_30d
1385,u000501,2024-08-16 03:00:00,144.94,Unattributed,,last_touch_30d
77,u000503,2024-03-19 12:00:00,45.04,Video,5.0,last_touch_30d
1273,u000504,2024-09-12 15:00:00,94.43,Unattributed,,last_touch_30d
263,u000505,2024-02-02 04:00:00,45.11,Unattributed,,last_touch_30d
264,u000505,2024-03-12 11:00:00,90.4,Unattributed,,last_touch_30d
1711,u000507,2024-08-07 01:00:00,47.95,Unattributed,,last_touch_30d
1207,u000508,2024-10-04 21:00:00,55.2,Direct,,last_touch_30d
618,u000510,2024-11-05 11:00:00,54.97,Paid Social,4.0,last_touch_30d
1522,u000513,2024-05-23 04:00:00,117.96,Direct,,last_touch_30d
1653,u000514,2024-05-21 21:00:00,49.96,Direct,,last_touch_30d
1100,u000515,2024-08-22 17:00:00,68.26,Organic,,last_touch_30d
1377,u000517,2024-06-24 23:00:00,34.54,Unattributed,,last_touch_30d
966,u000518,2024-04-04 08:00:00,44.1,Unattributed,,last_touch_30d
726,u000519,2024-01-12 03:00:00,60.55,Unattributed,,last_touch_30d
268,u000520,2024-05-24 17:00:00,58.26,Paid Social,3.0,last_touch_30d
1678,u000524,2024-08-18 17:00:00,77.26,Search,1.0,last_touch_30d
232,u000525,2024-03-24 04:00:00,78.23,Unattributed,,last_touch_30d
105,u000526,2024-02-15 08:00:00,71.99,Unattributed,,last_touch_30d
561,u000527,2024-06-13 05:00:00,37.36,Organic,,last_touch_30d
907,u000528,2024-06-28 05:00:00,106.31,Search,1.0,last_touch_30d
681,u000529,2024-12-13 13:00:00,59.62,Unattributed,,last_touch_30d
483,u000530,2024-04-07 11:00:00,58.64,Unattributed,,last_touch_30d
482,u000530,2024-06-22 08:00:00,91.73,Search,2.0,last_touch_30d
1710,u000531,2024-10-01 10:00:00,84.68,Unattributed,,last_touch_30d
31,u000532,2024-01-22 18:00:00,43.88,Unattributed,,last_touch_30d
1553,u000533,2024-10-13 16:00:00,60.15,Unattributed,,last_touch_30d
497,u000534,2024-04-10 15:00:00,57.29,Direct,,last_touch_30d
498,u000534,2024-05-21 10:00:00,71.02,Organic,,last_touch_30d
122,u000535,2024-07-14 18:00:00,150.67,Unattributed,,last_touch_30d
1043,u000536,2024-11-24 19:00:00,44.29,Search,1.0,last_touch_30d
270,u000538,2024-02-09 18:00:00,171.75,Unattributed,,last_touch_30d
986,u000539,2024-07-02 17:00:00,84.36,Direct,,last_touch_30d
1502,u000540,2024-11-23 13:00:00,101.57,Unattributed,,last_touch_30d
1569,u000544,2024-07-20 20:00:00,62.0,Affiliate,6.0,last_touch_30d
1570,u000544,2024-09-15 18:00:00,52.57,Unattributed,,last_touch_30d
831,u000545,2024-09-18 05:00:00,99.33,Direct,,last_touch_30d
1210,u000546,2024-06-13 12:00:00,28.64,Video,5.0,last_touch_30d
445,u000547,2024-11-10 13:00:00,74.47,Unattributed,,last_touch_30d
826,u000549,2024-08-28 12:00:00,37.52,Unattributed,,last_touch_30d
807,u000550,2024-06-15 10:00:00,32.51,Unattributed,,last_touch_30d
806,u000550,2024-08-05 05:00:00,27.44,Unattributed,,last_touch_30d
1411,u000551,2024-02-09 04:00:00,57.59,Unattributed,,last_touch_30d
1113,u000552,2024-01-08 19:00:00,130.01,Unattributed,,last_touch_30d
1112,u000552,2024-09-15 03:00:00,42.6,Direct,,last_touch_30d
230,u000553,2024-12-30 12:00:00,58.73,Search,1.0,last_touch_30d
319,u000554,2024-03-21 08:00:00,61.9,Affiliate,6.0,last_touch_30d
14,u000555,2024-02-05 16:00:00,48.89,Paid Social,3.0,last_touch_30d
15,u000555,2024-05-16 19:00:00,62.42,Search,2.0,last_touch_30d
1354,u000556,2024-01-05 00:00:00,57.31,Unattributed,,last_touch_30d
574,u000558,2024-01-08 18:00:00,73.16,Unattributed,,last_touch_30d
573,u000558,2024-10-14 20:00:00,104.03,Direct,,last_touch_30d
100,u000559,2024-09-07 16:00:00,54.01,Affiliate,6.0,last_touch_30d
1260,u000560,2024-04-30 03:00:00,74.94,Unattributed,,last_touch_30d
1261,u000560,2024-11-18 11:00:00,94.04,Affiliate,6.0,last_touch_30d
233,u000564,2024-03-31 11:00:00,45.53,Unattributed,,last_touch_30d
361,u000565,2024-11-15 00:00:00,90.71,Direct,,last_touch_30d
991,u000566,2024-01-15 14:00:00,37.57,Organic,,last_touch_30d
990,u000566,2024-07-22 03:00:00,47.78,Paid Social,3.0,last_touch_30d
1706,u000568,2024-08-24 05:00:00,81.02,Video,5.0,last_touch_30d
1402,u000571,2024-12-19 15:00:00,77.2,Paid Social,4.0,last_touch_30d
1083,u000572,2024-02-10 01:00:00,41.34,Unattributed,,last_touch_30d
1079,u000573,2024-12-18 15:00:00,49.85,Direct,,last_touch_30d
312,u000575,2024-07-17 20:00:00,62.64,Search,2.0,last_touch_30d
6,u000576,2024-07-04 23:00:00,71.09,Direct,,last_touch_30d
760,u000577,2024-02-07 18:00:00,52.16,Paid Social,4.0,last_touch_30d
761,u000577,2024-03-07 01:00:00,61.2,Paid Social,3.0,last_touch_30d
1131,u000578,2024-05-06 12:00:00,39.6,Organic,,last_touch_30d
1431,u000580,2024-05-14 20:00:00,120.21,Unattributed,,last_touch_30d
1489,u000581,2024-05-28 04:00:00,216.75,Direct,,last_touch_30d
330,u000582,2024-05-10 05:00:00,114.09,Paid Social,4.0,last_touch_30d
329,u000582,2024-08-03 12:00:00,57.2,Unattributed,,last_touch_30d
321,u000584,2024-07-27 20:00:00,115.86,Unattributed,,last_touch_30d
683,u000585,2024-09-18 11:00:00,108.09,Unattributed,,last_touch_30d
1323,u000587,2024-09-18 12:00:00,52.94,Search,2.0,last_touch_30d
1322,u000587,2024-11-26 09:00:00,45.88,Unattributed,,last_touch_30d
1088,u000589,2024-04-27 20:00:00,36.43,Unattributed,,last_touch_30d
1089,u000589,2024-05-11 07:00:00,69.34,Unattributed,,last_touch_30d
167,u000590,2024-03-12 16:00:00,89.1,Unattributed,,last_touch_30d
534,u000591,2024-08-19 05:00:00,43.9,Unattributed,,last_touch_30d
640,u000592,2024-05-15 04:00:00,60.85,Search,2.0,last_touch_30d
917,u000593,2024-03-22 08:00:00,72.26,Unattributed,,last_touch_30d
1618,u000594,2024-12-30 07:00:00,149.1,Unattributed,,last_touch_30d
388,u000595,2024-07-18 03:00:00,65.31,Unattributed,,last_touch_30d
297,u000596,2024-10-24 16:00:00,45.85,Unattributed,,last_touch_30d
1390,u000597,2024-07-30 06:00:00,95.67,Unattributed,,last_touch_30d
1389,u000597,2024-08-15 23:00:00,78.72,Unattributed,,last_touch_30d
1244,u000599,2024-07-09 05:00:00,59.71,Organic,,last_touch_30d
684,u000600,2024-04-28 12:00:00,62.03,Unattributed,,last_touch_30d
171,u000602,2024-01-20 09:00:00,46.31,Direct,,last_touch_30d
172,u000602,2024-09-25 01:00:00,50.12,Unattributed,,last_touch_30d
997,u000604,2024-06-06 10:00:00,33.1,Unattributed,,last_touch_30d
509,u000605,2024-06-07 00:00:00,93.19,Unattributed,,last_touch_30d
95,u000606,2024-02-01 22:00:00,81.59,Unattributed,,last_touch_30d
1205,u000607,2024-03-23 08:00:00,78.56,Unattributed,,last_touch_30d
1206,u000608,2024-03-01 11:00:00,104.18,Organic,,last_touch_30d
387,u000609,2024-04-15 17:00:00,109.02,Unattributed,,last_touch_30d
271,u000610,2024-04-27 07:00:00,66.75,Paid Social,3.0,last_touch_30d
695,u000611,2024-05-16 13:00:00,138.18,Unattributed,,last_touch_30d
1424,u000612,2024-02-13 10:00:00,99.11,Unattributed,,last_touch_30d
39,u000614,2024-02-23 03:00:00,74.96,Unattributed,,last_touch_30d
1295,u000616,2024-07-28 00:00:00,69.76,Unattributed,,last_touch_30d
1394,u000617,2024-09-05 03:00:00,54.54,Organic,,last_touch_30d
633,u000618,2024-06-20 12:00:00,74.33,Unattributed,,last_touch_30d
1578,u000619,2024-03-01 17:00:00,26.27,Unattributed,,last_touch_30d
546,u000620,2024-03-06 21:00:00,86.55,Unattributed,,last_touch_30d
1550,u000621,2024-06-25 15:00:00,45.96,Unattributed,,last_touch_30d
632,u000622,2024-07-27 01:00:00,75.72,Video,5.0,last_touch_30d
488,u000623,2024-12-20 01:00:00,61.26,Direct,,last_touch_30d
1302,u000624,2024-10-07 16:00:00,126.24,Direct,,last_touch_30d
1036,u000625,2024-05-23 15:00:00,128.95,Unattributed,,last_touch_30d
362,u000626,2024-11-18 08:00:00,69.05,Paid Social,4.0,last_touch_30d
504,u000627,2024-08-24 02:00:00,118.29,Unattributed,,last_touch_30d
1284,u000628,2024-10-26 03:00:00,40.19,Video,5.0,last_touch_30d
599,u000629,2024-10-05 00:00:00,49.8,Unattributed,,last_touch_30d
600,u000629,2024-10-28 21:00:00,89.49,Direct,,last_touch_30d
902,u000630,2024-01-16 19:00:00,32.39,Unattributed,,last_touch_30d
887,u000631,2024-08-28 15:00:00,40.75,Unattributed,,last_touch_30d
97,u000632,2024-11-26 03:00:00,51.83,Organic,,last_touch_30d
1165,u000633,2024-07-31 19:00:00,61.94,Unattributed,,last_touch_30d
1196,u000635,2024-11-17 17:00:00,91.81,Paid Social,4.0,last_touch_30d
346,u000636,2024-06-28 00:00:00,78.24,Unattributed,,last_touch_30d
1184,u000637,2024-04-28 10:00:00,91.26,Organic,,last_touch_30d
978,u000638,2024-05-23 01:00:00,72.0,Search,1.0,last_touch_30d
1617,u000639,2024-01-01 22:00:00,89.86,Organic,,last_touch_30d
939,u000640,2024-11-27 17:00:00,59.53,Unattributed,,last_touch_30d
970,u000642,2024-03-12 22:00:00,51.93,Unattributed,,last_touch_30d
969,u000642,2024-09-17 04:00:00,80.46,Direct,,last_touch_30d
1164,u000643,2024-05-26 06:00:00,32.18,Unattributed,,last_touch_30d
335,u000644,2024-02-06 13:00:00,123.96,Affiliate,6.0,last_touch_30d
611,u000645,2024-04-21 00:00:00,61.48,Unattributed,,last_touch_30d
1527,u000646,2024-08-30 06:00:00,59.38,Search,2.0,last_touch_30d
881,u000647,2024-04-04 15:00:00,42.58,Unattributed,,last_touch_30d
1538,u000650,2024-08-24 18:00:00,69.92,Paid Social,3.0,last_touch_30d
179,u000651,2024-10-08 12:00:00,89.94,Search,1.0,last_touch_30d
1627,u000652,2024-05-22 07:00:00,58.71,Unattributed,,last_touch_30d
1626,u000652,2024-11-11 15:00:00,57.4,Unattributed,,last_touch_30d
195,u000653,2024-08-31 15:00:00,101.82,Unattributed,,last_touch_30d
1301,u000656,2024-08-30 12:00:00,62.93,Search,2.0,last_touch_30d
1487,u000657,2024-01-31 15:00:00,53.98,Organic,,last_touch_30d
1488,u000657,2024-11-10 16:00:00,69.81,Unattributed,,last_touch_30d
1580,u000658,2024-08-16 03:00:00,71.07,Unattributed,,last_touch_30d
1422,u000659,2024-03-31 16:00:00,89.28,Unattributed,,last_touch_30d
894,u000664,2024-12-13 18:00:00,87.37,Unattributed,,last_touch_30d
1159,u000665,2024-03-24 11:00:00,69.51,Unattributed,,last_touch_30d
1709,u000666,2024-07-08 22:00:00,91.49,Unattributed,,last_touch_30d
48,u000667,2024-01-21 18:00:00,44.8,Unattributed,,last_touch_30d
47,u000667,2024-04-12 16:00:00,100.02,Organic,,last_touch_30d
484,u000668,2024-01-03 00:00:00,47.25,Unattributed,,last_touch_30d
485,u000668,2024-07-20 20:00:00,94.28,Direct,,last_touch_30d
901,u000669,2024-12-26 19:00:00,96.63,Organic,,last_touch_30d
960,u000671,2024-01-09 22:00:00,72.16,Unattributed,,last_touch_30d
1167,u000672,2024-05-01 00:00:00,51.29,Unattributed,,last_touch_30d
1070,u000674,2024-04-06 00:00:00,60.29,Unattributed,,last_touch_30d
348,u000675,2024-07-10 14:00:00,55.04,Direct,,last_touch_30d
475,u000676,2024-12-04 08:00:00,96.61,Unattributed,,last_touch_30d
187,u000677,2024-02-22 14:00:00,88.98,Unattributed,,last_touch_30d
1513,u000678,2024-11-14 16:00:00,101.98,Unattributed,,last_touch_30d
66,u000679,2024-09-15 19:00:00,58.64,Search,1.0,last_touch_30d
342,u000680,2024-09-28 18:00:00,64.17,Unattributed,,last_touch_30d
50,u000681,2024-07-01 03:00:00,61.49,Unattributed,,last_touch_30d
49,u000681,2024-10-03 20:00:00,19.93,Search,2.0,last_touch_30d
18,u000682,2024-05-20 10:00:00,69.28,Unattributed,,last_touch_30d
545,u000683,2024-10-27 22:00:00,38.4,Unattributed,,last_touch_30d
555,u000685,2024-06-24 23:00:00,72.01,Unattributed,,last_touch_30d
786,u000686,2024-04-19 20:00:00,139.17,Unattributed,,last_touch_30d
787,u000686,2024-10-19 14:00:00,119.69,Unattributed,,last_touch_30d
1126,u000687,2024-06-27 06:00:00,65.98,Unattributed,,last_touch_30d
1125,u000687,2024-07-23 06:00:00,98.5,Unattributed,,last_touch_30d
400,u000688,2024-07-10 09:00:00,193.82,Organic,,last_touch_30d
384,u000690,2024-06-01 09:00:00,103.42,Unattributed,,last_touch_30d
1615,u000691,2024-03-08 23:00:00,94.04,Search,2.0,last_touch_30d
1135,u000692,2024-05-26 20:00:00,57.59,Affiliate,6.0,last_touch_30d
1136,u000692,2024-10-30 16:00:00,64.03,Video,5.0,last_touch_30d
1559,u000693,2024-04-30 18:00:00,43.61,Unattributed,,last_touch_30d
782,u000694,2024-02-04 09:00:00,68.36,Paid Social,3.0,last_touch_30d
783,u000694,2024-03-10 05:00:00,74.7,Unattributed,,last_touch_30d
688,u000695,2024-09-18 21:00:00,95.15,Unattributed,,last_touch_30d
689,u000695,2024-12-03 04:00:00,54.32,Unattributed,,last_touch_30d
851,u000696,2024-03-12 00:00:00,95.02,Unattributed,,last_touch_30d
852,u000696,2024-11-26 11:00:00,144.33,Unattributed,,last_touch_30d
1681,u000697,2024-02-26 19:00:00,38.62,Organic,,last_touch_30d
1682,u000697,2024-09-06 11:00:00,41.36,Organic,,last_touch_30d
424,u000698,2024-10-03 21:00:00,84.07,Unattributed,,last_touch_30d
765,u000699,2024-10-15 19:00:00,60.71,Unattributed,,last_touch_30d
922,u000700,2024-03-25 03:00:00,61.52,Unattributed,,last_touch_30d
193,u000701,2024-05-18 10:00:00,91.7,Paid Social,4.0,last_touch_30d
728,u000702,2024-06-07 16:00:00,105.28,Unattributed,,last_touch_30d
1458,u000703,2024-05-08 08:00:00,69.75,Unattributed,,last_touch_30d
1457,u000703,2024-12-07 05:00:00,36.23,Direct,,last_touch_30d
1622,u000705,2024-10-14 00:00:00,90.43,Unattributed,,last_touch_30d
1558,u000706,2024-07-05 13:00:00,108.78,Unattributed,,last_touch_30d
1660,u000707,2024-09-23 06:00:00,47.68,Organic,,last_touch_30d
926,u000710,2024-09-26 14:00:00,63.57,Search,2.0,last_touch_30d
1378,u000711,2024-07-11 14:00:00,61.12,Unattributed,,last_touch_30d
1032,u000712,2024-01-13 08:00:00,102.28,Unattributed,,last_touch_30d
1031,u000712,2024-04-07 20:00:00,125.88,Unattributed,,last_touch_30d
267,u000713,2024-06-11 14:00:00,95.72,Unattributed,,last_touch_30d
1414,u000714,2024-05-01 22:00:00,136.07,Organic,,last_touch_30d
1532,u000716,2024-11-21 20:00:00,133.64,Unattributed,,last_touch_30d
242,u000717,2024-06-13 18:00:00,80.45,Unattributed,,last_touch_30d
1050,u000718,2024-05-25 13:00:00,70.81,Unattributed,,last_touch_30d
652,u000719,2024-08-20 08:00:00,61.62,Unattributed,,last_touch_30d
352,u000720,2024-03-12 17:00:00,68.71,Affiliate,6.0,last_touch_30d
353,u000720,2024-07-13 16:00:00,63.66,Unattributed,,last_touch_30d
1099,u000721,2024-08-08 03:00:00,47.66,Unattributed,,last_touch_30d
753,u000722,2024-12-24 08:00:00,143.56,Unattributed,,last_touch_30d
1381,u000724,2024-08-21 09:00:00,120.26,Unattributed,,last_touch_30d
184,u000726,2024-10-03 15:00:00,35.65,Unattributed,,last_touch_30d
868,u000727,2024-03-19 11:00:00,56.4,Paid Social,4.0,last_touch_30d
1360,u000729,2024-01-14 14:00:00,98.19,Unattributed,,last_touch_30d
1361,u000729,2024-11-07 07:00:00,117.26,Unattributed,,last_touch_30d
1509,u000732,2024-12-27 11:00:00,52.84,Organic,,last_touch_30d
318,u000733,2024-10-29 15:00:00,42.47,Video,5.0,last_touch_30d
580,u000734,2024-11-05 22:00:00,48.54,Organic,,last_touch_30d
897,u000736,2024-03-19 19:00:00,77.52,Paid Social,4.0,last_touch_30d
547,u000737,2024-04-18 17:00:00,34.36,Unattributed,,last_touch_30d
29,u000738,2024-02-23 08:00:00,83.59,Unattributed,,last_touch_30d
30,u000738,2024-04-11 03:00:00,94.36,Unattributed,,last_touch_30d
1675,u000739,2024-10-13 07:00:00,291.86,Search,1.0,last_touch_30d
385,u000740,2024-09-23 04:00:00,51.42,Paid Social,4.0,last_touch_30d
386,u000740,2024-12-20 19:00:00,44.56,Paid Social,3.0,last_touch_30d
1384,u000741,2024-03-03 20:00:00,70.32,Affiliate,6.0,last_touch_30d
1383,u000741,2024-07-20 03:00:00,71.47,Unattributed,,last_touch_30d
250,u000742,2024-07-29 03:00:00,26.4,Unattributed,,last_touch_30d
1598,u000743,2024-09-04 20:00:00,45.62,Unattributed,,last_touch_30d
961,u000744,2024-11-11 09:00:00,87.54,Unattributed,,last_touch_30d
962,u000744,2024-11-19 04:00:00,64.08,Unattributed,,last_touch_30d
204,u000745,2024-05-30 22:00:00,50.11,Unattributed,,last_touch_30d
205,u000745,2024-10-27 19:00:00,59.87,Unattributed,,last_touch_30d
1325,u000746,2024-06-12 19:00:00,46.05,Organic,,last_touch_30d
1480,u000747,2024-01-23 21:00:00,136.39,Unattributed,,last_touch_30d
1481,u000747,2024-06-27 20:00:00,145.8,Unattributed,,last_touch_30d
391,u000748,2024-03-08 02:00:00,106.13,Direct,,last_touch_30d
506,u000749,2024-10-02 18:00:00,133.35,Unattributed,,last_touch_30d
1048,u000750,2024-12-03 03:00:00,82.27,Unattributed,,last_touch_30d
1106,u000753,2024-05-19 12:00:00,96.06,Unattributed,,last_touch_30d
610,u000755,2024-10-24 03:00:00,83.1,Paid Social,3.0,last_touch_30d
1551,u000756,2024-08-25 14:00:00,85.43,Unattributed,,last_touch_30d
1202,u000757,2024-03-22 22:00:00,80.2,Organic,,last_touch_30d
1201,u000757,2024-09-02 17:00:00,60.05,Unattributed,,last_touch_30d
1197,u000759,2024-01-08 14:00:00,91.58,Affiliate,6.0,last_touch_30d
1198,u000759,2024-03-11 05:00:00,26.75,Unattributed,,last_touch_30d
1264,u000760,2024-03-19 16:00:00,48.77,Organic,,last_touch_30d
1098,u000762,2024-01-15 16:00:00,49.96,Unattributed,,last_touch_30d
1097,u000762,2024-12-19 21:00:00,55.31,Direct,,last_touch_30d
1351,u000763,2024-07-31 22:00:00,52.85,Unattributed,,last_touch_30d
249,u000764,2024-05-12 10:00:00,77.59,Paid Social,4.0,last_touch_30d
1162,u000765,2024-07-17 01:00:00,75.55,Unattributed,,last_touch_30d
1163,u000765,2024-09-11 05:00:00,36.61,Unattributed,,last_touch_30d
40,u000766,2024-01-17 20:00:00,106.55,Unattributed,,last_touch_30d
41,u000766,2024-05-28 18:00:00,81.61,Unattributed,,last_touch_30d
