sale_id,customer_sk,product_sk,date_id,channel,quantity,unit_price,discount_rate,revenue
502,28,12,20241022,Direct,1,361.12,0.1,325.01
503,29,10,20240703,Partner,3,294.85,0.0,884.55
504,39,20,20240211,Partner,2,341.71,0.0,683.42
505,138,9,20240427,Direct,5,228.5,0.1,1028.25
506,98,19,20241111,Online,2,138.32,0.1,248.98
507,104,7,20240125,Partner,1,459.69,0.0,459.69
508,105,1,20240921,Partner,1,202.03,0.05,191.93
509,23,22,20240607,Online,1,359.07,0.0,359.07
510,100,20,20241026,Online,1,341.71,0.0,341.71
511,114,13,20240609,Online,1,145.23,0.0,145.23
512,111,1,20240101,Online,2,202.03,0.0,404.06
513,139,2,20240118,Direct,3,158.31,0.0,474.93
514,57,1,20240317,Partner,3,202.03,0.0,606.09
515,79,23,20241111,Online,1,307.04,0.0,307.04
516,57,23,20240809,Partner,1,307.04,0.0,307.04
517,20,16,20240919,Partner,2,131.16,0.0,262.32
518,56,11,20240125,Direct,1,251.67,0.0,251.67
519,98,25,20240907,Direct,3,225.87,0.05,643.73
520,7,7,20241109,Online,1,459.69,0.0,459.69
521,5,13,20240124,Direct,3,145.23,0.0,435.69
522,56,12,20240128,Direct,3,361.12,0.0,1083.36
523,105,18,20241017,Partner,5,286.03,0.0,1430.15
524,125,11,20240604,Direct,3,251.67,0.1,679.51
525,59,5,20240924,Partner,1,206.77,0.0,206.77
526,9,22,20240930,Direct,2,359.07,0.0,718.14
527,59,11,20240730,Online,2,251.67,0.0,503.34
528,124,22,20240603,Online,2,359.07,0.0,718.14
529,32,19,20240309,Direct,1,138.32,0.0,138.32
530,126,16,20240706,Online,1,131.16,0.1,118.04
531,33,23,20240831,Direct,1,307.04,0.0,307.04
532,137,11,20240309,Direct,2,251.67,0.0,503.34
533,97,22,20240504,Online,1,359.07,0.0,359.07
534,84,1,20240317,Partner,3,202.03,0.0,606.09
535,94,16,20240219,Direct,1,131.16,0.0,131.16
536,105,7,20241122,Direct,1,459.69,0.0,459.69
537,26,9,20241206,Partner,1,228.5,0.0,228.5
538,52,23,20240724,Partner,2,307.04,0.05,583.38
539,69,23,20240106,Direct,1,307.04,0.0,307.04
540,46,13,20241126,Online,3,145.23,0.0,435.69
541,12,16,20240628,Online,5,131.16,0.1,590.22
542,17,6,20241126,Online,1,133.44,0.0,133.44
543,14,20,20240815,Online,1,341.71,0.0,341.71
544,25,3,20240922,Online,1,97.31,0.0,97.31
545,73,24,20240909,Direct,1,395.55,0.0,395.55
546,18,9,20240325,Direct,2,228.5,0.0,457.0
547,9,19,20240123,Direct,1,138.32,0.05,131.4
548,60,18,20240929,Direct,1,286.03,0.0,286.03
549,86,6,20240726,Direct,1,133.44,0.0,133.44
550,58,13,20240501,Direct,1,145.23,0.0,145.23
551,136,24,20240130,Direct,3,395.55,0.0,1186.65
552,75,22,20240107,Online,1,359.07,0.0,359.07
553,25,19,20241009,Online,1,138.32,0.0,138.32
554,9,22,20240410,Direct,3,359.07,0.0,1077.21
555,52,20,20240730,Direct,1,341.71,0.0,341.71
556,90,17,20240922,Online,3,362.21,0.0,1086.63
557,9,21,20241125,Online,1,278.4,0.0,278.4
558,7,7,20241127,Online,3,459.69,0.0,1379.07
559,11,14,20240731,Online,1,194.71,0.0,194.71
560,7,5,20240330,Online,1,206.77,0.15,175.75
561,92,6,20240607,Direct,3,133.44,0.05,380.3
562,127,2,20240602,Online,1,158.31,0.1,142.48
563,6,5,20240125,Online,1,206.77,0.0,206.77
564,58,1,20240901,Online,1,202.03,0.0,202.03
565,2,3,20241002,Direct,1,97.31,0.0,97.31
566,106,18,20240711,Partner,1,286.03,0.0,286.03
567,12,17,20240826,Direct,1,362.21,0.0,362.21
568,102,1,20241201,Partner,1,202.03,0.0,202.03
569,119,25,20240330,Direct,1,225.87,0.0,225.87
570,102,8,20240223,Partner,1,436.52,0.1,392.87
571,134,4,20240428,Online,2,395.65,0.0,791.3
572,84,17,20240120,Direct,1,362.21,0.0,362.21
573,46,6,20240620,Online,1,133.44,0.0,133.44
574,28,9,20241221,Partner,2,228.5,0.0,457.0
575,111,6,20241230,Direct,2,133.44,0.05,253.54
576,36,14,20240516,Online,1,194.71,0.1,175.24
577,118,21,20241010,Online,1,278.4,0.1,250.56
578,90,11,20240811,Online,2,251.67,0.15,427.84
579,72,3,20240924,Partner,5,97.31,0.0,486.55
580,45,14,20240531,Online,1,194.71,0.0,194.71
581,87,10,20240421,Direct,1,294.85,0.0,294.85
582,29,23,20240916,Direct,1,307.04,0.1,276.34
583,87,8,20240327,Partner,1,436.52,0.0,436.52
584,26,4,20240430,Online,2,395.65,0.0,791.3
585,87,4,20240413,Direct,3,395.65,0.05,1127.6
586,119,23,20240616,Direct,1,307.04,0.0,307.04
587,27,24,20240718,Partner,1,395.55,0.0,395.55
588,69,22,20241103,Direct,1,359.07,0.0,359.07
589,117,11,20240713,Online,1,251.67,0.0,251.67
590,119,22,20241220,Online,1,359.07,0.0,359.07
591,118,3,20241001,Partner,2,97.31,0.0,194.62
592,129,23,20240829,Online,3,307.04,0.0,921.12
593,111,16,20241223,Direct,3,131.16,0.0,393.48
594,49,4,20240114,Partner,2,395.65,0.0,791.3
595,18,17,20240429,Online,1,362.21,0.0,362.21
596,126,13,20240606,Direct,1,145.23,0.0,145.23
597,94,24,20240719,Online,1,395.55,0.0,395.55
598,123,23,20241026,Direct,2,307.04,0.1,552.67
599,59,12,20241016,Direct,1,361.12,0.0,361.12
600,100,15,20240315,Direct,1,381.95,0.0,381.95
601,100,21,20240114,Direct,1,278.4,0.0,278.4
602,94,24,20240224,Online,1,395.55,0.0,395.55
603,3,25,20240323,Partner,1,225.87,0.0,225.87
604,17,7,20240313,Online,2,459.69,0.1,827.44
605,131,17,20240115,Direct,5,362.21,0.05,1720.5
606,30,19,20240122,Direct,1,138.32,0.0,138.32
607,23,2,20241220,Online,1,158.31,0.05,150.39
608,77,3,20241120,Direct,2,97.31,0.0,194.62
609,98,7,20241222,Direct,1,459.69,0.0,459.69
610,51,9,20240124,Direct,1,228.5,0.0,228.5
611,8,2,20241029,Partner,1,158.31,0.05,150.39
612,50,11,20240412,Online,1,251.67,0.0,251.67
613,85,11,20241206,Direct,1,251.67,0.1,226.5
614,43,18,20241230,Partner,3,286.03,0.1,772.28
615,114,9,20240224,Direct,2,228.5,0.1,411.3
616,137,11,20240415,Direct,2,251.67,0.0,503.34
617,132,6,20240227,Direct,2,133.44,0.0,266.88
618,53,7,20240118,Online,1,459.69,0.1,413.72
619,14,5,20240214,Online,1,206.77,0.05,196.43
620,21,17,20241119,Partner,2,362.21,0.0,724.42
621,38,7,20240901,Direct,1,459.69,0.0,459.69
622,140,5,20240308,Direct,1,206.77,0.05,196.43
623,90,20,20241126,Direct,1,341.71,0.0,341.71
624,73,17,20240530,Partner,1,362.21,0.1,325.99
625,55,1,20240621,Partner,1,202.03,0.1,181.83
626,121,9,20240513,Direct,5,228.5,0.0,1142.5
627,139,8,20240628,Partner,1,436.52,0.05,414.69
628,73,22,20240524,Direct,1,359.07,0.0,359.07
629,127,10,20240707,Partner,1,294.85,0.1,265.37
630,74,14,20241104,Online,1,194.71,0.0,194.71
631,96,12,20240831,Partner,5,361.12,0.05,1715.32
632,71,13,20241112,Online,1,145.23,0.0,145.23
633,29,8,20240116,Partner,1,436.52,0.0,436.52
634,84,18,20240116,Partner,2,286.03,0.0,572.06
635,9,6,20240922,Direct,1,133.44,0.0,133.44
636,130,17,20240626,Partner,2,362.21,0.1,651.98
637,140,24,20241226,Direct,2,395.55,0.0,791.1
638,65,7,20241002,Online,2,459.69,0.0,919.38
639,58,6,20240420,Online,1,133.44,0.0,133.44
640,119,1,20240216,Online,2,202.03,0.0,404.06
641,100,9,20240527,Direct,1,228.5,0.05,217.07
642,56,25,20240811,Direct,5,225.87,0.0,1129.35
643,68,14,20240925,Direct,3,194.71,0.0,584.13
644,11,20,20240527,Direct,1,341.71,0.0,341.71
645,84,1,20240103,Partner,5,202.03,0.0,1010.15
646,89,19,20240908,Direct,1,138.32,0.1,124.49
647,116,15,20240908,Online,1,381.95,0.0,381.95
648,89,4,20240404,Partner,2,395.65,0.0,791.3
649,116,20,20241030,Partner,2,341.71,0.15,580.91
650,127,24,20240920,Partner,1,395.55,0.0,395.55
651,51,8,20241022,Direct,2,436.52,0.0,873.04
652,133,11,20240525,Direct,2,251.67,0.0,503.34
653,124,20,20241224,Direct,1,341.71,0.0,341.71
654,119,25,20240912,Direct,1,225.87,0.1,203.28
655,18,2,20240226,Online,2,158.31,0.0,316.62
656,106,16,20240211,Partner,1,131.16,0.0,131.16
657,133,19,20241222,Online,1,138.32,0.0,138.32
658,39,3,20240223,Online,2,97.31,0.0,194.62
659,8,15,20240616,Partner,1,381.95,0.0,381.95
660,138,17,20240218,Partner,1,362.21,0.0,362.21
661,121,22,20240721,Online,1,359.07,0.15,305.21
662,86,20,20240214,Partner,1,341.71,0.0,341.71
663,48,16,20241126,Direct,1,131.16,0.05,124.6
664,58,21,20240709,Direct,1,278.4,0.0,278.4
665,126,18,20240604,Partner,1,286.03,0.0,286.03
666,88,1,20240807,Online,3,202.03,0.0,606.09
667,46,11,20240913,Direct,1,251.67,0.05,239.09
668,79,6,20240713,Online,5,133.44,0.0,667.2
669,94,11,20240429,Partner,2,251.67,0.0,503.34
670,36,16,20240305,Online,2,131.16,0.05,249.2
671,44,18,20241031,Online,1,286.03,0.0,286.03
672,90,17,20241105,Online,1,362.21,0.0,362.21
673,2,21,20240118,Partner,1,278.4,0.0,278.4
674,111,1,20241024,Partner,1,202.03,0.0,202.03
675,113,4,20240924,Direct,2,395.65,0.0,791.3
676,67,18,20240818,Online,1,286.03,0.15,243.13
677,77,16,20241010,Online,2,131.16,0.0,262.32
678,42,14,20240614,Direct,3,194.71,0.0,584.13
679,5,2,20240825,Partner,1,158.31,0.05,150.39
680,126,5,20241218,Partner,3,206.77,0.05,589.29
681,80,17,20241023,Direct,2,362.21,0.0,724.42
682,24,10,20240305,Partner,2,294.85,0.0,589.7
683,9,15,20240824,Online,5,381.95,0.0,1909.75
684,35,8,20241222,Direct,1,436.52,0.0,436.52
685,94,5,20240916,Direct,1,206.77,0.0,206.77
686,12,2,20240516,Partner,1,158.31,0.0,158.31
687,101,16,20241226,Online,3,131.16,0.0,393.48
688,92,21,20240320,Online,2,278.4,0.0,556.8
689,119,7,20240320,Direct,1,459.69,0.1,413.72
690,80,23,20240616,Online,2,307.04,0.0,614.08
691,52,24,20240924,Partner,1,395.55,0.0,395.55
692,82,12,20240323,Direct,2,361.12,0.0,722.24
693,93,25,20240616,Direct,1,225.87,0.0,225.87
694,50,11,20240512,Online,1,251.67,0.05,239.09
695,137,22,20240222,Direct,3,359.07,0.0,1077.21
696,49,15,20241202,Direct,1,381.95,0.0,381.95
697,33,23,20240410,Partner,1,307.04,0.0,307.04
698,16,1,20240318,Direct,2,202.03,0.0,404.06
699,17,10,20240603,Online,5,294.85,0.0,1474.25
700,63,8,20240601,Partner,1,436.52,0.0,436.52
701,136,21,20240520,Direct,2,278.4,0.05,528.96
702,44,19,20240225,Online,2,138.32,0.05,262.81
703,51,20,20240224,Partner,1,341.71,0.0,341.71
704,20,21,20240415,Partner,1,278.4,0.0,278.4
705,10,7,20240825,Direct,1,459.69,0.0,459.69
706,7,2,20240107,Partner,2,158.31,0.0,316.62
707,73,24,20240811,Online,2,395.55,0.0,791.1
708,101,22,20240423,Online,1,359.07,0.0,359.07
709,29,19,20241119,Partner,1,138.32,0.0,138.32
710,72,15,20240825,Direct,2,381.95,0.0,763.9
711,37,10,20240313,Partner,2,294.85,0.0,589.7
712,20,19,20241105,Online,1,138.32,0.0,138.32
713,4,19,20240726,Direct,1,138.32,0.0,138.32
714,33,20,20240504,Partner,1,341.71,0.0,341.71
715,29,10,20241224,Online,2,294.85,0.1,530.73
716,115,8,20241027,Online,1,436.52,0.0,436.52
717,77,16,20241127,Partner,2,131.16,0.0,262.32
718,137,16,20240427,Online,2,131.16,0.0,262.32
719,139,22,20241130,Online,1,359.07,0.05,341.12
720,123,11,20241224,Online,2,251.67,0.05,478.17
721,86,18,20240427,Online,3,286.03,0.0,858.09
722,3,11,20240402,Online,1,251.67,0.0,251.67
723,22,2,20240304,Partner,2,158.31,0.05,300.79
724,95,25,20240809,Partner,1,225.87,0.1,203.28
725,61,19,20240513,Online,1,138.32,0.0,138.32
726,110,10,20241224,Direct,1,294.85,0.0,294.85
727,1,21,20240802,Direct,1,278.4,0.0,278.4
728,42,13,20240723,Online,1,145.23,0.05,137.97
729,65,4,20241230,Online,5,395.65,0.05,1879.34
730,83,9,20240321,Partner,5,228.5,0.0,1142.5
731,43,14,20240804,Partner,1,194.71,0.1,175.24
732,125,11,20240821,Direct,1,251.67,0.1,226.5
733,110,11,20241114,Partner,1,251.67,0.0,251.67
734,64,14,20240922,Online,1,194.71,0.0,194.71
735,91,23,20241204,Direct,1,307.04,0.0,307.04
736,43,3,20241201,Partner,2,97.31,0.0,194.62
737,116,7,20240106,Partner,1,459.69,0.0,459.69
738,21,6,20240907,Direct,2,133.44,0.0,266.88
739,130,18,20240120,Partner,1,286.03,0.0,286.03
740,125,20,20241005,Direct,1,341.71,0.0,341.71
741,34,15,20240323,Online,1,381.95,0.1,343.75
742,19,12,20240412,Online,3,361.12,0.0,1083.36
743,87,19,20240627,Direct,1,138.32,0.0,138.32
744,112,10,20241021,Partner,1,294.85,0.0,294.85
745,109,9,20241004,Direct,1,228.5,0.1,205.65
746,140,23,20240831,Online,1,307.04,0.05,291.69
747,5,23,20240109,Online,2,307.04,0.0,614.08
748,110,18,20240708,Online,5,286.03,0.0,1430.15
749,135,12,20240624,Partner,1,361.12,0.0,361.12
750,117,6,20240821,Direct,1,133.44,0.0,133.44
751,15,7,20241216,Direct,1,459.69,0.0,459.69
752,34,17,20240719,Online,2,362.21,0.0,724.42
753,88,24,20240303,Online,1,395.55,0.0,395.55
754,11,3,20241110,Partner,1,97.31,0.0,97.31
755,31,1,20241122,Direct,5,202.03,0.05,959.64
756,82,18,20240509,Partner,1,286.03,0.0,286.03
757,81,14,20240714,Partner,1,194.71,0.0,194.71
758,63,12,20240201,Direct,1,361.12,0.0,361.12
759,41,25,20240208,Partner,5,225.87,0.0,1129.35
760,75,14,20240803,Online,5,194.71,0.0,973.55
761,44,7,20241223,Online,5,459.69,0.05,2183.53
762,37,3,20240629,Online,1,97.31,0.0,97.31
763,120,11,20240515,Direct,1,251.67,0.0,251.67
764,80,21,20240424,Partner,1,278.4,0.0,278.4
765,56,14,20240724,Online,1,194.71,0.0,194.71
766,104,19,20240422,Partner,1,138.32,0.0,138.32
767,67,23,20240824,Direct,1,307.04,0.0,307.04
768,112,20,20240325,Direct,1,341.71,0.0,341.71
769,60,21,20240205,Online,1,278.4,0.1,250.56
770,83,2,20240408,Partner,2,158.31,0.0,316.62
771,40,4,20241124,Online,5,395.65,0.0,1978.25
772,88,5,20240425,Direct,3,206.77,0.0,620.31
773,132,8,20240629,Online,2,436.52,0.0,873.04
774,54,4,20241123,Partner,1,395.65,0.0,395.65
775,65,22,20240827,Partner,1,359.07,0.0,359.07
776,75,21,20241007,Online,1,278.4,0.0,278.4
777,6,25,20240305,Partner,1,225.87,0.0,225.87
778,80,7,20240630,Direct,3,459.69,0.0,1379.07
779,17,25,20240516,Online,1,225.87,0.0,225.87
780,116,3,20240711,Online,3,97.31,0.05,277.33
781,78,14,20240509,Partner,2,194.71,0.05,369.95
782,107,20,20241213,Direct,3,341.71,0.0,1025.13
783,112,1,20240903,Direct,3,202.03,0.0,606.09
784,24,21,20240523,Partner,1,278.4,0.1,250.56
785,131,9,20240505,Online,1,228.5,0.0,228.5
786,60,14,20240603,Partner,1,194.71,0.05,184.97
787,49,3,20240902,Partner,2,97.31,0.0,194.62
788,32,9,20240807,Online,2,228.5,0.0,457.0
789,45,11,20241122,Direct,5,251.67,0.0,1258.35
790,133,2,20241203,Partner,1,158.31,0.0,158.31
791,37,23,20240319,Partner,1,307.04,0.0,307.04
792,138,2,20240716,Direct,2,158.31,0.05,300.79
793,45,11,20240213,Online,5,251.67,0.0,1258.35
794,126,14,20240615,Direct,1,194.71,0.0,194.71
795,69,4,20240928,Partner,1,395.65,0.0,395.65
796,52,21,20241120,Online,2,278.4,0.0,556.8
797,106,11,20240108,Online,1,251.67,0.0,251.67
798,59,18,20240106,Direct,1,286.03,0.0,286.03
799,5,20,20240206,Online,1,341.71,0.05,324.62
800,87,23,20240530,Partner,1,307.04,0.0,307.04
801,93,16,20241107,Direct,1,131.16,0.05,124.6
802,115,5,20241023,Direct,1,206.77,0.1,186.09
803,57,9,20240429,Direct,2,228.5,0.0,457.0
804,113,14,20240819,Partner,1,194.71,0.05,184.97
805,50,16,20240319,Direct,1,131.16,0.0,131.16
806,18,3,20240725,Online,2,97.31,0.05,184.89
807,132,14,20240326,Online,1,194.71,0.05,184.97
808,16,13,20241218,Online,1,145.23,0.0,145.23
809,50,19,20240216,Online,2,138.32,0.05,262.81
810,80,9,20241007,Online,1,228.5,0.0,228.5
811,20,2,20240601,Direct,3,158.31,0.0,474.93
812,36,20,20240910,Online,1,341.71,0.05,324.62
813,114,21,20240419,Online,1,278.4,0.1,250.56
814,1,1,20240210,Online,2,202.03,0.0,404.06
815,37,25,20240812,Online,1,225.87,0.0,225.87
816,106,10,20240229,Online,1,294.85,0.1,265.37
817,1,12,20240301,Partner,2,361.12,0.0,722.24
818,46,8,20240802,Direct,2,436.52,0.15,742.08
819,131,7,20240312,Partner,1,459.69,0.15,390.74
820,32,25,20240909,Online,1,225.87,0.1,203.28
821,94,6,20240130,Partner,1,133.44,0.0,133.44
822,41,4,20240827,Direct,1,395.65,0.0,395.65
823,115,3,20241224,Partner,1,97.31,0.0,97.31
824,26,12,20240506,Partner,2,361.12,0.1,650.02
825,112,12,20240325,Online,1,361.12,0.0,361.12
826,9,24,20241102,Online,1,395.55,0.0,395.55
827,81,3,20240104,Direct,2,97.31,0.0,194.62
828,127,20,20240613,Partner,1,341.71,0.0,341.71
829,16,21,20241222,Online,3,278.4,0.1,751.68
830,18,19,20240911,Online,3,138.32,0.0,414.96
831,90,5,20240531,Partner,1,206.77,0.0,206.77
832,67,5,20240710,Partner,2,206.77,0.0,413.54
833,133,2,20240802,Online,2,158.31,0.05,300.79
834,99,22,20240208,Direct,1,359.07,0.0,359.07
835,28,9,20241122,Partner,1,228.5,0.0,228.5
836,122,8,20241121,Online,1,436.52,0.1,392.87
837,99,25,20240115,Direct,1,225.87,0.05,214.58
838,120,24,20241108,Direct,2,395.55,0.0,791.1
839,126,12,20241215,Online,3,361.12,0.1,975.02
840,102,7,20240618,Direct,3,459.69,0.0,1379.07
841,120,22,20240918,Partner,1,359.07,0.0,359.07
842,116,18,20240905,Direct,1,286.03,0.05,271.73
843,101,4,20240118,Direct,2,395.65,0.0,791.3
844,46,12,20240731,Online,1,361.12,0.0,361.12
845,114,9,20240305,Partner,1,228.5,0.0,228.5
846,23,15,20240218,Online,5,381.95,0.1,1718.78
847,60,8,20240706,Partner,2,436.52,0.05,829.39
848,4,24,20240830,Online,1,395.55,0.0,395.55
849,64,25,20241010,Direct,3,225.87,0.0,677.61
850,91,18,20240525,Partner,1,286.03,0.05,271.73
851,93,24,20240624,Partner,1,395.55,0.0,395.55
852,73,9,20240508,Online,1,228.5,0.0,228.5
853,3,9,20240127,Partner,1,228.5,0.0,228.5
854,99,21,20240529,Partner,1,278.4,0.0,278.4
855,98,21,20240909,Partner,1,278.4,0.0,278.4
856,46,18,20240619,Online,1,286.03,0.0,286.03
857,68,14,20240519,Online,2,194.71,0.0,389.42
858,19,1,20240625,Direct,2,202.03,0.1,363.65
859,37,24,20241201,Partner,2,395.55,0.0,791.1
860,21,4,20240301,Partner,1,395.65,0.0,395.65
861,3,6,20240408,Partner,2,133.44,0.0,266.88
862,35,2,20241231,Partner,2,158.31,0.0,316.62
863,72,19,20240306,Online,1,138.32,0.0,138.32
864,116,11,20241121,Direct,1,251.67,0.1,226.5
865,16,3,20240121,Partner,2,97.31,0.0,194.62
866,111,2,20241010,Partner,1,158.31,0.0,158.31
867,137,2,20241006,Online,1,158.31,0.0,158.31
868,134,24,20240126,Partner,1,395.55,0.0,395.55
869,99,20,20240602,Direct,1,341.71,0.0,341.71
870,52,20,20240104,Direct,3,341.71,0.05,973.87
871,140,24,20240407,Partner,1,395.55,0.0,395.55
872,8,18,20241107,Online,5,286.03,0.0,1430.15
873,44,12,20240131,Online,3,361.12,0.0,1083.36
874,22,24,20241005,Online,1,395.55,0.0,395.55
875,91,11,20240711,Online,2,251.67,0.0,503.34
876,19,7,20240316,Online,2,459.69,0.0,919.38
877,67,3,20241210,Online,2,97.31,0.0,194.62
878,28,4,20241218,Online,1,395.65,0.05,375.87
879,67,16,20241214,Direct,1,131.16,0.05,124.6
880,131,5,20240418,Direct,1,206.77,0.0,206.77
881,58,17,20241207,Online,1,362.21,0.0,362.21
882,138,21,20240822,Online,3,278.4,0.0,835.2
883,83,5,20240330,Direct,2,206.77,0.0,413.54
884,38,16,20241205,Direct,1,131.16,0.0,131.16
885,27,21,20240119,Partner,1,278.4,0.0,278.4
886,124,19,20240221,Online,1,138.32,0.05,131.4
887,75,21,20240107,Partner,1,278.4,0.0,278.4
888,72,7,20240312,Partner,1,459.69,0.05,436.71
889,54,4,20241014,Online,1,395.65,0.0,395.65
890,60,21,20240512,Partner,1,278.4,0.0,278.4
891,66,24,20240404,Partner,1,395.55,0.0,395.55
892,6,6,20240118,Partner,3,133.44,0.0,400.32
893,36,2,20240111,Partner,1,158.31,0.0,158.31
894,95,22,20241016,Online,3,359.07,0.0,1077.21
895,91,21,20241023,Direct,1,278.4,0.0,278.4
896,113,4,20240911,Online,1,395.65,0.1,356.08
897,50,9,20240924,Direct,1,228.5,0.0,228.5
898,90,11,20240301,Partner,2,251.67,0.0,503.34
899,125,1,20241021,Online,1,202.03,0.0,202.03
900,31,23,20240726,Partner,1,307.04,0.0,307.04
901,90,8,20240204,Direct,1,436.52,0.0,436.52
902,56,24,20241214,Partner,3,395.55,0.0,1186.65
903,10,3,20241031,Online,1,97.31,0.0,97.31
904,102,6,20241203,Direct,1,133.44,0.0,133.44
905,132,11,20240831,Partner,2,251.67,0.0,503.34
906,139,1,20241007,Direct,5,202.03,0.0,1010.15
907,56,25,20240212,Online,2,225.87,0.05,429.15
908,2,22,20240829,Direct,1,359.07,0.0,359.07
909,5,16,20240318,Online,1,131.16,0.05,124.6
910,9,8,20240108,Partner,2,436.52,0.0,873.04
911,121,12,20240103,Direct,1,361.12,0.1,325.01
912,120,5,20241216,Online,2,206.77,0.0,413.54
913,133,13,20240303,Direct,2,145.23,0.0,290.46
914,116,9,20240421,Direct,1,228.5,0.0,228.5
915,16,5,20240307,Partner,3,206.77,0.0,620.31
916,120,8,20240110,Partner,5,436.52,0.0,2182.6
917,48,20,20241018,Direct,1,341.71,0.0,341.71
918,17,7,20240818,Online,1,459.69,0.0,459.69
919,26,16,20240405,Direct,2,131.16,0.05,249.2
920,125,16,20240706,Online,1,131.16,0.15,111.49
921,112,11,20241231,Online,1,251.67,0.0,251.67
922,18,14,20240315,Online,1,194.71,0.0,194.71
923,120,1,20240213,Partner,2,202.03,0.0,404.06
924,137,15,20241117,Online,1,381.95,0.0,381.95
925,123,18,20241229,Partner,2,286.03,0.0,572.06
926,101,11,20240823,Online,1,251.67,0.0,251.67
927,9,2,20240510,Direct,2,158.31,0.0,316.62
928,137,13,20240117,Direct,2,145.23,0.0,290.46
929,11,18,20240201,Direct,1,286.03,0.0,286.03
930,21,23,20241129,Online,1,307.04,0.0,307.04
931,90,13,20241112,Direct,1,145.23,0.0,145.23
932,103,5,20240718,Partner,3,206.77,0.0,620.31
933,58,1,20240608,Online,2,202.03,0.0,404.06
934,115,16,20241103,Direct,1,131.16,0.0,131.16
935,14,7,20240906,Online,2,459.69,0.0,919.38
936,19,13,20240131,Partner,1,145.23,0.0,145.23
937,52,17,20240707,Online,5,362.21,0.0,1811.05
938,34,20,20240812,Partner,1,341.71,0.0,341.71
939,96,25,20241212,Direct,3,225.87,0.0,677.61
940,26,6,20240315,Direct,2,133.44,0.0,266.88
941,135,1,20240704,Online,1,202.03,0.15,171.73
942,3,3,20240324,Online,1,97.31,0.0,97.31
943,132,7,20240801,Partner,1,459.69,0.0,459.69
944,27,16,20240716,Partner,1,131.16,0.1,118.04
945,55,1,20240519,Online,1,202.03,0.05,191.93
946,121,3,20240619,Partner,1,97.31,0.1,87.58
947,52,5,20240523,Direct,1,206.77,0.15,175.75
948,111,24,20241114,Online,3,395.55,0.0,1186.65
949,91,16,20241226,Online,1,131.16,0.05,124.6
950,111,23,20240619,Online,2,307.04,0.05,583.38
951,75,5,20240108,Direct,1,206.77,0.0,206.77
952,55,3,20241103,Partner,1,97.31,0.0,97.31
953,16,12,20241026,Partner,1,361.12,0.05,343.06
954,69,19,20240506,Partner,2,138.32,0.1,248.98
955,6,21,20240717,Online,2,278.4,0.0,556.8
956,41,8,20240711,Online,1,436.52,0.0,436.52
957,18,24,20240429,Partner,5,395.55,0.0,1977.75
958,126,15,20240525,Online,2,381.95,0.0,763.9
959,111,7,20240101,Partner,2,459.69,0.0,919.38
960,110,10,20240514,Partner,2,294.85,0.1,530.73
961,138,22,20240804,Direct,2,359.07,0.0,718.14
962,16,20,20241027,Direct,1,341.71,0.0,341.71
963,110,13,20240527,Direct,1,145.23,0.15,123.45
964,77,12,20241019,Direct,3,361.12,0.1,975.02
965,80,24,20240520,Online,3,395.55,0.0,1186.65
966,7,22,20241216,Partner,5,359.07,0.0,1795.35
967,130,2,20240626,Online,2,158.31,0.0,316.62
968,9,1,20240213,Online,2,202.03,0.05,383.86
969,113,19,20241010,Partner,2,138.32,0.15,235.14
970,59,7,20240714,Direct,5,459.69,0.0,2298.45
971,52,5,20240429,Partner,1,206.77,0.1,186.09
972,11,24,20241106,Direct,2,395.55,0.0,791.1
973,13,14,20241212,Partner,1,194.71,0.0,194.71
974,10,10,20240826,Online,3,294.85,0.1,796.1
975,96,13,20240415,Partner,1,145.23,0.0,145.23
976,83,8,20241027,Direct,2,436.52,0.1,785.74
977,81,10,20240716,Partner,2,294.85,0.05,560.22
978,88,20,20241003,Direct,1,341.71,0.1,307.54
979,90,20,20241001,Partner,2,341.71,0.0,683.42
980,50,11,20240202,Direct,1,251.67,0.0,251.67
981,139,19,20240722,Online,1,138.32,0.05,131.4
982,74,19,20240923,Partner,1,138.32,0.0,138.32
983,48,22,20240924,Partner,1,359.07,0.0,359.07
984,71,15,20240901,Online,2,381.95,0.0,763.9
985,138,6,20241028,Direct,1,133.44,0.1,120.1
986,14,4,20240406,Direct,1,395.65,0.0,395.65
987,38,10,20240408,Direct,3,294.85,0.05,840.32
988,43,19,20240402,Online,2,138.32,0.0,276.64
989,51,15,20240528,Partner,1,381.95,0.0,381.95
990,59,3,20241022,Online,1,97.31,0.1,87.58
991,56,16,20240702,Partner,1,131.16,0.0,131.16
992,9,13,20240921,Direct,2,145.23,0.1,261.41
993,102,4,20240506,Direct,1,395.65,0.0,395.65
994,6,18,20240909,Partner,2,286.03,0.0,572.06
995,137,22,20240224,Partner,2,359.07,0.0,718.14
996,34,20,20241119,Partner,1,341.71,0.0,341.71
997,17,11,20240211,Direct,1,251.67,0.0,251.67
998,92,11,20240610,Online,1,251.67,0.0,251.67
999,102,24,20240116,Partner,2,395.55,0.0,791.1
1000,38,13,20240523,Online,2,145.23,0.0,290.46
1001,118,25,20241106,Direct,1,225.87,0.05,214.58
1002,96,10,20240218,Direct,1,294.85,0.05,280.11
1003,6,12,20240414,Online,2,361.12,0.0,722.24
1004,127,8,20240905,Online,2,436.52,0.0,873.04
