sale_id,customer_id,product_id,quantity,unit_price,discount_rate,revenue,channel,date_id
502,23,12,1,361.12,0.1,325.01,Direct,20241022
503,24,10,3,294.85,0.0,884.55,Partner,20240703
504,33,20,2,341.71,0.0,683.42,Partner,20240211
505,118,9,5,228.5,0.1,1028.25,Direct,20240427
506,84,19,2,138.32,0.1,248.98,Online,20241111
507,90,7,1,459.69,0.0,459.69,Partner,20240125
508,90,1,1,202.03,0.05,191.93,Partner,20240921
509,20,22,1,359.07,0.0,359.07,Online,20240607
510,86,20,1,341.71,0.0,341.71,Online,20241026
511,98,13,1,145.23,0.0,145.23,Online,20240609
512,95,1,2,202.03,0.0,404.06,Online,20240101
513,119,2,3,158.31,0.0,474.93,Direct,20240118
514,50,1,3,202.03,0.0,606.09,Partner,20240317
515,67,23,1,307.04,0.0,307.04,Online,20241111
516,50,23,1,307.04,0.0,307.04,Partner,20240809
517,17,16,2,131.16,0.0,262.32,Partner,20240919
518,49,11,1,251.67,0.0,251.67,Direct,20240125
519,84,25,3,225.87,0.05,643.73,Direct,20240907
520,6,7,1,459.69,0.0,459.69,Online,20241109
521,4,13,3,145.23,0.0,435.69,Direct,20240124
522,49,12,3,361.12,0.0,1083.36,Direct,20240128
523,90,18,5,286.03,0.0,1430.15,Partner,20241017
524,106,11,3,251.67,0.1,679.51,Direct,20240604
525,52,5,1,206.77,0.0,206.77,Partner,20240924
526,8,22,2,359.07,0.0,718.14,Direct,20240930
527,52,11,2,251.67,0.0,503.34,Online,20240730
528,105,22,2,359.07,0.0,718.14,Online,20240603
529,26,19,1,138.32,0.0,138.32,Direct,20240309
530,107,16,1,131.16,0.1,118.04,Online,20240706
531,27,23,1,307.04,0.0,307.04,Direct,20240831
532,117,11,2,251.67,0.0,503.34,Direct,20240309
533,83,22,1,359.07,0.0,359.07,Online,20240504
534,72,1,3,202.03,0.0,606.09,Partner,20240317
535,80,16,1,131.16,0.0,131.16,Direct,20240219
536,90,7,1,459.69,0.0,459.69,Direct,20241122
537,22,9,1,228.5,0.0,228.5,Partner,20241206
538,46,23,2,307.04,0.05,583.38,Partner,20240724
539,61,23,1,307.04,0.0,307.04,Direct,20240106
540,40,13,3,145.23,0.0,435.69,Online,20241126
541,11,16,5,131.16,0.1,590.22,Online,20240628
542,14,6,1,133.44,0.0,133.44,Online,20241126
543,12,20,1,341.71,0.0,341.71,Online,20240815
544,21,3,1,97.31,0.0,97.31,Online,20240922
545,64,24,1,395.55,0.0,395.55,Direct,20240909
546,15,9,2,228.5,0.0,457.0,Direct,20240325
547,8,19,1,138.32,0.05,131.4,Direct,20240123
548,53,18,1,286.03,0.0,286.03,Direct,20240929
549,73,6,1,133.44,0.0,133.44,Direct,20240726
550,51,13,1,145.23,0.0,145.23,Direct,20240501
551,116,24,3,395.55,0.0,1186.65,Direct,20240130
552,65,22,1,359.07,0.0,359.07,Online,20240107
553,21,19,1,138.32,0.0,138.32,Online,20241009
554,8,22,3,359.07,0.0,1077.21,Direct,20240410
555,46,20,1,341.71,0.0,341.71,Direct,20240730
556,77,17,3,362.21,0.0,1086.63,Online,20240922
557,8,21,1,278.4,0.0,278.4,Online,20241125
558,6,7,3,459.69,0.0,1379.07,Online,20241127
559,10,14,1,194.71,0.0,194.71,Online,20240731
560,6,5,1,206.77,0.15,175.75,Online,20240330
561,79,6,3,133.44,0.05,380.3,Direct,20240607
562,108,2,1,158.31,0.1,142.48,Online,20240602
563,5,5,1,206.77,0.0,206.77,Online,20240125
564,51,1,1,202.03,0.0,202.03,Online,20240901
565,2,3,1,97.31,0.0,97.31,Direct,20241002
566,91,18,1,286.03,0.0,286.03,Partner,20240711
567,11,17,1,362.21,0.0,362.21,Direct,20240826
568,88,1,1,202.03,0.0,202.03,Partner,20241201
569,101,25,1,225.87,0.0,225.87,Direct,20240330
570,88,8,1,436.52,0.1,392.87,Partner,20240223
571,114,4,2,395.65,0.0,791.3,Online,20240428
572,72,17,1,362.21,0.0,362.21,Direct,20240120
573,40,6,1,133.44,0.0,133.44,Online,20240620
574,23,9,2,228.5,0.0,457.0,Partner,20241221
575,95,6,2,133.44,0.05,253.54,Direct,20241230
576,30,14,1,194.71,0.1,175.24,Online,20240516
577,100,21,1,278.4,0.1,250.56,Online,20241010
578,77,11,2,251.67,0.15,427.84,Online,20240811
579,63,3,5,97.31,0.0,486.55,Partner,20240924
580,39,14,1,194.71,0.0,194.71,Online,20240531
581,74,10,1,294.85,0.0,294.85,Direct,20240421
582,24,23,1,307.04,0.1,276.34,Direct,20240916
583,74,8,1,436.52,0.0,436.52,Partner,20240327
584,22,4,2,395.65,0.0,791.3,Online,20240430
585,74,4,3,395.65,0.05,1127.6,Direct,20240413
586,101,23,1,307.04,0.0,307.04,Direct,20240616
587,23,24,1,395.55,0.0,395.55,Partner,20240718
588,61,22,1,359.07,0.0,359.07,Direct,20241103
589,100,11,1,251.67,0.0,251.67,Online,20240713
590,101,22,1,359.07,0.0,359.07,Online,20241220
591,100,3,2,97.31,0.0,194.62,Partner,20241001
592,109,23,3,307.04,0.0,921.12,Online,20240829
593,95,16,3,131.16,0.0,393.48,Direct,20241223
594,43,4,2,395.65,0.0,791.3,Partner,20240114
595,15,17,1,362.21,0.0,362.21,Online,20240429
596,107,13,1,145.23,0.0,145.23,Direct,20240606
597,80,24,1,395.55,0.0,395.55,Online,20240719
598,104,23,2,307.04,0.1,552.67,Direct,20241026
599,52,12,1,361.12,0.0,361.12,Direct,20241016
600,86,15,1,381.95,0.0,381.95,Direct,20240315
601,86,21,1,278.4,0.0,278.4,Direct,20240114
602,80,24,1,395.55,0.0,395.55,Online,20240224
603,3,25,1,225.87,0.0,225.87,Partner,20240323
604,14,7,2,459.69,0.1,827.44,Online,20240313
605,111,17,5,362.21,0.05,1720.5,Direct,20240115
606,25,19,1,138.32,0.0,138.32,Direct,20240122
607,20,2,1,158.31,0.05,150.39,Online,20241220
608,66,3,2,97.31,0.0,194.62,Direct,20241120
609,84,7,1,459.69,0.0,459.69,Direct,20241222
610,45,9,1,228.5,0.0,228.5,Direct,20240124
611,7,2,1,158.31,0.05,150.39,Partner,20241029
612,44,11,1,251.67,0.0,251.67,Online,20240412
613,72,11,1,251.67,0.1,226.5,Direct,20241206
614,37,18,3,286.03,0.1,772.28,Partner,20241230
615,98,9,2,228.5,0.1,411.3,Direct,20240224
616,117,11,2,251.67,0.0,503.34,Direct,20240415
617,112,6,2,133.44,0.0,266.88,Direct,20240227
618,47,7,1,459.69,0.1,413.72,Online,20240118
619,12,5,1,206.77,0.05,196.43,Online,20240214
620,18,17,2,362.21,0.0,724.42,Partner,20241119
621,32,7,1,459.69,0.0,459.69,Direct,20240901
622,120,5,1,206.77,0.05,196.43,Direct,20240308
623,77,20,1,341.71,0.0,341.71,Direct,20241126
624,64,17,1,362.21,0.1,325.99,Partner,20240530
625,48,1,1,202.03,0.1,181.83,Partner,20240621
626,103,9,5,228.5,0.0,1142.5,Direct,20240513
627,119,8,1,436.52,0.05,414.69,Partner,20240628
628,64,22,1,359.07,0.0,359.07,Direct,20240524
629,108,10,1,294.85,0.1,265.37,Partner,20240707
630,64,14,1,194.71,0.0,194.71,Online,20241104
631,82,12,5,361.12,0.05,1715.32,Partner,20240831
632,62,13,1,145.23,0.0,145.23,Online,20241112
633,24,8,1,436.52,0.0,436.52,Partner,20240116
634,72,18,2,286.03,0.0,572.06,Partner,20240116
635,8,6,1,133.44,0.0,133.44,Direct,20240922
636,110,17,2,362.21,0.1,651.98,Partner,20240626
637,120,24,2,395.55,0.0,791.1,Direct,20241226
638,57,7,2,459.69,0.0,919.38,Online,20241002
639,51,6,1,133.44,0.0,133.44,Online,20240420
640,101,1,2,202.03,0.0,404.06,Online,20240216
641,86,9,1,228.5,0.05,217.07,Direct,20240527
642,49,25,5,225.87,0.0,1129.35,Direct,20240811
643,60,14,3,194.71,0.0,584.13,Direct,20240925
644,10,20,1,341.71,0.0,341.71,Direct,20240527
645,72,1,5,202.03,0.0,1010.15,Partner,20240103
646,76,19,1,138.32,0.1,124.49,Direct,20240908
647,99,15,1,381.95,0.0,381.95,Online,20240908
648,76,4,2,395.65,0.0,791.3,Partner,20240404
649,99,20,2,341.71,0.15,580.91,Partner,20241030
650,108,24,1,395.55,0.0,395.55,Partner,20240920
651,45,8,2,436.52,0.0,873.04,Direct,20241022
652,113,11,2,251.67,0.0,503.34,Direct,20240525
653,105,20,1,341.71,0.0,341.71,Direct,20241224
654,101,25,1,225.87,0.1,203.28,Direct,20240912
655,15,2,2,158.31,0.0,316.62,Online,20240226
656,91,16,1,131.16,0.0,131.16,Partner,20240211
657,113,19,1,138.32,0.0,138.32,Online,20241222
658,33,3,2,97.31,0.0,194.62,Online,20240223
659,7,15,1,381.95,0.0,381.95,Partner,20240616
660,118,17,1,362.21,0.0,362.21,Partner,20240218
661,103,22,1,359.07,0.15,305.21,Online,20240721
662,73,20,1,341.71,0.0,341.71,Partner,20240214
663,42,16,1,131.16,0.05,124.6,Direct,20241126
664,51,21,1,278.4,0.0,278.4,Direct,20240709
665,107,18,1,286.03,0.0,286.03,Partner,20240604
666,75,1,3,202.03,0.0,606.09,Online,20240807
667,40,11,1,251.67,0.05,239.09,Direct,20240913
668,67,6,5,133.44,0.0,667.2,Online,20240713
669,80,11,2,251.67,0.0,503.34,Partner,20240429
670,30,16,2,131.16,0.05,249.2,Online,20240305
671,38,18,1,286.03,0.0,286.03,Online,20241031
672,77,17,1,362.21,0.0,362.21,Online,20241105
673,2,21,1,278.4,0.0,278.4,Partner,20240118
674,95,1,1,202.03,0.0,202.03,Partner,20241024
675,97,4,2,395.65,0.0,791.3,Direct,20240924
676,59,18,1,286.03,0.15,243.13,Online,20240818
677,66,16,2,131.16,0.0,262.32,Online,20241010
678,36,14,3,194.71,0.0,584.13,Direct,20240614
679,4,2,1,158.31,0.05,150.39,Partner,20240825
680,107,5,3,206.77,0.05,589.29,Partner,20241218
681,68,17,2,362.21,0.0,724.42,Direct,20241023
682,21,10,2,294.85,0.0,589.7,Partner,20240305
683,8,15,5,381.95,0.0,1909.75,Online,20240824
684,29,8,1,436.52,0.0,436.52,Direct,20241222
685,80,5,1,206.77,0.0,206.77,Direct,20240916
686,11,2,1,158.31,0.0,158.31,Partner,20240516
687,87,16,3,131.16,0.0,393.48,Online,20241226
688,79,21,2,278.4,0.0,556.8,Online,20240320
689,101,7,1,459.69,0.1,413.72,Direct,20240320
690,68,23,2,307.04,0.0,614.08,Online,20240616
691,46,24,1,395.55,0.0,395.55,Partner,20240924
692,70,12,2,361.12,0.0,722.24,Direct,20240323
693,79,25,1,225.87,0.0,225.87,Direct,20240616
694,44,11,1,251.67,0.05,239.09,Online,20240512
695,117,22,3,359.07,0.0,1077.21,Direct,20240222
696,43,15,1,381.95,0.0,381.95,Direct,20241202
697,27,23,1,307.04,0.0,307.04,Partner,20240410
698,13,1,2,202.03,0.0,404.06,Direct,20240318
699,14,10,5,294.85,0.0,1474.25,Online,20240603
700,55,8,1,436.52,0.0,436.52,Partner,20240601
701,116,21,2,278.4,0.05,528.96,Direct,20240520
702,38,19,2,138.32,0.05,262.81,Online,20240225
703,45,20,1,341.71,0.0,341.71,Partner,20240224
704,17,21,1,278.4,0.0,278.4,Partner,20240415
705,9,7,1,459.69,0.0,459.69,Direct,20240825
706,6,2,2,158.31,0.0,316.62,Partner,20240107
707,64,24,2,395.55,0.0,791.1,Online,20240811
708,87,22,1,359.07,0.0,359.07,Online,20240423
709,24,19,1,138.32,0.0,138.32,Partner,20241119
710,63,15,2,381.95,0.0,763.9,Direct,20240825
711,31,10,2,294.85,0.0,589.7,Partner,20240313
712,17,19,1,138.32,0.0,138.32,Online,20241105
713,3,19,1,138.32,0.0,138.32,Direct,20240726
714,27,20,1,341.71,0.0,341.71,Partner,20240504
715,24,10,2,294.85,0.1,530.73,Online,20241224
716,98,8,1,436.52,0.0,436.52,Online,20241027
717,66,16,2,131.16,0.0,262.32,Partner,20241127
718,117,16,2,131.16,0.0,262.32,Online,20240427
719,119,22,1,359.07,0.05,341.12,Online,20241130
720,104,11,2,251.67,0.05,478.17,Online,20241224
721,73,18,3,286.03,0.0,858.09,Online,20240427
722,3,11,1,251.67,0.0,251.67,Online,20240402
723,19,2,2,158.31,0.05,300.79,Partner,20240304
724,81,25,1,225.87,0.1,203.28,Partner,20240809
725,54,19,1,138.32,0.0,138.32,Online,20240513
726,94,10,1,294.85,0.0,294.85,Direct,20241224
727,1,21,1,278.4,0.0,278.4,Direct,20240802
728,36,13,1,145.23,0.05,137.97,Online,20240723
729,57,4,5,395.65,0.05,1879.34,Online,20241230
730,71,9,5,228.5,0.0,1142.5,Partner,20240321
731,37,14,1,194.71,0.1,175.24,Partner,20240804
732,106,11,1,251.67,0.1,226.5,Direct,20240821
733,94,11,1,251.67,0.0,251.67,Partner,20241114
734,56,14,1,194.71,0.0,194.71,Online,20240922
735,78,23,1,307.04,0.0,307.04,Direct,20241204
736,37,3,2,97.31,0.0,194.62,Partner,20241201
737,99,7,1,459.69,0.0,459.69,Partner,20240106
738,18,6,2,133.44,0.0,266.88,Direct,20240907
739,110,18,1,286.03,0.0,286.03,Partner,20240120
740,106,20,1,341.71,0.0,341.71,Direct,20241005
741,28,15,1,381.95,0.1,343.75,Online,20240323
742,16,12,3,361.12,0.0,1083.36,Online,20240412
743,74,19,1,138.32,0.0,138.32,Direct,20240627
744,96,10,1,294.85,0.0,294.85,Partner,20241021
745,93,9,1,228.5,0.1,205.65,Direct,20241004
746,120,23,1,307.04,0.05,291.69,Online,20240831
747,4,23,2,307.04,0.0,614.08,Online,20240109
748,94,18,5,286.03,0.0,1430.15,Online,20240708
749,115,12,1,361.12,0.0,361.12,Partner,20240624
750,100,6,1,133.44,0.0,133.44,Direct,20240821
751,12,7,1,459.69,0.0,459.69,Direct,20241216
752,28,17,2,362.21,0.0,724.42,Online,20240719
753,75,24,1,395.55,0.0,395.55,Online,20240303
754,10,3,1,97.31,0.0,97.31,Partner,20241110
755,25,1,5,202.03,0.05,959.64,Direct,20241122
756,70,18,1,286.03,0.0,286.03,Partner,20240509
757,69,14,1,194.71,0.0,194.71,Partner,20240714
758,55,12,1,361.12,0.0,361.12,Direct,20240201
759,35,25,5,225.87,0.0,1129.35,Partner,20240208
760,65,14,5,194.71,0.0,973.55,Online,20240803
761,38,7,5,459.69,0.05,2183.53,Online,20241223
762,31,3,1,97.31,0.0,97.31,Online,20240629
763,102,11,1,251.67,0.0,251.67,Direct,20240515
764,68,21,1,278.4,0.0,278.4,Partner,20240424
765,49,14,1,194.71,0.0,194.71,Online,20240724
766,90,19,1,138.32,0.0,138.32,Partner,20240422
767,59,23,1,307.04,0.0,307.04,Direct,20240824
768,96,20,1,341.71,0.0,341.71,Direct,20240325
769,53,21,1,278.4,0.1,250.56,Online,20240205
770,71,2,2,158.31,0.0,316.62,Partner,20240408
771,34,4,5,395.65,0.0,1978.25,Online,20241124
772,75,5,3,206.77,0.0,620.31,Direct,20240425
773,112,8,2,436.52,0.0,873.04,Online,20240629
774,47,4,1,395.65,0.0,395.65,Partner,20241123
775,57,22,1,359.07,0.0,359.07,Partner,20240827
776,65,21,1,278.4,0.0,278.4,Online,20241007
777,5,25,1,225.87,0.0,225.87,Partner,20240305
778,68,7,3,459.69,0.0,1379.07,Direct,20240630
779,14,25,1,225.87,0.0,225.87,Online,20240516
780,99,3,3,97.31,0.05,277.33,Online,20240711
781,67,14,2,194.71,0.05,369.95,Partner,20240509
782,92,20,3,341.71,0.0,1025.13,Direct,20241213
783,96,1,3,202.03,0.0,606.09,Direct,20240903
784,21,21,1,278.4,0.1,250.56,Partner,20240523
785,111,9,1,228.5,0.0,228.5,Online,20240505
786,53,14,1,194.71,0.05,184.97,Partner,20240603
787,43,3,2,97.31,0.0,194.62,Partner,20240902
788,26,9,2,228.5,0.0,457.0,Online,20240807
789,39,11,5,251.67,0.0,1258.35,Direct,20241122
790,113,2,1,158.31,0.0,158.31,Partner,20241203
791,31,23,1,307.04,0.0,307.04,Partner,20240319
792,118,2,2,158.31,0.05,300.79,Direct,20240716
793,39,11,5,251.67,0.0,1258.35,Online,20240213
794,107,14,1,194.71,0.0,194.71,Direct,20240615
795,61,4,1,395.65,0.0,395.65,Partner,20240928
796,46,21,2,278.4,0.0,556.8,Online,20241120
797,91,11,1,251.67,0.0,251.67,Online,20240108
798,52,18,1,286.03,0.0,286.03,Direct,20240106
799,4,20,1,341.71,0.05,324.62,Online,20240206
800,74,23,1,307.04,0.0,307.04,Partner,20240530
801,79,16,1,131.16,0.05,124.6,Direct,20241107
802,98,5,1,206.77,0.1,186.09,Direct,20241023
803,50,9,2,228.5,0.0,457.0,Direct,20240429
804,97,14,1,194.71,0.05,184.97,Partner,20240819
805,44,16,1,131.16,0.0,131.16,Direct,20240319
806,15,3,2,97.31,0.05,184.89,Online,20240725
807,112,14,1,194.71,0.05,184.97,Online,20240326
808,13,13,1,145.23,0.0,145.23,Online,20241218
809,44,19,2,138.32,0.05,262.81,Online,20240216
810,68,9,1,228.5,0.0,228.5,Online,20241007
811,17,2,3,158.31,0.0,474.93,Direct,20240601
812,30,20,1,341.71,0.05,324.62,Online,20240910
813,98,21,1,278.4,0.1,250.56,Online,20240419
814,1,1,2,202.03,0.0,404.06,Online,20240210
815,31,25,1,225.87,0.0,225.87,Online,20240812
816,91,10,1,294.85,0.1,265.37,Online,20240229
817,1,12,2,361.12,0.0,722.24,Partner,20240301
818,40,8,2,436.52,0.15,742.08,Direct,20240802
819,111,7,1,459.69,0.15,390.74,Partner,20240312
820,26,25,1,225.87,0.1,203.28,Online,20240909
821,80,6,1,133.44,0.0,133.44,Partner,20240130
822,35,4,1,395.65,0.0,395.65,Direct,20240827
823,98,3,1,97.31,0.0,97.31,Partner,20241224
824,22,12,2,361.12,0.1,650.02,Partner,20240506
825,96,12,1,361.12,0.0,361.12,Online,20240325
826,8,24,1,395.55,0.0,395.55,Online,20241102
827,69,3,2,97.31,0.0,194.62,Direct,20240104
828,108,20,1,341.71,0.0,341.71,Partner,20240613
829,13,21,3,278.4,0.1,751.68,Online,20241222
830,15,19,3,138.32,0.0,414.96,Online,20240911
831,77,5,1,206.77,0.0,206.77,Partner,20240531
832,59,5,2,206.77,0.0,413.54,Partner,20240710
833,113,2,2,158.31,0.05,300.79,Online,20240802
834,85,22,1,359.07,0.0,359.07,Direct,20240208
835,23,9,1,228.5,0.0,228.5,Partner,20241122
836,103,8,1,436.52,0.1,392.87,Online,20241121
837,85,25,1,225.87,0.05,214.58,Direct,20240115
838,102,24,2,395.55,0.0,791.1,Direct,20241108
839,107,12,3,361.12,0.1,975.02,Online,20241215
840,88,7,3,459.69,0.0,1379.07,Direct,20240618
841,102,22,1,359.07,0.0,359.07,Partner,20240918
842,99,18,1,286.03,0.05,271.73,Direct,20240905
843,87,4,2,395.65,0.0,791.3,Direct,20240118
844,40,12,1,361.12,0.0,361.12,Online,20240731
845,98,9,1,228.5,0.0,228.5,Partner,20240305
846,20,15,5,381.95,0.1,1718.78,Online,20240218
847,53,8,2,436.52,0.05,829.39,Partner,20240706
848,3,24,1,395.55,0.0,395.55,Online,20240830
849,56,25,3,225.87,0.0,677.61,Direct,20241010
850,78,18,1,286.03,0.05,271.73,Partner,20240525
851,79,24,1,395.55,0.0,395.55,Partner,20240624
852,64,9,1,228.5,0.0,228.5,Online,20240508
853,3,9,1,228.5,0.0,228.5,Partner,20240127
854,85,21,1,278.4,0.0,278.4,Partner,20240529
855,84,21,1,278.4,0.0,278.4,Partner,20240909
856,40,18,1,286.03,0.0,286.03,Online,20240619
857,60,14,2,194.71,0.0,389.42,Online,20240519
858,16,1,2,202.03,0.1,363.65,Direct,20240625
859,31,24,2,395.55,0.0,791.1,Partner,20241201
860,18,4,1,395.65,0.0,395.65,Partner,20240301
861,3,6,2,133.44,0.0,266.88,Partner,20240408
862,29,2,2,158.31,0.0,316.62,Partner,20241231
863,63,19,1,138.32,0.0,138.32,Online,20240306
864,99,11,1,251.67,0.1,226.5,Direct,20241121
865,13,3,2,97.31,0.0,194.62,Partner,20240121
866,95,2,1,158.31,0.0,158.31,Partner,20241010
867,117,2,1,158.31,0.0,158.31,Online,20241006
868,114,24,1,395.55,0.0,395.55,Partner,20240126
869,85,20,1,341.71,0.0,341.71,Direct,20240602
870,46,20,3,341.71,0.05,973.87,Direct,20240104
871,120,24,1,395.55,0.0,395.55,Partner,20240407
872,7,18,5,286.03,0.0,1430.15,Online,20241107
873,38,12,3,361.12,0.0,1083.36,Online,20240131
874,19,24,1,395.55,0.0,395.55,Online,20241005
875,78,11,2,251.67,0.0,503.34,Online,20240711
876,16,7,2,459.69,0.0,919.38,Online,20240316
877,59,3,2,97.31,0.0,194.62,Online,20241210
878,23,4,1,395.65,0.05,375.87,Online,20241218
879,59,16,1,131.16,0.05,124.6,Direct,20241214
880,111,5,1,206.77,0.0,206.77,Direct,20240418
881,51,17,1,362.21,0.0,362.21,Online,20241207
882,118,21,3,278.4,0.0,835.2,Online,20240822
883,71,5,2,206.77,0.0,413.54,Direct,20240330
884,32,16,1,131.16,0.0,131.16,Direct,20241205
885,23,21,1,278.4,0.0,278.4,Partner,20240119
886,105,19,1,138.32,0.05,131.4,Online,20240221
887,65,21,1,278.4,0.0,278.4,Partner,20240107
888,63,7,1,459.69,0.05,436.71,Partner,20240312
889,47,4,1,395.65,0.0,395.65,Online,20241014
890,53,21,1,278.4,0.0,278.4,Partner,20240512
891,58,24,1,395.55,0.0,395.55,Partner,20240404
892,5,6,3,133.44,0.0,400.32,Partner,20240118
893,30,2,1,158.31,0.0,158.31,Partner,20240111
894,81,22,3,359.07,0.0,1077.21,Online,20241016
895,78,21,1,278.4,0.0,278.4,Direct,20241023
896,97,4,1,395.65,0.1,356.08,Online,20240911
897,44,9,1,228.5,0.0,228.5,Direct,20240924
898,77,11,2,251.67,0.0,503.34,Partner,20240301
899,106,1,1,202.03,0.0,202.03,Online,20241021
900,25,23,1,307.04,0.0,307.04,Partner,20240726
901,77,8,1,436.52,0.0,436.52,Direct,20240204
902,49,24,3,395.55,0.0,1186.65,Partner,20241214
903,9,3,1,97.31,0.0,97.31,Online,20241031
904,88,6,1,133.44,0.0,133.44,Direct,20241203
905,112,11,2,251.67,0.0,503.34,Partner,20240831
906,119,1,5,202.03,0.0,1010.15,Direct,20241007
907,49,25,2,225.87,0.05,429.15,Online,20240212
908,2,22,1,359.07,0.0,359.07,Direct,20240829
909,4,16,1,131.16,0.05,124.6,Online,20240318
910,8,8,2,436.52,0.0,873.04,Partner,20240108
911,103,12,1,361.12,0.1,325.01,Direct,20240103
912,102,5,2,206.77,0.0,413.54,Online,20241216
913,113,13,2,145.23,0.0,290.46,Direct,20240303
914,99,9,1,228.5,0.0,228.5,Direct,20240421
915,13,5,3,206.77,0.0,620.31,Partner,20240307
916,102,8,5,436.52,0.0,2182.6,Partner,20240110
917,42,20,1,341.71,0.0,341.71,Direct,20241018
918,14,7,1,459.69,0.0,459.69,Online,20240818
919,22,16,2,131.16,0.05,249.2,Direct,20240405
920,106,16,1,131.16,0.15,111.49,Online,20240706
921,96,11,1,251.67,0.0,251.67,Online,20241231
922,15,14,1,194.71,0.0,194.71,Online,20240315
923,102,1,2,202.03,0.0,404.06,Partner,20240213
924,117,15,1,381.95,0.0,381.95,Online,20241117
925,104,18,2,286.03,0.0,572.06,Partner,20241229
926,87,11,1,251.67,0.0,251.67,Online,20240823
927,8,2,2,158.31,0.0,316.62,Direct,20240510
928,117,13,2,145.23,0.0,290.46,Direct,20240117
929,10,18,1,286.03,0.0,286.03,Direct,20240201
930,18,23,1,307.04,0.0,307.04,Online,20241129
931,77,13,1,145.23,0.0,145.23,Direct,20241112
932,89,5,3,206.77,0.0,620.31,Partner,20240718
933,51,1,2,202.03,0.0,404.06,Online,20240608
934,98,16,1,131.16,0.0,131.16,Direct,20241103
935,12,7,2,459.69,0.0,919.38,Online,20240906
936,16,13,1,145.23,0.0,145.23,Partner,20240131
937,46,17,5,362.21,0.0,1811.05,Online,20240707
938,28,20,1,341.71,0.0,341.71,Partner,20240812
939,82,25,3,225.87,0.0,677.61,Direct,20241212
940,22,6,2,133.44,0.0,266.88,Direct,20240315
941,115,1,1,202.03,0.15,171.73,Online,20240704
942,3,3,1,97.31,0.0,97.31,Online,20240324
943,112,7,1,459.69,0.0,459.69,Partner,20240801
944,23,16,1,131.16,0.1,118.04,Partner,20240716
945,48,1,1,202.03,0.05,191.93,Online,20240519
946,103,3,1,97.31,0.1,87.58,Partner,20240619
947,46,5,1,206.77,0.15,175.75,Direct,20240523
948,95,24,3,395.55,0.0,1186.65,Online,20241114
949,78,16,1,131.16,0.05,124.6,Online,20241226
950,95,23,2,307.04,0.05,583.38,Online,20240619
951,65,5,1,206.77,0.0,206.77,Direct,20240108
952,48,3,1,97.31,0.0,97.31,Partner,20241103
953,13,12,1,361.12,0.05,343.06,Partner,20241026
954,61,19,2,138.32,0.1,248.98,Partner,20240506
955,5,21,2,278.4,0.0,556.8,Online,20240717
956,35,8,1,436.52,0.0,436.52,Online,20240711
957,15,24,5,395.55,0.0,1977.75,Partner,20240429
958,107,15,2,381.95,0.0,763.9,Online,20240525
959,95,7,2,459.69,0.0,919.38,Partner,20240101
960,94,10,2,294.85,0.1,530.73,Partner,20240514
961,118,22,2,359.07,0.0,718.14,Direct,20240804
962,13,20,1,341.71,0.0,341.71,Direct,20241027
963,94,13,1,145.23,0.15,123.45,Direct,20240527
964,66,12,3,361.12,0.1,975.02,Direct,20241019
965,68,24,3,395.55,0.0,1186.65,Online,20240520
966,6,22,5,359.07,0.0,1795.35,Partner,20241216
967,110,2,2,158.31,0.0,316.62,Online,20240626
968,8,1,2,202.03,0.05,383.86,Online,20240213
969,97,19,2,138.32,0.15,235.14,Partner,20241010
970,52,7,5,459.69,0.0,2298.45,Direct,20240714
971,46,5,1,206.77,0.1,186.09,Partner,20240429
972,10,24,2,395.55,0.0,791.1,Direct,20241106
973,11,14,1,194.71,0.0,194.71,Partner,20241212
974,9,10,3,294.85,0.1,796.1,Online,20240826
975,82,13,1,145.23,0.0,145.23,Partner,20240415
976,71,8,2,436.52,0.1,785.74,Direct,20241027
977,69,10,2,294.85,0.05,560.22,Partner,20240716
978,75,20,1,341.71,0.1,307.54,Direct,20241003
979,77,20,2,341.71,0.0,683.42,Partner,20241001
980,44,11,1,251.67,0.0,251.67,Direct,20240202
981,119,19,1,138.32,0.05,131.4,Online,20240722
982,64,19,1,138.32,0.0,138.32,Partner,20240923
983,42,22,1,359.07,0.0,359.07,Partner,20240924
984,62,15,2,381.95,0.0,763.9,Online,20240901
985,118,6,1,133.44,0.1,120.1,Direct,20241028
986,12,4,1,395.65,0.0,395.65,Direct,20240406
987,32,10,3,294.85,0.05,840.32,Direct,20240408
988,37,19,2,138.32,0.0,276.64,Online,20240402
989,45,15,1,381.95,0.0,381.95,Partner,20240528
990,52,3,1,97.31,0.1,87.58,Online,20241022
991,49,16,1,131.16,0.0,131.16,Partner,20240702
992,8,13,2,145.23,0.1,261.41,Direct,20240921
993,88,4,1,395.65,0.0,395.65,Direct,20240506
994,5,18,2,286.03,0.0,572.06,Partner,20240909
995,117,22,2,359.07,0.0,718.14,Partner,20240224
996,28,20,1,341.71,0.0,341.71,Partner,20241119
997,14,11,1,251.67,0.0,251.67,Direct,20240211
998,79,11,1,251.67,0.0,251.67,Online,20240610
999,88,24,2,395.55,0.0,791.1,Partner,20240116
1000,32,13,2,145.23,0.0,290.46,Online,20240523
1001,100,25,1,225.87,0.05,214.58,Direct,20241106
1002,82,10,1,294.85,0.05,280.11,Direct,20240218
1003,5,12,2,361.12,0.0,722.24,Online,20240414
1004,108,8,2,436.52,0.0,873.04,Online,20240905
