session_id,user_id,session_start_ts,channel,campaign_id,landing_page,device
3138,u001274,2024-05-30 16:28:24,Search,1.0,/,tablet
3139,u000416,2024-11-18 20:58:34,Paid Social,4.0,/blog,mobile
3140,u000026,2024-10-09 14:56:00,Direct,,/blog,mobile
3141,u001780,2024-04-12 07:39:39,Paid Social,4.0,/case-studies,desktop
3142,u000842,2024-08-08 22:17:09,Direct,,/case-studies,desktop
3143,u001499,2024-09-18 14:03:21,Organic,,/pricing,desktop
3144,u001125,2024-12-08 04:30:54,Organic,,/demo,mobile
3145,u001045,2024-01-10 19:27:25,Direct,,/,mobile
3146,u001588,2024-09-04 23:22:20,Organic,,/product,tablet
3147,u000554,2024-03-10 07:47:56,Affiliate,6.0,/product,mobile
3148,u001690,2024-01-04 11:51:20,Direct,,/case-studies,desktop
3149,u000727,2024-03-09 03:57:56,Search,1.0,/blog,tablet
3150,u000554,2024-02-05 03:19:12,Direct,,/demo,tablet
3151,u000085,2024-12-03 23:39:23,Paid Social,3.0,/product,mobile
3152,u001696,2024-08-27 06:45:52,Organic,,/product,mobile
3153,u000467,2024-03-17 05:27:31,Direct,,/blog,mobile
3154,u001638,2024-04-06 23:00:32,Search,2.0,/product,tablet
3155,u000959,2024-10-22 08:08:54,Video,5.0,/blog,desktop
3156,u000455,2024-10-26 03:26:57,Affiliate,6.0,/product,desktop
3157,u000864,2024-01-16 03:10:49,Direct,,/case-studies,tablet
3158,u001284,2024-12-14 13:28:41,Organic,,/product,mobile
3159,u001421,2024-07-11 07:33:29,Video,5.0,/pricing,tablet
3160,u000131,2024-09-22 06:11:18,Video,5.0,/,tablet
3161,u000432,2024-03-21 06:59:43,Direct,,/case-studies,tablet
3162,u001571,2024-10-23 00:46:15,Search,1.0,/pricing,mobile
3163,u001126,2024-03-10 03:40:21,Organic,,/blog,desktop
3164,u001056,2024-05-06 04:50:33,Organic,,/blog,desktop
3165,u000214,2024-05-12 09:12:58,Search,2.0,/,desktop
3166,u000039,2024-06-11 08:36:57,Direct,,/,tablet
3167,u001235,2024-08-17 07:11:32,Search,1.0,/case-studies,desktop
3168,u000017,2024-01-04 18:16:18,Paid Social,4.0,/product,tablet
3169,u000374,2024-10-29 03:21:58,Search,1.0,/product,tablet
3170,u000546,2024-08-04 20:01:47,Search,2.0,/demo,mobile
3171,u001778,2024-09-14 22:50:08,Affiliate,6.0,/product,desktop
3172,u001114,2024-11-27 13:52:36,Organic,,/demo,tablet
3173,u001607,2024-03-26 05:28:42,Organic,,/blog,mobile
3174,u000044,2024-04-07 06:54:18,Paid Social,3.0,/,mobile
3175,u001366,2024-01-04 15:10:32,Video,5.0,/pricing,desktop
3176,u000772,2024-03-18 19:29:15,Paid Social,4.0,/case-studies,mobile
3177,u001240,2024-09-23 04:36:17,Direct,,/demo,mobile
3178,u000201,2024-08-01 05:26:54,Paid Social,3.0,/,desktop
3179,u000567,2024-06-16 11:23:52,Direct,,/product,mobile
3180,u000860,2024-07-27 20:39:09,Video,5.0,/product,mobile
3181,u001644,2024-04-15 03:14:27,Search,1.0,/product,mobile
3182,u001110,2024-07-16 21:08:33,Search,2.0,/demo,mobile
3183,u000586,2024-01-10 09:42:17,Affiliate,6.0,/case-studies,mobile
3184,u000748,2024-05-24 13:08:20,Organic,,/,tablet
3185,u000746,2024-08-26 13:47:24,Direct,,/pricing,desktop
3186,u001796,2024-04-14 19:59:28,Organic,,/blog,tablet
3187,u000566,2024-05-01 12:08:01,Search,1.0,/demo,desktop
3188,u001547,2024-02-11 12:54:47,Paid Social,4.0,/blog,tablet
3189,u001424,2024-03-30 14:37:54,Organic,,/,tablet
3190,u000069,2024-04-12 14:12:34,Paid Social,3.0,/,desktop
3191,u000876,2024-07-09 17:33:20,Affiliate,6.0,/,tablet
3192,u000530,2024-12-25 02:14:52,Paid Social,3.0,/demo,desktop
3193,u001521,2024-12-01 17:11:21,Paid Social,3.0,/,desktop
3194,u001089,2024-04-01 03:30:17,Search,2.0,/demo,tablet
3195,u000293,2024-04-28 07:39:41,Video,5.0,/blog,mobile
3196,u001729,2024-03-24 14:56:50,Organic,,/,tablet
3197,u000081,2024-03-08 23:23:09,Paid Social,3.0,/blog,tablet
3198,u001729,2024-02-14 08:26:41,Search,1.0,/,tablet
3199,u001531,2024-08-31 08:45:46,Organic,,/case-studies,mobile
3200,u001373,2024-08-12 12:10:03,Organic,,/,tablet
3201,u001448,2024-07-01 15:36:08,Organic,,/demo,tablet
3202,u001440,2024-07-25 03:52:53,Affiliate,6.0,/,tablet
3203,u001080,2024-12-03 09:58:16,Direct,,/pricing,tablet
3204,u001046,2024-04-03 03:29:51,Paid Social,4.0,/,mobile
3205,u001221,2024-03-14 18:03:24,Paid Social,4.0,/case-studies,desktop
3206,u001050,2024-06-30 22:26:20,Organic,,/,desktop
3207,u000698,2024-10-22 04:06:19,Paid Social,3.0,/product,mobile
3208,u001754,2024-06-23 21:04:04,Affiliate,6.0,/,tablet
3209,u000648,2024-05-31 02:19:41,Direct,,/blog,desktop
3210,u000267,2024-02-19 00:37:56,Organic,,/product,mobile
3211,u001301,2024-02-02 06:08:48,Organic,,/,desktop
3212,u000914,2024-08-13 13:12:27,Paid Social,4.0,/case-studies,tablet
3213,u000347,2024-05-05 00:01:42,Direct,,/,tablet
3214,u000850,2024-12-01 11:44:21,Search,2.0,/case-studies,tablet
3215,u001481,2024-01-30 13:25:12,Search,1.0,/demo,desktop
3216,u001590,2024-09-30 11:02:29,Organic,,/product,desktop
3217,u000708,2024-12-21 20:20:24,Paid Social,4.0,/blog,tablet
3218,u001658,2024-09-09 00:11:30,Video,5.0,/,desktop
3219,u000847,2024-03-04 06:44:59,Video,5.0,/,tablet
3220,u000384,2024-03-14 13:37:47,Organic,,/demo,mobile
3221,u000826,2024-06-23 11:24:56,Paid Social,3.0,/demo,desktop
3222,u000880,2024-08-30 06:58:27,Organic,,/case-studies,tablet
3223,u001701,2024-02-19 10:07:03,Organic,,/,mobile
3224,u000317,2024-10-26 15:19:18,Direct,,/case-studies,mobile
3225,u000260,2024-11-29 19:39:24,Affiliate,6.0,/case-studies,desktop
3226,u000619,2024-09-22 17:57:59,Search,2.0,/case-studies,mobile
3227,u000179,2024-09-23 18:42:05,Search,1.0,/demo,desktop
3228,u000220,2024-02-23 05:51:40,Search,1.0,/blog,desktop
3229,u001419,2024-07-02 05:25:50,Paid Social,3.0,/,tablet
3230,u000658,2024-03-16 00:47:36,Direct,,/,mobile
3231,u000311,2024-01-16 00:18:46,Search,2.0,/demo,tablet
3232,u000015,2024-02-07 00:15:13,Organic,,/product,tablet
3233,u000342,2024-06-23 17:46:47,Video,5.0,/blog,tablet
3234,u001641,2024-10-11 04:36:27,Search,2.0,/pricing,tablet
3235,u001562,2024-01-14 09:19:11,Direct,,/case-studies,desktop
3236,u000703,2024-01-18 08:58:19,Direct,,/case-studies,tablet
3237,u000721,2024-09-11 13:17:14,Organic,,/,desktop
3238,u001612,2024-03-19 16:36:11,Direct,,/case-studies,mobile
3239,u001399,2024-07-20 13:10:25,Paid Social,4.0,/case-studies,desktop
3240,u001081,2024-08-25 06:38:48,Paid Social,4.0,/,desktop
3241,u000538,2024-03-14 17:46:40,Organic,,/,tablet
3242,u001368,2024-12-23 21:12:22,Search,2.0,/pricing,mobile
3243,u001378,2024-06-20 15:33:04,Direct,,/blog,mobile
3244,u000688,2024-12-18 03:35:30,Paid Social,3.0,/product,tablet
3245,u000749,2024-04-08 14:27:45,Direct,,/demo,mobile
3246,u001253,2024-10-18 17:21:14,Video,5.0,/case-studies,desktop
3247,u001632,2024-02-09 04:43:34,Video,5.0,/blog,tablet
3248,u001724,2024-07-07 02:36:38,Organic,,/case-studies,mobile
3249,u000865,2024-10-13 12:47:05,Organic,,/blog,mobile
3250,u000298,2024-03-15 04:11:31,Organic,,/case-studies,desktop
3251,u001683,2024-01-02 13:49:41,Organic,,/,mobile
3252,u000898,2024-08-03 06:21:26,Search,1.0,/blog,tablet
3253,u001400,2024-05-23 22:14:10,Organic,,/blog,desktop
3254,u001650,2024-08-13 17:18:32,Search,1.0,/,desktop
3255,u001461,2024-07-13 07:16:56,Direct,,/,mobile
3256,u000524,2024-12-25 05:46:58,Organic,,/pricing,tablet
3257,u001416,2024-08-04 18:34:48,Organic,,/demo,desktop
3258,u000379,2024-10-24 12:30:09,Direct,,/,mobile
3259,u001313,2024-10-11 01:33:07,Organic,,/case-studies,mobile
3260,u001143,2024-09-27 07:06:51,Organic,,/,mobile
3261,u000875,2024-12-18 08:13:29,Search,1.0,/product,tablet
3262,u001436,2024-09-30 01:28:21,Organic,,/product,desktop
3263,u000749,2024-01-14 20:49:57,Paid Social,3.0,/product,desktop
3264,u000933,2024-08-06 23:17:41,Video,5.0,/case-studies,desktop
3265,u001718,2024-12-03 13:42:28,Paid Social,4.0,/blog,mobile
3266,u000119,2024-08-14 09:25:04,Organic,,/blog,tablet
3267,u000230,2024-07-28 16:22:01,Organic,,/blog,desktop
3268,u001060,2024-09-13 16:58:27,Search,2.0,/,tablet
3269,u000077,2024-03-07 03:26:41,Organic,,/pricing,tablet
3270,u000795,2024-04-20 15:33:19,Direct,,/product,mobile
3271,u001337,2024-02-27 18:19:04,Search,1.0,/demo,tablet
3272,u001232,2024-01-04 14:03:30,Organic,,/demo,tablet
3273,u001069,2024-12-29 16:01:53,Search,1.0,/case-studies,desktop
3274,u000004,2024-10-20 14:08:34,Affiliate,6.0,/case-studies,mobile
3275,u001379,2024-10-19 02:23:22,Direct,,/pricing,desktop
3276,u000183,2024-05-19 22:59:30,Direct,,/blog,mobile
3277,u000859,2024-01-16 15:42:45,Organic,,/demo,tablet
3278,u000719,2024-03-07 15:54:24,Organic,,/demo,desktop
3279,u001536,2024-10-04 12:10:32,Paid Social,4.0,/demo,mobile
3280,u000306,2024-02-21 21:55:48,Direct,,/blog,tablet
3281,u001352,2024-11-20 02:06:52,Affiliate,6.0,/pricing,desktop
3282,u000957,2024-10-05 04:50:03,Paid Social,3.0,/demo,tablet
3283,u001738,2024-10-26 19:27:45,Video,5.0,/case-studies,mobile
3284,u000879,2024-12-30 07:45:59,Organic,,/product,mobile
3285,u001069,2024-03-21 18:27:30,Paid Social,4.0,/pricing,desktop
3286,u001666,2024-07-12 21:13:18,Search,1.0,/product,mobile
3287,u000714,2024-10-14 05:48:22,Organic,,/product,desktop
3288,u000467,2024-08-16 16:02:37,Organic,,/product,mobile
3289,u000208,2024-07-25 18:56:04,Paid Social,4.0,/case-studies,tablet
3290,u000910,2024-08-02 02:13:42,Direct,,/case-studies,mobile
3291,u001752,2024-02-03 23:06:40,Organic,,/,desktop
3292,u000998,2024-08-18 11:37:07,Organic,,/,mobile
3293,u000133,2024-02-16 20:57:03,Direct,,/product,mobile
3294,u000220,2024-07-02 00:18:42,Organic,,/case-studies,mobile
3295,u001651,2024-10-05 15:16:41,Direct,,/demo,desktop
3296,u000141,2024-02-07 19:09:26,Direct,,/demo,tablet
3297,u001436,2024-01-31 00:32:59,Organic,,/case-studies,tablet
3298,u001018,2024-09-02 09:09:42,Paid Social,4.0,/blog,tablet
3299,u000602,2024-05-31 15:24:13,Direct,,/pricing,mobile
3300,u000603,2024-06-11 02:33:42,Search,1.0,/case-studies,desktop
3301,u000243,2024-03-15 23:05:48,Organic,,/pricing,desktop
3302,u000618,2024-01-08 02:10:47,Organic,,/product,desktop
3303,u000557,2024-06-28 10:16:22,Organic,,/case-studies,desktop
3304,u000458,2024-10-24 20:40:36,Organic,,/,tablet
3305,u000821,2024-11-12 16:26:43,Organic,,/case-studies,mobile
3306,u000806,2024-07-14 06:56:37,Search,1.0,/pricing,mobile
3307,u000697,2024-08-08 10:13:30,Organic,,/pricing,desktop
3308,u001650,2024-12-05 05:00:03,Direct,,/demo,mobile
3309,u000278,2024-09-26 00:19:08,Organic,,/case-studies,mobile
3310,u001732,2024-09-30 23:53:50,Search,1.0,/demo,desktop
3311,u001226,2024-03-05 06:25:34,Affiliate,6.0,/product,desktop
3312,u001082,2024-02-15 18:51:41,Organic,,/pricing,tablet
3313,u000654,2024-09-10 19:09:52,Search,2.0,/product,tablet
3314,u000253,2024-04-29 13:37:17,Search,2.0,/,tablet
3315,u001072,2024-10-13 03:39:49,Direct,,/case-studies,mobile
3316,u000256,2024-08-30 06:29:39,Paid Social,3.0,/demo,mobile
3317,u001781,2024-01-29 13:12:14,Video,5.0,/pricing,mobile
3318,u000242,2024-03-19 04:17:14,Direct,,/case-studies,mobile
3319,u001242,2024-11-14 11:57:20,Affiliate,6.0,/product,mobile
3320,u000348,2024-09-10 13:19:17,Paid Social,3.0,/product,mobile
3321,u001560,2024-06-05 08:37:16,Search,1.0,/case-studies,tablet
3322,u000433,2024-01-02 13:38:45,Direct,,/product,mobile
3323,u001358,2024-09-16 04:28:52,Organic,,/pricing,tablet
3324,u001457,2024-04-23 20:29:53,Direct,,/demo,mobile
3325,u000590,2024-05-15 22:58:42,Affiliate,6.0,/case-studies,tablet
3326,u000978,2024-04-19 06:46:10,Direct,,/case-studies,desktop
3327,u000149,2024-02-27 11:19:13,Search,2.0,/blog,mobile
3328,u000259,2024-07-20 16:15:58,Organic,,/pricing,mobile
3329,u000970,2024-12-08 20:56:08,Paid Social,3.0,/,tablet
3330,u001698,2024-05-31 08:23:47,Affiliate,6.0,/,mobile
3331,u000109,2024-10-18 20:25:56,Direct,,/blog,tablet
3332,u000195,2024-06-24 01:42:00,Organic,,/blog,tablet
3333,u000329,2024-07-20 20:34:29,Organic,,/product,tablet
3334,u001135,2024-01-04 21:01:32,Paid Social,4.0,/demo,mobile
3335,u001466,2024-10-17 20:55:10,Organic,,/,tablet
3336,u001780,2024-01-10 15:12:35,Affiliate,6.0,/product,tablet
3337,u000944,2024-10-10 19:34:46,Organic,,/blog,tablet
3338,u001369,2024-11-09 18:40:33,Organic,,/product,desktop
3339,u001527,2024-06-11 02:15:04,Paid Social,3.0,/blog,tablet
3340,u000933,2024-02-27 20:32:14,Organic,,/blog,mobile
3341,u000726,2024-01-20 13:30:27,Paid Social,4.0,/blog,desktop
3342,u000633,2024-08-27 21:19:05,Video,5.0,/pricing,mobile
3343,u000893,2024-03-31 01:07:06,Direct,,/pricing,desktop
3344,u001138,2024-06-12 06:47:45,Video,5.0,/pricing,desktop
3345,u001054,2024-05-12 12:14:21,Paid Social,3.0,/demo,tablet
3346,u001571,2024-09-04 11:23:43,Search,1.0,/blog,tablet
3347,u001078,2024-07-23 22:55:49,Affiliate,6.0,/product,mobile
3348,u000677,2024-10-02 03:57:21,Direct,,/product,mobile
3349,u000470,2024-03-14 21:19:28,Search,2.0,/,mobile
3350,u001031,2024-03-19 08:24:12,Organic,,/pricing,tablet
3351,u001366,2024-08-30 10:04:58,Paid Social,4.0,/demo,desktop
3352,u000880,2024-01-25 15:42:03,Search,2.0,/case-studies,desktop
3353,u000328,2024-05-07 17:00:24,Organic,,/demo,desktop
3354,u001790,2024-05-03 11:09:40,Search,2.0,/demo,tablet
3355,u000287,2024-06-04 20:13:56,Paid Social,3.0,/demo,mobile
3356,u001127,2024-11-26 09:17:23,Direct,,/,desktop
3357,u000012,2024-03-20 03:32:39,Organic,,/pricing,tablet
3358,u000648,2024-03-07 17:46:45,Organic,,/demo,mobile
3359,u001123,2024-12-13 23:54:41,Organic,,/pricing,mobile
3360,u001117,2024-09-20 02:11:19,Video,5.0,/demo,tablet
3361,u001388,2024-01-22 11:01:54,Organic,,/case-studies,desktop
3362,u000848,2024-11-05 23:08:31,Organic,,/case-studies,tablet
3363,u001602,2024-02-01 02:41:12,Organic,,/pricing,desktop
3364,u001680,2024-10-11 16:17:21,Search,1.0,/product,mobile
3365,u001495,2024-05-03 05:33:46,Paid Social,4.0,/,mobile
3366,u000867,2024-10-28 09:36:38,Paid Social,4.0,/product,desktop
3367,u001398,2024-09-21 01:27:22,Paid Social,4.0,/case-studies,mobile
3368,u000101,2024-11-01 20:49:21,Video,5.0,/case-studies,mobile
3369,u000912,2024-03-02 09:21:51,Organic,,/demo,mobile
3370,u001112,2024-10-24 07:35:46,Affiliate,6.0,/blog,tablet
3371,u000872,2024-08-30 20:13:20,Organic,,/blog,desktop
3372,u001657,2024-02-01 04:37:14,Search,1.0,/blog,mobile
3373,u000101,2024-11-16 22:43:57,Paid Social,3.0,/demo,desktop
3374,u000728,2024-01-13 09:49:06,Organic,,/product,tablet
3375,u001166,2024-03-15 22:57:43,Direct,,/blog,mobile
3376,u001371,2024-03-14 17:53:26,Direct,,/demo,tablet
3377,u001679,2024-12-10 07:24:17,Organic,,/demo,desktop
3378,u000906,2024-01-04 01:29:47,Direct,,/blog,tablet
3379,u000483,2024-01-27 03:00:36,Organic,,/,mobile
3380,u001718,2024-02-16 20:57:33,Direct,,/pricing,desktop
3381,u001378,2024-04-09 03:41:09,Organic,,/demo,mobile
3382,u001057,2024-05-15 22:09:16,Direct,,/,desktop
3383,u001543,2024-07-15 08:18:33,Direct,,/product,mobile
3384,u001336,2024-09-21 23:04:58,Organic,,/case-studies,tablet
3385,u000276,2024-04-17 01:08:18,Organic,,/demo,mobile
3386,u000612,2024-08-24 06:22:50,Video,5.0,/,desktop
3387,u001485,2024-01-14 18:43:43,Search,2.0,/case-studies,tablet
3388,u001542,2024-12-19 13:13:43,Affiliate,6.0,/product,tablet
3389,u001758,2024-05-14 03:20:41,Search,1.0,/product,mobile
3390,u000080,2024-05-29 19:31:23,Paid Social,4.0,/demo,mobile
3391,u000002,2024-07-29 19:22:28,Affiliate,6.0,/pricing,desktop
3392,u000787,2024-11-15 16:30:37,Video,5.0,/,desktop
3393,u000137,2024-08-10 09:23:24,Direct,,/blog,mobile
3394,u000096,2024-09-02 09:07:04,Direct,,/product,mobile
3395,u000865,2024-09-16 02:10:46,Direct,,/product,mobile
3396,u001048,2024-07-06 23:39:55,Organic,,/pricing,desktop
3397,u001645,2024-01-16 13:20:47,Direct,,/case-studies,mobile
3398,u001386,2024-09-22 16:31:39,Video,5.0,/case-studies,tablet
3399,u000141,2024-12-17 21:12:45,Direct,,/product,tablet
3400,u000235,2024-07-11 22:20:40,Organic,,/pricing,desktop
3401,u000125,2024-07-06 04:30:43,Direct,,/blog,desktop
3402,u000367,2024-03-01 18:32:22,Search,1.0,/blog,desktop
3403,u000512,2024-09-02 17:07:10,Video,5.0,/pricing,mobile
3404,u001074,2024-11-19 07:54:12,Search,2.0,/pricing,mobile
3405,u001127,2024-09-23 03:39:06,Organic,,/pricing,tablet
3406,u001708,2024-09-25 20:08:20,Direct,,/pricing,mobile
3407,u000167,2024-12-23 09:03:25,Direct,,/pricing,desktop
3408,u000411,2024-10-15 10:30:09,Video,5.0,/case-studies,mobile
3409,u001070,2024-04-15 03:20:45,Direct,,/pricing,desktop
3410,u000936,2024-05-14 21:14:17,Organic,,/,tablet
3411,u001439,2024-02-06 14:20:22,Search,2.0,/blog,mobile
3412,u000713,2024-02-17 21:51:28,Direct,,/pricing,tablet
3413,u000793,2024-09-21 05:58:31,Search,2.0,/pricing,mobile
3414,u001552,2024-04-16 08:16:43,Search,1.0,/demo,desktop
3415,u000418,2024-08-27 08:06:45,Organic,,/product,desktop
3416,u001493,2024-09-12 02:08:51,Search,2.0,/,mobile
3417,u000568,2024-06-19 13:14:34,Organic,,/case-studies,desktop
3418,u000592,2024-02-08 20:29:47,Paid Social,4.0,/product,mobile
3419,u001568,2024-01-14 01:35:24,Affiliate,6.0,/pricing,tablet
3420,u000719,2024-10-15 07:47:23,Direct,,/case-studies,desktop
3421,u000327,2024-10-15 21:48:46,Search,1.0,/product,tablet
3422,u000052,2024-04-20 18:40:55,Organic,,/,tablet
3423,u001795,2024-01-15 22:05:18,Organic,,/blog,desktop
3424,u001450,2024-07-24 08:55:13,Direct,,/product,desktop
3425,u000330,2024-09-02 01:44:26,Organic,,/,desktop
3426,u000973,2024-09-11 09:46:24,Search,1.0,/blog,desktop
3427,u000126,2024-01-01 13:38:58,Paid Social,3.0,/,desktop
3428,u000658,2024-01-29 00:05:51,Search,1.0,/,tablet
3429,u000400,2024-07-06 01:53:06,Organic,,/blog,tablet
3430,u000698,2024-01-29 05:17:43,Organic,,/product,mobile
3431,u001748,2024-10-19 20:44:33,Search,1.0,/case-studies,mobile
3432,u000380,2024-01-23 13:13:03,Organic,,/case-studies,desktop
3433,u000007,2024-05-10 11:44:10,Search,1.0,/case-studies,mobile
3434,u000445,2024-09-16 23:11:07,Organic,,/demo,desktop
3435,u001644,2024-07-03 19:16:04,Paid Social,4.0,/case-studies,desktop
3436,u000733,2024-09-11 06:11:04,Affiliate,6.0,/blog,desktop
3437,u000868,2024-11-29 10:00:29,Organic,,/pricing,mobile
3438,u000166,2024-08-09 20:32:06,Organic,,/,desktop
3439,u001488,2024-04-23 04:42:41,Search,2.0,/pricing,desktop
3440,u000484,2024-07-09 13:49:25,Organic,,/pricing,desktop
3441,u001048,2024-03-17 16:45:05,Direct,,/pricing,desktop
3442,u001670,2024-10-11 21:15:55,Organic,,/,mobile
3443,u001464,2024-08-27 08:57:33,Organic,,/pricing,mobile
3444,u000694,2024-03-19 02:06:41,Paid Social,4.0,/pricing,mobile
3445,u000492,2024-12-24 23:18:27,Direct,,/blog,desktop
3446,u001622,2024-01-13 16:31:17,Organic,,/demo,tablet
3447,u000084,2024-10-10 19:45:33,Organic,,/pricing,desktop
3448,u001454,2024-04-23 05:29:44,Search,2.0,/product,mobile
3449,u001123,2024-07-13 04:58:07,Organic,,/pricing,mobile
3450,u000566,2024-09-21 10:53:25,Organic,,/,desktop
3451,u000671,2024-05-05 19:33:33,Paid Social,3.0,/case-studies,mobile
3452,u001704,2024-11-05 10:49:14,Affiliate,6.0,/,tablet
3453,u000664,2024-03-24 12:06:29,Search,1.0,/blog,tablet
3454,u001170,2024-10-30 11:27:08,Direct,,/product,mobile
3455,u000759,2024-02-08 11:55:50,Video,5.0,/pricing,desktop
3456,u000527,2024-12-01 22:12:01,Direct,,/pricing,mobile
3457,u001697,2024-06-12 08:08:29,Video,5.0,/,tablet
3458,u000590,2024-03-28 03:21:58,Paid Social,3.0,/pricing,mobile
3459,u001187,2024-03-18 20:14:39,Affiliate,6.0,/product,tablet
3460,u001090,2024-10-27 11:07:51,Direct,,/pricing,desktop
3461,u000710,2024-09-17 12:37:15,Search,2.0,/case-studies,mobile
3462,u001434,2024-05-22 05:16:24,Search,1.0,/case-studies,mobile
3463,u001225,2024-02-20 13:11:59,Video,5.0,/demo,mobile
3464,u001640,2024-04-07 00:05:49,Direct,,/demo,desktop
3465,u000144,2024-01-13 05:56:40,Direct,,/case-studies,desktop
3466,u000276,2024-11-05 05:54:29,Paid Social,4.0,/pricing,tablet
3467,u000090,2024-11-09 14:31:24,Search,2.0,/blog,mobile
3468,u000727,2024-06-06 15:00:12,Organic,,/pricing,tablet
3469,u000313,2024-04-10 14:50:21,Organic,,/demo,mobile
3470,u001679,2024-12-23 02:25:35,Organic,,/pricing,tablet
3471,u001158,2024-07-26 11:48:33,Search,1.0,/case-studies,tablet
3472,u001571,2024-05-31 10:40:19,Video,5.0,/blog,tablet
3473,u000761,2024-01-26 01:04:49,Direct,,/pricing,desktop
3474,u000177,2024-08-04 10:32:06,Search,1.0,/product,desktop
3475,u000320,2024-03-25 23:18:18,Affiliate,6.0,/,mobile
3476,u001190,2024-06-25 23:39:46,Direct,,/demo,mobile
3477,u000302,2024-03-10 11:44:15,Direct,,/pricing,desktop
3478,u001526,2024-09-16 04:28:56,Search,1.0,/demo,desktop
3479,u000772,2024-03-06 05:02:14,Video,5.0,/product,tablet
3480,u000818,2024-08-04 12:38:28,Organic,,/,mobile
3481,u000169,2024-05-26 16:59:12,Paid Social,3.0,/blog,desktop
3482,u000229,2024-01-30 08:11:48,Video,5.0,/pricing,tablet
3483,u000011,2024-10-27 12:15:24,Search,2.0,/blog,desktop
3484,u001461,2024-02-24 19:10:10,Video,5.0,/product,mobile
3485,u001749,2024-11-21 12:41:35,Direct,,/,mobile
3486,u001132,2024-04-15 00:57:02,Organic,,/pricing,mobile
3487,u001791,2024-10-11 10:41:19,Direct,,/demo,desktop
3488,u001380,2024-03-22 17:04:52,Paid Social,4.0,/case-studies,mobile
3489,u001575,2024-03-20 12:59:49,Paid Social,3.0,/blog,tablet
3490,u001574,2024-01-21 16:30:27,Paid Social,3.0,/,mobile
3491,u000154,2024-09-08 06:45:29,Organic,,/pricing,desktop
3492,u001671,2024-12-04 22:09:19,Search,1.0,/blog,desktop
3493,u001289,2024-05-02 03:45:35,Organic,,/demo,desktop
3494,u001231,2024-11-23 08:07:14,Search,1.0,/demo,tablet
3495,u000931,2024-05-13 03:25:39,Search,2.0,/demo,mobile
3496,u000214,2024-05-30 19:57:01,Direct,,/blog,tablet
3497,u000606,2024-04-15 01:31:37,Direct,,/pricing,desktop
3498,u000209,2024-07-17 18:15:16,Search,1.0,/,mobile
3499,u000612,2024-05-17 09:46:13,Organic,,/demo,tablet
3500,u001483,2024-11-03 14:52:17,Search,2.0,/,tablet
3501,u000261,2024-10-16 00:52:51,Search,2.0,/,desktop
3502,u001161,2024-10-07 08:32:57,Organic,,/case-studies,mobile
3503,u000352,2024-06-23 19:02:47,Organic,,/,mobile
3504,u001405,2024-04-23 13:42:37,Organic,,/pricing,desktop
3505,u000623,2024-05-23 08:33:52,Direct,,/pricing,mobile
3506,u000585,2024-01-03 10:19:01,Paid Social,3.0,/product,desktop
3507,u001394,2024-07-03 04:59:27,Video,5.0,/case-studies,desktop
3508,u001753,2024-01-08 10:25:30,Video,5.0,/demo,tablet
3509,u000598,2024-08-24 10:34:44,Direct,,/product,mobile
3510,u000258,2024-01-12 23:17:06,Paid Social,3.0,/blog,desktop
3511,u001786,2024-05-18 23:59:03,Search,2.0,/case-studies,tablet
3512,u000066,2024-01-25 16:49:57,Organic,,/product,tablet
3513,u001677,2024-09-05 08:47:33,Organic,,/,mobile
3514,u000836,2024-01-09 14:57:03,Organic,,/blog,mobile
3515,u000737,2024-02-12 06:30:07,Search,1.0,/blog,desktop
3516,u001033,2024-10-16 22:29:47,Search,1.0,/demo,mobile
3517,u000178,2024-03-12 06:38:50,Paid Social,4.0,/demo,mobile
3518,u000039,2024-11-16 05:28:09,Organic,,/pricing,mobile
3519,u000245,2024-01-14 06:16:45,Search,1.0,/,desktop
3520,u000574,2024-01-18 00:45:49,Organic,,/pricing,mobile
3521,u000729,2024-05-15 09:34:11,Paid Social,3.0,/pricing,desktop
3522,u000181,2024-03-22 07:47:27,Organic,,/blog,tablet
3523,u001746,2024-07-10 09:58:38,Search,2.0,/pricing,tablet
3524,u000342,2024-09-08 23:49:21,Organic,,/blog,desktop
3525,u000133,2024-05-22 20:02:36,Video,5.0,/case-studies,mobile
3526,u000515,2024-07-16 14:31:37,Affiliate,6.0,/case-studies,mobile
3527,u000191,2024-07-21 12:50:56,Organic,,/demo,mobile
3528,u001735,2024-02-19 12:37:29,Organic,,/case-studies,mobile
3529,u001611,2024-12-23 00:57:38,Organic,,/product,mobile
3530,u001640,2024-12-03 18:55:14,Organic,,/demo,mobile
3531,u001115,2024-12-04 06:32:55,Affiliate,6.0,/,tablet
3532,u000954,2024-08-15 09:08:30,Paid Social,3.0,/product,desktop
3533,u001480,2024-07-14 13:51:24,Direct,,/pricing,desktop
3534,u000266,2024-09-02 09:47:19,Paid Social,4.0,/product,mobile
3535,u000715,2024-06-02 15:24:33,Direct,,/,tablet
3536,u000542,2024-02-19 06:51:08,Direct,,/product,mobile
3537,u000988,2024-04-25 07:32:35,Affiliate,6.0,/demo,tablet
3538,u001606,2024-05-22 09:11:08,Search,1.0,/product,mobile
3539,u000739,2024-04-30 06:51:16,Paid Social,3.0,/pricing,tablet
3540,u001562,2024-12-29 10:18:25,Search,2.0,/product,tablet
