conversion_id,user_id,conversion_ts,revenue,conversion_type
482,u000530,2024-06-22 08:00:00,91.73,Trial Started
483,u000530,2024-04-07 11:00:00,58.64,Paid Signup
484,u000668,2024-01-03 00:00:00,47.25,Trial Started
485,u000668,2024-07-20 20:00:00,94.28,Paid Signup
486,u000858,2024-09-24 18:00:00,51.0,Trial Started
487,u000918,2024-01-29 00:00:00,146.59,Upsell
488,u000623,2024-12-20 01:00:00,61.26,Paid Signup
489,u000808,2024-10-09 13:00:00,82.8,Trial Started
490,u001037,2024-10-17 11:00:00,102.31,Paid Signup
491,u001037,2024-04-18 22:00:00,48.11,Upsell
492,u001599,2024-12-18 16:00:00,83.9,Upsell
493,u001474,2024-03-28 23:00:00,61.1,Trial Started
494,u001330,2024-03-31 05:00:00,41.21,Trial Started
495,u001330,2024-10-30 15:00:00,157.76,Trial Started
496,u001796,2024-12-25 16:00:00,36.51,Upsell
497,u000534,2024-04-10 15:00:00,57.29,Paid Signup
498,u000534,2024-05-21 10:00:00,71.02,Trial Started
499,u000046,2024-09-16 05:00:00,35.93,Upsell
500,u000054,2024-12-26 10:00:00,105.7,Upsell
501,u000767,2024-06-20 23:00:00,83.8,Upsell
502,u001795,2024-12-12 12:00:00,50.46,Upsell
503,u001724,2024-04-07 02:00:00,48.24,Trial Started
504,u000627,2024-08-24 02:00:00,118.29,Upsell
505,u000465,2024-10-08 02:00:00,70.13,Trial Started
506,u000749,2024-10-02 18:00:00,133.35,Paid Signup
507,u001351,2024-06-29 00:00:00,58.4,Upsell
508,u001351,2024-03-08 15:00:00,38.11,Upsell
509,u000605,2024-06-07 00:00:00,93.19,Paid Signup
510,u000491,2024-11-10 00:00:00,82.89,Paid Signup
511,u000491,2024-11-04 22:00:00,38.9,Upsell
512,u001255,2024-05-26 05:00:00,99.57,Paid Signup
513,u001360,2024-06-17 22:00:00,279.0,Paid Signup
514,u000422,2024-06-16 11:00:00,89.59,Trial Started
515,u000422,2024-07-09 19:00:00,89.14,Upsell
516,u000492,2024-02-07 19:00:00,51.13,Trial Started
517,u000492,2024-02-17 08:00:00,88.12,Paid Signup
518,u001658,2024-04-18 00:00:00,81.59,Upsell
519,u000059,2024-04-17 12:00:00,101.3,Trial Started
520,u001458,2024-05-01 10:00:00,105.89,Upsell
521,u001458,2024-10-05 09:00:00,89.06,Paid Signup
522,u001177,2024-03-08 20:00:00,136.75,Trial Started
523,u001327,2024-05-29 07:00:00,38.03,Upsell
524,u001138,2024-12-04 21:00:00,67.67,Upsell
525,u001138,2024-03-28 18:00:00,50.24,Trial Started
526,u001560,2024-08-12 13:00:00,39.47,Paid Signup
527,u000777,2024-09-19 07:00:00,98.05,Upsell
528,u000157,2024-07-18 03:00:00,71.36,Paid Signup
529,u001092,2024-11-25 16:00:00,59.78,Upsell
530,u001092,2024-06-20 12:00:00,119.32,Upsell
531,u001729,2024-02-03 05:00:00,158.43,Paid Signup
532,u000224,2024-07-30 13:00:00,110.93,Paid Signup
533,u001133,2024-07-22 17:00:00,69.56,Trial Started
534,u000591,2024-08-19 05:00:00,43.9,Upsell
535,u001695,2024-04-16 01:00:00,41.12,Trial Started
536,u000476,2024-02-17 13:00:00,81.84,Upsell
537,u001347,2024-04-13 18:00:00,34.35,Paid Signup
538,u001701,2024-11-17 08:00:00,94.27,Trial Started
539,u001029,2024-02-02 04:00:00,90.35,Upsell
540,u000286,2024-05-02 12:00:00,37.24,Trial Started
541,u001661,2024-12-10 12:00:00,95.31,Trial Started
542,u001661,2024-03-23 04:00:00,49.97,Trial Started
543,u000927,2024-10-19 02:00:00,60.0,Paid Signup
544,u000201,2024-06-11 17:00:00,56.85,Paid Signup
545,u000683,2024-10-27 22:00:00,38.4,Paid Signup
546,u000620,2024-03-06 21:00:00,86.55,Upsell
547,u000737,2024-04-18 17:00:00,34.36,Upsell
548,u000146,2024-08-08 21:00:00,49.89,Trial Started
549,u000146,2024-04-07 17:00:00,29.93,Trial Started
550,u001740,2024-06-04 15:00:00,32.66,Trial Started
551,u001004,2024-04-23 13:00:00,52.0,Upsell
552,u001004,2024-11-29 22:00:00,138.06,Upsell
553,u001647,2024-05-11 11:00:00,113.17,Upsell
554,u001468,2024-01-14 10:00:00,80.67,Trial Started
555,u000685,2024-06-24 23:00:00,72.01,Trial Started
556,u000980,2024-06-19 12:00:00,62.37,Paid Signup
557,u000177,2024-10-15 14:00:00,142.37,Paid Signup
558,u001208,2024-07-31 06:00:00,43.57,Trial Started
559,u001229,2024-06-16 16:00:00,84.98,Trial Started
560,u001229,2024-01-12 21:00:00,133.0,Trial Started
561,u000527,2024-06-13 05:00:00,37.36,Upsell
562,u001576,2024-03-06 10:00:00,49.62,Trial Started
563,u001576,2024-10-27 16:00:00,71.33,Upsell
564,u000968,2024-04-18 19:00:00,60.54,Upsell
565,u000110,2024-04-29 01:00:00,46.09,Trial Started
566,u000362,2024-12-05 09:00:00,59.03,Upsell
567,u001011,2024-04-26 07:00:00,80.76,Upsell
568,u000301,2024-04-02 18:00:00,78.79,Paid Signup
569,u001367,2024-10-19 10:00:00,82.42,Trial Started
570,u001367,2024-09-27 14:00:00,24.58,Upsell
571,u001744,2024-01-04 20:00:00,127.23,Trial Started
572,u001616,2024-04-19 06:00:00,68.45,Trial Started
573,u000558,2024-10-14 20:00:00,104.03,Upsell
574,u000558,2024-01-08 18:00:00,73.16,Upsell
575,u000449,2024-03-14 08:00:00,76.84,Trial Started
576,u000911,2024-08-23 08:00:00,78.3,Trial Started
577,u001118,2024-06-27 19:00:00,75.51,Upsell
578,u001728,2024-05-10 12:00:00,54.98,Upsell
579,u001016,2024-08-08 10:00:00,72.02,Trial Started
580,u000734,2024-11-05 22:00:00,48.54,Trial Started
581,u001632,2024-05-05 08:00:00,76.91,Paid Signup
582,u001632,2024-07-01 05:00:00,126.07,Paid Signup
583,u001561,2024-05-03 05:00:00,69.66,Paid Signup
584,u000039,2024-01-15 11:00:00,65.22,Upsell
585,u000039,2024-06-29 00:00:00,113.58,Trial Started
586,u001584,2024-02-29 18:00:00,124.74,Paid Signup
587,u000807,2024-08-28 18:00:00,79.16,Paid Signup
588,u001743,2024-03-16 22:00:00,55.59,Trial Started
589,u000923,2024-10-19 05:00:00,81.91,Upsell
590,u000030,2024-10-15 23:00:00,47.4,Upsell
591,u001553,2024-04-09 13:00:00,52.16,Upsell
592,u001516,2024-06-12 20:00:00,45.46,Trial Started
593,u001438,2024-06-04 03:00:00,51.14,Paid Signup
594,u001306,2024-10-22 21:00:00,89.33,Trial Started
595,u001000,2024-06-02 11:00:00,77.79,Paid Signup
596,u001000,2024-10-24 23:00:00,56.91,Paid Signup
597,u000460,2024-07-06 13:00:00,62.3,Trial Started
598,u000966,2024-08-06 10:00:00,131.23,Trial Started
599,u000629,2024-10-05 00:00:00,49.8,Upsell
600,u000629,2024-10-28 21:00:00,89.49,Paid Signup
601,u001415,2024-07-17 04:00:00,80.3,Trial Started
602,u001131,2024-06-27 13:00:00,61.29,Paid Signup
603,u001131,2024-12-14 18:00:00,42.75,Trial Started
604,u001178,2024-04-22 13:00:00,89.3,Paid Signup
605,u000343,2024-06-06 13:00:00,185.24,Trial Started
606,u000343,2024-12-05 18:00:00,50.02,Upsell
607,u001530,2024-11-08 13:00:00,80.28,Trial Started
608,u001741,2024-02-13 17:00:00,49.24,Trial Started
609,u001741,2024-03-29 13:00:00,47.32,Trial Started
610,u000755,2024-10-24 03:00:00,83.1,Upsell
611,u000645,2024-04-21 00:00:00,61.48,Paid Signup
612,u000148,2024-06-15 19:00:00,44.95,Upsell
613,u000148,2024-12-25 20:00:00,58.4,Upsell
614,u000174,2024-12-16 22:00:00,34.7,Upsell
615,u000174,2024-01-13 06:00:00,78.73,Trial Started
616,u000961,2024-08-22 19:00:00,95.7,Trial Started
617,u000360,2024-12-26 19:00:00,63.97,Paid Signup
618,u000510,2024-11-05 11:00:00,54.97,Paid Signup
619,u001204,2024-12-04 05:00:00,40.53,Trial Started
620,u001150,2024-09-12 17:00:00,101.57,Paid Signup
621,u000395,2024-05-02 19:00:00,103.41,Trial Started
622,u000843,2024-08-30 23:00:00,89.77,Paid Signup
623,u000843,2024-08-17 08:00:00,89.98,Upsell
624,u001799,2024-08-03 01:00:00,66.98,Trial Started
625,u000447,2024-09-22 02:00:00,53.61,Trial Started
626,u001202,2024-04-01 12:00:00,43.19,Trial Started
627,u000056,2024-03-04 18:00:00,93.49,Upsell
628,u001400,2024-11-26 02:00:00,58.15,Trial Started
629,u001797,2024-07-31 06:00:00,42.29,Trial Started
630,u000041,2024-04-29 10:00:00,78.31,Upsell
631,u000107,2024-11-11 02:00:00,48.44,Upsell
632,u000622,2024-07-27 01:00:00,75.72,Upsell
633,u000618,2024-06-20 12:00:00,74.33,Paid Signup
634,u001240,2024-11-10 04:00:00,62.21,Upsell
635,u000374,2024-09-29 03:00:00,95.18,Paid Signup
636,u000318,2024-04-25 02:00:00,99.81,Upsell
637,u000956,2024-10-21 23:00:00,139.1,Upsell
638,u001634,2024-06-07 05:00:00,60.33,Paid Signup
639,u000207,2024-07-02 07:00:00,103.02,Trial Started
640,u000592,2024-05-15 04:00:00,60.85,Trial Started
641,u000800,2024-09-12 13:00:00,107.03,Paid Signup
642,u000331,2024-02-20 23:00:00,129.82,Paid Signup
643,u000126,2024-07-28 12:00:00,55.57,Upsell
644,u001166,2024-10-02 20:00:00,73.66,Trial Started
645,u000180,2024-11-04 17:00:00,66.88,Paid Signup
646,u000979,2024-02-17 23:00:00,45.63,Paid Signup
647,u000979,2024-07-14 05:00:00,68.38,Paid Signup
648,u000364,2024-05-18 14:00:00,65.65,Trial Started
649,u000364,2024-07-20 17:00:00,129.84,Paid Signup
650,u001525,2024-10-24 06:00:00,73.02,Paid Signup
651,u001525,2024-01-19 12:00:00,111.47,Trial Started
652,u000719,2024-08-20 08:00:00,61.62,Paid Signup
653,u000204,2024-07-17 07:00:00,39.37,Trial Started
654,u001281,2024-12-29 04:00:00,109.13,Trial Started
655,u000260,2024-10-30 07:00:00,116.26,Upsell
656,u001286,2024-01-18 07:00:00,47.53,Trial Started
657,u000816,2024-01-22 01:00:00,89.16,Upsell
658,u000235,2024-12-17 23:00:00,71.82,Trial Started
659,u000235,2024-03-17 23:00:00,107.08,Trial Started
660,u001289,2024-05-25 07:00:00,43.48,Paid Signup
661,u001431,2024-12-03 11:00:00,37.49,Upsell
662,u000333,2024-09-17 00:00:00,34.06,Trial Started
663,u000333,2024-11-12 04:00:00,73.81,Upsell
664,u000426,2024-09-17 21:00:00,70.87,Upsell
665,u000495,2024-05-14 14:00:00,79.55,Upsell
666,u001457,2024-04-26 12:00:00,57.55,Paid Signup
667,u001457,2024-02-20 08:00:00,53.39,Upsell
668,u001498,2024-11-08 12:00:00,98.35,Upsell
669,u000252,2024-12-21 07:00:00,51.61,Trial Started
670,u001700,2024-06-02 22:00:00,67.87,Paid Signup
671,u001700,2024-07-20 13:00:00,68.08,Paid Signup
672,u001676,2024-11-27 08:00:00,55.39,Trial Started
673,u001676,2024-03-25 19:00:00,88.52,Trial Started
674,u001191,2024-09-09 07:00:00,89.84,Paid Signup
675,u001381,2024-07-07 12:00:00,57.32,Upsell
676,u001381,2024-11-20 17:00:00,63.25,Upsell
677,u000423,2024-04-17 21:00:00,49.69,Paid Signup
678,u001030,2024-10-02 19:00:00,77.39,Upsell
679,u001030,2024-01-18 07:00:00,62.69,Paid Signup
680,u001489,2024-08-23 13:00:00,45.07,Trial Started
681,u000529,2024-12-13 13:00:00,59.62,Upsell
682,u001623,2024-04-24 22:00:00,117.63,Upsell
683,u000585,2024-09-18 11:00:00,108.09,Trial Started
684,u000600,2024-04-28 12:00:00,62.03,Trial Started
685,u001142,2024-07-14 11:00:00,96.22,Paid Signup
686,u000450,2024-11-07 01:00:00,39.56,Paid Signup
687,u001211,2024-10-22 16:00:00,50.2,Paid Signup
688,u000695,2024-09-18 21:00:00,95.15,Paid Signup
689,u000695,2024-12-03 04:00:00,54.32,Trial Started
690,u001686,2024-11-25 01:00:00,46.45,Upsell
691,u001455,2024-04-01 21:00:00,173.04,Trial Started
692,u001455,2024-01-02 12:00:00,28.15,Upsell
693,u001313,2024-01-03 15:00:00,84.53,Trial Started
694,u001313,2024-10-27 16:00:00,54.65,Trial Started
695,u000611,2024-05-16 13:00:00,138.18,Trial Started
696,u000315,2024-10-03 17:00:00,63.23,Paid Signup
697,u000499,2024-05-02 06:00:00,53.94,Trial Started
698,u000338,2024-11-26 12:00:00,65.53,Paid Signup
699,u000991,2024-10-09 18:00:00,55.55,Trial Started
700,u000150,2024-03-01 19:00:00,94.54,Paid Signup
701,u001709,2024-01-18 12:00:00,128.66,Trial Started
702,u001696,2024-07-15 23:00:00,56.37,Upsell
703,u000431,2024-11-29 17:00:00,99.27,Upsell
704,u000009,2024-06-27 21:00:00,48.07,Paid Signup
705,u001626,2024-03-27 02:00:00,56.3,Paid Signup
706,u001110,2024-11-28 14:00:00,71.48,Upsell
707,u001110,2024-05-04 23:00:00,42.65,Upsell
708,u001733,2024-11-25 16:00:00,45.18,Trial Started
709,u000974,2024-10-12 07:00:00,38.19,Upsell
710,u000121,2024-04-13 14:00:00,68.09,Upsell
711,u000121,2024-12-09 10:00:00,102.13,Trial Started
712,u000065,2024-05-04 06:00:00,97.89,Upsell
713,u000065,2024-10-06 15:00:00,165.59,Upsell
714,u000191,2024-04-14 14:00:00,69.28,Trial Started
715,u000191,2024-07-13 12:00:00,62.85,Upsell
716,u000248,2024-05-12 11:00:00,147.51,Upsell
717,u000086,2024-03-24 19:00:00,40.22,Paid Signup
718,u001355,2024-10-11 19:00:00,40.34,Upsell
719,u000198,2024-08-10 21:00:00,55.91,Paid Signup
720,u000042,2024-11-09 23:00:00,54.2,Trial Started
721,u000153,2024-02-25 14:00:00,89.57,Paid Signup
722,u000368,2024-08-27 01:00:00,45.93,Upsell
723,u000412,2024-09-30 11:00:00,53.48,Trial Started
724,u001113,2024-07-23 21:00:00,79.84,Paid Signup
725,u001273,2024-02-10 23:00:00,27.93,Upsell
726,u000519,2024-01-12 03:00:00,60.55,Paid Signup
727,u000205,2024-05-29 02:00:00,49.01,Trial Started
728,u000702,2024-06-07 16:00:00,105.28,Paid Signup
729,u000822,2024-03-17 21:00:00,70.18,Paid Signup
730,u000357,2024-04-28 23:00:00,43.21,Upsell
731,u001145,2024-06-14 13:00:00,52.5,Trial Started
732,u000151,2024-08-21 10:00:00,63.85,Upsell
733,u000897,2024-06-10 13:00:00,87.95,Paid Signup
734,u000796,2024-08-09 01:00:00,122.66,Upsell
735,u000958,2024-04-19 20:00:00,60.6,Paid Signup
736,u000064,2024-10-14 10:00:00,46.8,Trial Started
737,u001495,2024-01-20 15:00:00,62.98,Upsell
738,u001164,2024-12-21 20:00:00,103.61,Trial Started
739,u001666,2024-05-19 12:00:00,72.49,Trial Started
740,u001318,2024-09-04 22:00:00,48.08,Upsell
741,u001318,2024-02-10 13:00:00,59.29,Paid Signup
742,u000363,2024-08-04 23:00:00,71.14,Upsell
743,u000363,2024-08-06 08:00:00,85.1,Upsell
744,u000168,2024-08-27 01:00:00,80.75,Trial Started
745,u000870,2024-07-23 04:00:00,143.05,Paid Signup
746,u001009,2024-07-23 03:00:00,42.17,Trial Started
747,u001267,2024-12-27 09:00:00,70.65,Upsell
748,u001267,2024-08-15 03:00:00,78.76,Trial Started
749,u000938,2024-11-01 15:00:00,54.66,Paid Signup
750,u000938,2024-11-30 23:00:00,64.35,Paid Signup
751,u000112,2024-05-13 11:00:00,55.93,Paid Signup
752,u000112,2024-01-29 05:00:00,48.98,Trial Started
753,u000722,2024-12-24 08:00:00,143.56,Trial Started
754,u000311,2024-10-18 22:00:00,73.26,Paid Signup
755,u000825,2024-01-08 20:00:00,53.54,Paid Signup
756,u001435,2024-04-16 18:00:00,65.62,Trial Started
757,u001663,2024-02-11 19:00:00,73.5,Upsell
758,u001663,2024-01-21 10:00:00,110.21,Upsell
759,u001189,2024-11-22 23:00:00,88.22,Trial Started
760,u000577,2024-02-07 18:00:00,52.16,Trial Started
761,u000577,2024-03-07 01:00:00,61.2,Upsell
762,u000305,2024-09-30 07:00:00,30.78,Paid Signup
763,u000419,2024-08-10 13:00:00,103.16,Trial Started
764,u000419,2024-11-07 09:00:00,53.94,Trial Started
765,u000699,2024-10-15 19:00:00,60.71,Paid Signup
766,u001526,2024-02-06 17:00:00,110.14,Trial Started
767,u001109,2024-10-08 08:00:00,70.04,Upsell
768,u001109,2024-10-26 10:00:00,41.59,Trial Started
769,u001221,2024-07-01 05:00:00,93.82,Trial Started
770,u000319,2024-11-23 13:00:00,140.73,Upsell
771,u000782,2024-09-04 09:00:00,47.57,Trial Started
772,u001550,2024-12-15 09:00:00,67.15,Paid Signup
773,u001550,2024-08-21 09:00:00,117.61,Paid Signup
774,u001684,2024-03-26 07:00:00,68.03,Trial Started
775,u001046,2024-01-11 01:00:00,22.3,Paid Signup
776,u001775,2024-02-16 13:00:00,80.47,Upsell
777,u001775,2024-03-20 13:00:00,70.38,Upsell
778,u001589,2024-10-18 18:00:00,48.9,Trial Started
779,u001427,2024-11-11 18:00:00,61.29,Paid Signup
780,u000320,2024-09-30 10:00:00,49.84,Paid Signup
781,u000320,2024-03-16 06:00:00,51.2,Trial Started
782,u000694,2024-02-04 09:00:00,68.36,Trial Started
783,u000694,2024-03-10 05:00:00,74.7,Trial Started
784,u001563,2024-09-20 01:00:00,99.89,Trial Started
785,u001563,2024-01-16 02:00:00,93.51,Upsell
786,u000686,2024-04-19 20:00:00,139.17,Upsell
787,u000686,2024-10-19 14:00:00,119.69,Trial Started
788,u000303,2024-07-18 14:00:00,91.53,Trial Started
789,u001270,2024-03-21 01:00:00,109.07,Paid Signup
790,u001270,2024-02-12 17:00:00,64.17,Trial Started
791,u000404,2024-01-15 02:00:00,105.82,Upsell
792,u001631,2024-03-26 16:00:00,47.75,Paid Signup
793,u000166,2024-08-22 04:00:00,63.85,Upsell
794,u000050,2024-03-22 20:00:00,79.06,Trial Started
795,u001315,2024-12-25 23:00:00,124.38,Paid Signup
796,u000158,2024-05-14 14:00:00,42.39,Trial Started
797,u000158,2024-01-12 09:00:00,69.08,Trial Started
798,u001394,2024-11-23 12:00:00,109.78,Trial Started
799,u000154,2024-01-18 16:00:00,76.84,Upsell
800,u000885,2024-04-02 16:00:00,43.98,Paid Signup
801,u001794,2024-05-28 21:00:00,55.87,Trial Started
802,u001794,2024-02-19 18:00:00,78.9,Paid Signup
803,u001062,2024-09-09 16:00:00,52.81,Upsell
804,u000935,2024-06-21 03:00:00,54.36,Trial Started
805,u000935,2024-02-07 05:00:00,61.7,Trial Started
806,u000550,2024-08-05 05:00:00,27.44,Trial Started
807,u000550,2024-06-15 10:00:00,32.51,Trial Started
808,u001042,2024-06-11 07:00:00,76.57,Trial Started
809,u001042,2024-02-11 08:00:00,76.77,Upsell
810,u001331,2024-04-14 18:00:00,79.78,Paid Signup
811,u001331,2024-02-20 21:00:00,46.38,Upsell
812,u000131,2024-09-20 17:00:00,82.13,Upsell
813,u000066,2024-06-17 02:00:00,86.92,Paid Signup
814,u001224,2024-08-17 12:00:00,126.05,Upsell
815,u000369,2024-02-15 19:00:00,78.31,Upsell
816,u001319,2024-06-13 00:00:00,55.58,Trial Started
817,u001707,2024-04-18 07:00:00,45.6,Trial Started
818,u000787,2024-10-17 04:00:00,85.28,Upsell
819,u001147,2024-04-05 11:00:00,41.79,Trial Started
820,u001414,2024-04-14 18:00:00,19.97,Paid Signup
821,u001501,2024-09-29 19:00:00,76.53,Upsell
822,u001041,2024-06-01 17:00:00,125.14,Paid Signup
823,u001041,2024-07-09 01:00:00,97.6,Paid Signup
824,u001362,2024-04-23 08:00:00,66.26,Paid Signup
825,u001362,2024-12-12 06:00:00,33.7,Upsell
826,u000549,2024-08-28 12:00:00,37.52,Upsell
827,u000345,2024-11-07 20:00:00,67.81,Trial Started
828,u000345,2024-04-05 02:00:00,83.41,Upsell
829,u001655,2024-03-04 06:00:00,49.61,Paid Signup
830,u000179,2024-11-13 18:00:00,56.29,Upsell
831,u000545,2024-09-18 05:00:00,99.33,Paid Signup
832,u000770,2024-11-22 00:00:00,84.73,Trial Started
833,u001268,2024-12-13 03:00:00,67.75,Paid Signup
834,u000981,2024-09-23 05:00:00,35.24,Paid Signup
835,u000259,2024-12-28 14:00:00,83.73,Trial Started
836,u001688,2024-11-01 13:00:00,84.59,Upsell
837,u001688,2024-12-06 03:00:00,75.31,Trial Started
838,u001098,2024-02-17 21:00:00,105.44,Trial Started
839,u001098,2024-09-25 01:00:00,65.69,Upsell
840,u001100,2024-11-27 17:00:00,119.85,Upsell
841,u001507,2024-04-21 10:00:00,149.53,Paid Signup
842,u000401,2024-09-20 18:00:00,85.0,Paid Signup
843,u001022,2024-09-03 23:00:00,181.34,Upsell
844,u001619,2024-12-05 10:00:00,93.71,Upsell
845,u001619,2024-08-06 17:00:00,69.19,Trial Started
846,u001569,2024-07-21 21:00:00,44.21,Upsell
847,u001033,2024-06-11 12:00:00,77.16,Trial Started
848,u001786,2024-11-23 00:00:00,78.58,Trial Started
849,u001567,2024-12-04 14:00:00,56.29,Paid Signup
850,u001567,2024-11-20 21:00:00,56.69,Upsell
851,u000696,2024-03-12 00:00:00,95.02,Trial Started
852,u000696,2024-11-26 11:00:00,144.33,Trial Started
853,u001195,2024-07-14 04:00:00,42.94,Paid Signup
854,u001195,2024-02-29 18:00:00,34.79,Trial Started
855,u000391,2024-05-07 13:00:00,178.53,Paid Signup
856,u000249,2024-07-17 18:00:00,49.07,Paid Signup
857,u000249,2024-05-05 11:00:00,79.16,Paid Signup
858,u001497,2024-01-10 09:00:00,53.31,Paid Signup
859,u001512,2024-02-13 12:00:00,77.83,Trial Started
860,u000790,2024-12-19 22:00:00,52.45,Trial Started
861,u000780,2024-12-03 08:00:00,61.98,Trial Started
862,u001433,2024-05-16 21:00:00,148.33,Upsell
863,u000012,2024-03-28 10:00:00,72.21,Paid Signup
864,u001514,2024-09-23 13:00:00,156.91,Upsell
865,u000019,2024-03-01 07:00:00,51.41,Trial Started
866,u000019,2024-01-11 07:00:00,78.3,Paid Signup
867,u001159,2024-04-26 00:00:00,34.35,Upsell
868,u000727,2024-03-19 11:00:00,56.4,Trial Started
869,u001228,2024-10-30 02:00:00,48.49,Paid Signup
870,u001228,2024-09-28 07:00:00,66.43,Upsell
871,u001114,2024-11-11 16:00:00,47.65,Paid Signup
872,u001451,2024-12-16 23:00:00,35.08,Paid Signup
873,u001451,2024-02-20 05:00:00,65.06,Trial Started
874,u001044,2024-09-28 13:00:00,38.29,Paid Signup
875,u001018,2024-11-04 22:00:00,93.38,Trial Started
876,u001721,2024-07-26 02:00:00,77.36,Trial Started
877,u001120,2024-05-05 09:00:00,53.56,Upsell
878,u000160,2024-05-18 05:00:00,84.53,Upsell
879,u000160,2024-02-24 23:00:00,81.37,Trial Started
880,u000278,2024-11-26 20:00:00,69.55,Upsell
881,u000647,2024-04-04 15:00:00,42.58,Paid Signup
882,u001371,2024-12-21 18:00:00,80.93,Upsell
883,u000302,2024-07-26 12:00:00,51.43,Trial Started
884,u001755,2024-05-02 23:00:00,43.04,Paid Signup
885,u001015,2024-08-12 19:00:00,45.35,Upsell
886,u001332,2024-06-13 09:00:00,82.98,Upsell
887,u000631,2024-08-28 15:00:00,40.75,Upsell
888,u000164,2024-06-17 12:00:00,127.05,Upsell
889,u000175,2024-01-04 00:00:00,68.24,Upsell
890,u001575,2024-12-03 03:00:00,70.04,Trial Started
891,u000165,2024-07-19 21:00:00,42.84,Upsell
892,u000901,2024-04-29 06:00:00,147.21,Paid Signup
893,u000335,2024-03-29 06:00:00,43.7,Upsell
894,u000664,2024-12-13 18:00:00,87.37,Trial Started
895,u000396,2024-08-07 16:00:00,51.59,Paid Signup
896,u000427,2024-02-05 06:00:00,40.48,Paid Signup
897,u000736,2024-03-19 19:00:00,77.52,Paid Signup
898,u001485,2024-03-16 21:00:00,72.4,Trial Started
899,u000365,2024-05-16 10:00:00,71.05,Upsell
900,u000468,2024-01-20 07:00:00,58.79,Trial Started
901,u000669,2024-12-26 19:00:00,96.63,Trial Started
902,u000630,2024-01-16 19:00:00,32.39,Paid Signup
903,u001586,2024-05-25 13:00:00,43.58,Upsell
904,u001335,2024-04-05 20:00:00,97.2,Trial Started
905,u001003,2024-04-15 15:00:00,36.91,Trial Started
906,u001072,2024-07-28 18:00:00,170.58,Paid Signup
907,u000528,2024-06-28 05:00:00,106.31,Trial Started
908,u001386,2024-01-13 15:00:00,68.82,Trial Started
909,u001386,2024-06-23 19:00:00,73.98,Paid Signup
910,u001752,2024-07-25 06:00:00,154.37,Trial Started
911,u001752,2024-11-13 11:00:00,42.28,Upsell
912,u000068,2024-05-28 16:00:00,51.56,Paid Signup
913,u001070,2024-06-01 10:00:00,46.99,Trial Started
914,u000389,2024-10-23 11:00:00,59.9,Upsell
915,u000389,2024-02-06 21:00:00,117.79,Paid Signup
916,u001699,2024-08-29 05:00:00,48.38,Upsell
917,u000593,2024-03-22 08:00:00,72.26,Upsell
918,u000880,2024-12-06 18:00:00,111.93,Trial Started
919,u000880,2024-12-14 08:00:00,73.14,Trial Started
920,u000996,2024-09-13 10:00:00,56.82,Trial Started
921,u000884,2024-10-21 14:00:00,42.6,Trial Started
922,u000700,2024-03-25 03:00:00,61.52,Paid Signup
923,u001187,2024-04-12 18:00:00,83.45,Paid Signup
924,u001187,2024-07-01 17:00:00,53.11,Trial Started
925,u001108,2024-03-23 17:00:00,59.11,Upsell
926,u000710,2024-09-26 14:00:00,63.57,Paid Signup
927,u001785,2024-04-11 16:00:00,77.74,Upsell
928,u001715,2024-12-06 23:00:00,50.27,Trial Started
929,u001045,2024-11-29 05:00:00,98.9,Upsell
930,u001017,2024-01-02 08:00:00,57.46,Paid Signup
931,u001288,2024-10-17 23:00:00,169.08,Upsell
932,u001089,2024-07-28 06:00:00,88.65,Upsell
933,u001025,2024-03-27 19:00:00,81.12,Paid Signup
934,u001532,2024-11-29 04:00:00,78.19,Upsell
935,u000385,2024-02-13 19:00:00,103.31,Trial Started
936,u000385,2024-09-17 19:00:00,63.66,Paid Signup
937,u000455,2024-04-11 00:00:00,39.81,Paid Signup
938,u000078,2024-02-21 08:00:00,126.49,Trial Started
939,u000640,2024-11-27 17:00:00,59.53,Paid Signup
940,u001116,2024-05-07 18:00:00,90.63,Trial Started
941,u001473,2024-09-08 19:00:00,67.8,Upsell
942,u001397,2024-09-19 22:00:00,108.06,Trial Started
943,u001753,2024-09-29 10:00:00,45.72,Upsell
944,u000429,2024-07-15 16:00:00,34.96,Trial Started
945,u001737,2024-10-13 06:00:00,53.97,Paid Signup
946,u001737,2024-11-30 21:00:00,60.53,Paid Signup
947,u000275,2024-08-12 10:00:00,56.49,Trial Started
948,u000275,2024-07-22 05:00:00,106.39,Upsell
949,u001420,2024-01-08 23:00:00,57.07,Upsell
950,u000954,2024-07-29 07:00:00,59.93,Trial Started
951,u000475,2024-12-02 22:00:00,65.83,Paid Signup
952,u001222,2024-11-17 07:00:00,58.83,Trial Started
953,u001222,2024-02-28 01:00:00,94.67,Upsell
954,u000865,2024-10-25 05:00:00,125.95,Upsell
955,u001376,2024-11-06 06:00:00,103.74,Trial Started
956,u000949,2024-07-12 00:00:00,80.25,Upsell
957,u001264,2024-04-23 20:00:00,42.51,Upsell
958,u001112,2024-07-15 04:00:00,39.71,Trial Started
959,u000472,2024-01-28 17:00:00,88.36,Upsell
960,u000671,2024-01-09 22:00:00,72.16,Trial Started
961,u000744,2024-11-11 09:00:00,87.54,Upsell
962,u000744,2024-11-19 04:00:00,64.08,Trial Started
963,u000093,2024-04-01 23:00:00,101.52,Paid Signup
